"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","SD","MD","playerid"
"Jason Hammel","Rockies","-0.46","-13.46","13.00","-8.38","-0.86","1.01","","0.89","1.15","30","-0.45","-0.01","2","1","4538"
"Charlie Morton","Pirates","-0.49","-14.53","14.04","-3.54","-0.40","1.10","","0.88","1.27","27","-0.81","0.37","0","0","4676"
"Jeremy Guthrie","Orioles","-0.52","-15.13","14.61","-6.66","-0.73","0.90","0.39","0.84","1.01","31","-0.54","-0.03","0","0","2072"
"Jeff Karstens","Pirates","-0.53","-12.25","11.72","0.70","0.01","1.02","0.67","0.90","1.25","28","-0.17","-0.35","2","1","5879"
"Rick Porcello","Tigers","-0.54","-14.63","14.09","-7.30","-0.64","1.01","","0.87","0.95","31","-0.50","-0.03","0","0","2717"
"R.A. Dickey","Mets","-0.60","-16.17","15.57","5.84","0.59","1.04","","0.89","1.15","32","0.36","-0.93","1","0","1245"
"John Lannan","Nationals","-0.60","-15.58","14.98","-4.38","-0.47","1.10","","0.88","1.38","33","-0.77","0.23","0","0","7080"
"Ricky Nolasco","Marlins","-0.65","-16.09","15.44","-17.12","-1.72","1.01","","0.88","1.08","31","-0.89","0.24","0","0","3830"
"Mike Leake","Reds","-0.67","-12.08","11.41","5.19","0.61","0.94","0.75","0.89","0.95","27","0.39","-1.10","0","1","10130"
"Livan Hernandez","Nationals","-0.69","-12.64","11.95","-12.30","-1.27","0.92","","0.87","1.00","28","-0.86","0.12","0","0","1116"
"Ryan Dempster","Cubs","-0.69","-15.88","15.19","-11.96","-1.35","0.99","","0.88","1.31","34","-0.88","0.18","0","0","517"
"Ted Lilly","Dodgers","-0.72","-13.31","12.59","1.28","0.11","0.93","","0.87","0.96","33","-0.69","-0.09","0","0","833"
"Bud Norris","Astros","-0.81","-14.91","14.10","-7.64","-0.75","1.03","","0.87","1.17","31","-0.85","0.06","0","0","9492"
"Brandon Morrow","Blue Jays","-0.83","-12.94","12.11","-13.28","-1.25","0.92","","0.88","1.14","30","-0.69","-0.21","0","0","9346"
"Jaime Garcia","Cardinals","-0.88","-15.14","14.26","-11.16","-1.00","1.01","","0.87","1.14","30","-0.40","-0.47","0","0","8137"
"Chad Billingsley","Dodgers","-1.08","-15.01","13.93","-15.01","-1.54","1.03","","0.87","1.28","31","-0.77","-0.27","0","0","5842"
"Wade Davis","Rays","-1.18","-14.81","13.63","-7.66","-0.74","1.00","","0.87","1.02","28","-1.16","-0.02","0","0","7441"
"James McDonald","Pirates","-1.18","-15.39","14.21","-12.65","-1.34","1.13","","0.86","1.73","31","-2.03","0.99","0","0","5523"
"Bronson Arroyo","Reds","-1.41","-15.86","14.45","-22.33","-2.31","0.92","","0.87","0.94","31","-3.24","1.71","0","0","978"
"Jeff Francis","Royals","-1.67","-14.46","12.79","-12.93","-1.41","0.96","","0.88","1.17","30","-1.48","-0.27","0","0","4684"
"A.J. Burnett","Yankees","-1.67","-16.23","14.55","-19.74","-2.02","1.02","","0.85","1.26","33","-2.26","0.61","0","0","512"
"Ubaldo Jimenez","- - -","-1.77","-15.72","13.95","-14.20","-1.29","0.97","","0.87","0.93","30","-0.38","-1.45","0","0","3374"
"Brett Myers","Astros","-1.77","-15.67","13.90","-16.21","-1.67","0.89","","0.85","0.92","31","-1.46","-0.52","0","0","962"
"Mike Pelfrey","Mets","-1.85","-15.71","13.86","-19.00","-2.05","0.98","","0.84","1.11","32","-1.83","-0.06","0","0","5203"
"Chris Volstad","Marlins","-1.91","-14.08","12.17","-17.64","-1.89","1.03","","0.88","1.06","29","-2.31","0.44","0","0","9901"
"Jake Westbrook","Cardinals","-1.92","-15.92","13.99","-22.15","-2.48","1.07","","0.88","0.94","33","-1.34","-0.47","0","0","412"
"Chris Capuano","Mets","-2.25","-15.08","12.84","-13.17","-1.39","0.95","2.59","0.90","0.95","32","-2.49","0.13","1","0","1701"
"Derek Lowe","Braves","-2.67","-15.26","12.59","-26.80","-3.00","0.96","","0.88","0.98","34","-1.84","-0.94","0","0","199"
"Roberto Hernandez","Indians","-2.71","-15.71","13.00","-34.34","-3.57","0.97","","0.87","1.03","32","-1.77","-1.02","0","0","3273"
"Brad Penny","Tigers","-2.90","-16.66","13.75","-21.47","-2.17","1.00","","0.87","0.97","31","-2.31","-0.60","0","0","535"
