"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","playerid"
"Matt Carpenter","Cardinals","2.88","-9.01","11.89","26.50","2.76","1.02","2.42","3","2.94","-0.10","8090"
"Justin Turner","Dodgers","2.87","-10.22","13.09","26.94","2.75","1.00","2.70","10","3.15","-0.27","5235"
"Corey Seager","Dodgers","2.87","-10.59","13.46","34.07","3.61","0.95","1.30","7","3.99","-0.97","13624"
"Elvis Andrus","Rangers","2.87","-8.70","11.57","18.48","1.84","0.94","","0","1.82","1.25","8709"
"Jonathan Lucroy","- - -","2.79","-9.96","12.75","11.90","1.19","1.08","1.82","11","1.79","0.81","7870"
"Hanley Ramirez","Red Sox","2.73","-10.81","13.55","30.27","2.90","1.03","1.39","3","2.43","0.24","8001"
"Jake Lamb","Diamondbacks","2.73","-10.65","13.38","19.08","1.79","1.02","1.25","17","2.32","0.35","13329"
"Carlos Santana","Indians","2.69","-11.17","13.86","28.50","2.84","0.98","0.65","4","2.19","0.56","2396"
"Ian Desmond","Rangers","2.63","-11.49","14.12","9.72","0.96","0.97","","0","1.46","1.25","6885"
"Wilson Ramos","Nationals","2.58","-8.49","11.07","18.11","1.84","1.00","1.89","7","2.06","0.51","1433"
"Melky Cabrera","White Sox","2.46","-11.08","13.54","15.38","1.56","1.02","2.06","1","1.19","1.22","4022"
"Albert Pujols","Angels","2.39","-11.59","13.98","21.78","2.32","1.07","2.25","1","1.44","0.79","1177"
"Kris Bryant","Cubs","2.26","-11.66","13.92","45.30","4.73","0.97","","0","4.69","-2.37","15429"
"Charlie Blackmon","Rockies","2.19","-9.49","11.68","21.47","2.02","0.93","1.90","5","1.70","0.66","7859"
"Jason Kipnis","Indians","2.03","-12.18","14.21","17.38","1.74","1.01","7.15","1","2.12","-0.12","9776"
"Justin Upton","Tigers","1.98","-10.83","12.81","11.65","1.12","0.99","0.61","2","0.98","1.02","5222"
"Jonathan Villar","Brewers","1.98","-11.80","13.78","16.79","1.68","1.03","0.99","4","1.62","0.30","10071"
"Nelson Cruz","Mariners","1.94","-11.79","13.73","32.22","3.42","1.01","","0","5.03","-3.10","2434"
"Stephen Piscotty","Cardinals","1.91","-11.03","12.94","26.67","2.74","0.98","1.84","6","1.68","0.27","13367"
"Adrian Gonzalez","Dodgers","1.84","-10.25","12.09","18.29","2.04","1.01","2.38","6","0.95","0.87","1908"
"Jean Segura","Diamondbacks","1.83","-12.29","14.12","27.47","2.64","1.01","1.01","2","2.25","-0.45","5933"
"Starling Marte","Pirates","1.80","-8.99","10.79","16.64","1.72","1.03","0.81","6","1.59","0.15","9241"
"Dexter Fowler","Cubs","1.78","-8.13","9.91","24.49","2.49","0.94","0.35","4","2.21","-0.33","4062"
"Nick Markakis","Braves","1.76","-12.09","13.84","10.97","1.03","1.09","2.32","2","0.37","1.24","5930"
"Carlos Beltran","- - -","1.73","-10.15","11.88","21.22","2.19","1.00","1.78","11","2.12","-0.40","589"
"Kyle Seager","Mariners","1.72","-11.82","13.54","28.88","3.08","1.01","","0","2.48","-0.77","9785"
"Manny Machado","Orioles","1.72","-11.07","12.79","27.84","2.82","0.95","","0","2.15","-0.33","11493"
"Anthony Rendon","Nationals","1.70","-10.47","12.17","21.71","2.28","0.98","2.34","4","1.43","0.30","12861"
"George Springer","Astros","1.70","-13.08","14.78","29.11","2.87","1.00","","0","3.01","-1.31","12856"
"Brandon Belt","Giants","1.68","-11.56","13.24","29.04","3.06","1.06","1.56","5","2.63","-1.05","10264"
"Addison Russell","Cubs","1.67","-10.74","12.41","10.36","1.00","1.03","2.56","6","0.12","1.50","14106"
"Kole Calhoun","Angels","1.66","-10.46","12.12","27.60","2.89","0.93","1.30","1","2.30","-0.52","11200"
"Xander Bogaerts","Red Sox","1.64","-11.89","13.53","12.93","1.20","1.00","","0","0.97","0.65","12161"
"Martin Prado","Marlins","1.54","-11.30","12.84","15.18","1.50","1.05","2.80","4","0.46","1.01","3312"
"Adam Duvall","Reds","1.53","-11.21","12.75","21.90","2.22","1.03","0.94","4","0.81","0.68","10950"
"Chris Davis","Orioles","1.53","-11.30","12.83","15.77","1.55","0.99","","0","1.24","0.30","9272"
"Logan Forsythe","Rays","1.51","-9.47","10.98","10.53","1.09","0.98","2.26","2","1.04","0.50","7185"
"Maikel Franco","Phillies","1.46","-10.23","11.68","8.50","0.83","0.94","1.21","4","0.38","1.16","12179"
"Wil Myers","Padres","1.45","-11.83","13.28","28.98","3.11","1.01","1.85","3","2.13","-0.69","10047"
"Jay Bruce","- - -","1.43","-10.37","11.80","20.57","2.00","1.03","1.61","7","0.32","1.06","9892"
"Angel Pagan","Giants","1.42","-9.17","10.59","11.16","1.30","0.98","1.05","4","0.60","0.85","2918"
"Ben Zobrist","Cubs","1.39","-10.62","12.01","21.28","2.18","1.04","0.71","4","2.29","-0.95","7435"
"Edwin Encarnacion","Blue Jays","1.37","-12.84","14.21","32.94","3.25","1.04","","0","3.13","-1.81","2151"
"Ian Kinsler","Tigers","1.35","-11.46","12.81","18.30","1.95","0.96","3.28","3","1.48","-0.07","6195"
"J.D. Martinez","Tigers","1.34","-8.74","10.08","24.42","2.46","0.97","1.81","1","2.77","-1.39","6184"
"Khris Davis","Athletics","1.33","-11.35","12.68","16.56","1.64","1.03","1.48","4","1.37","-0.08","9112"
"Evan Longoria","Rays","1.26","-11.77","13.03","17.34","1.69","0.97","","0","2.72","-1.42","9368"
"DJ LeMahieu","Rockies","1.25","-10.17","11.42","22.53","1.89","0.93","1.37","1","2.41","-1.07","9874"
"Mark Trumbo","Orioles","1.23","-12.20","13.42","19.88","2.02","1.00","","0","1.47","-0.24","6876"
"Leonys Martin","Mariners","1.22","-9.52","10.74","-9.32","-0.97","0.99","","0","-0.63","1.86","11846"
"Buster Posey","Giants","1.22","-10.70","11.92","21.43","2.20","1.05","2.41","7","1.34","-0.18","9166"
"Adonis Garcia","Braves","1.20","-10.57","11.77","1.80","0.18","1.07","1.10","5","-0.83","1.95","13777"
"Francisco Lindor","Indians","1.17","-10.81","11.99","7.80","0.76","0.97","2.39","3","1.78","-0.57","12916"
"Joe Panik","Giants","1.15","-9.10","10.26","7.26","0.89","1.08","1.75","4","0.31","0.75","11936"
"Yadier Molina","Cardinals","1.13","-9.66","10.78","5.95","0.67","0.96","2.24","2","0.70","0.48","7007"
"Jose Bautista","Blue Jays","1.11","-9.17","10.28","10.33","1.02","1.01","","0","0.71","0.39","1887"
"Odubel Herrera","Phillies","1.06","-10.75","11.80","9.66","1.08","0.97","1.23","7","1.73","-0.64","11476"
"Adam Eaton","White Sox","0.99","-11.66","12.66","14.65","1.51","1.01","4.06","1","1.04","-0.05","11205"
"Jayson Werth","Nationals","0.97","-10.33","11.31","7.53","0.77","0.97","2.47","4","0.70","0.30","1327"
"Brett Gardner","Yankees","0.94","-10.00","10.94","5.17","0.53","0.97","1.16","5","0.18","0.79","9927"
"Brandon Crawford","Giants","0.82","-12.18","13.01","14.37","1.76","1.12","3.66","1","0.46","0.27","5343"
"Chase Utley","Dodgers","0.78","-8.95","9.73","12.33","1.29","0.95","1.65","15","0.05","0.77","1679"
"Brian Dozier","Twins","0.75","-13.22","13.97","21.19","2.15","1.10","1.14","2","2.96","-2.28","9810"
"Curtis Granderson","Mets","0.73","-10.52","11.26","1.51","0.18","0.96","1.45","10","1.28","-0.52","4747"
"Ryan Braun","Brewers","0.72","-9.70","10.42","23.97","2.42","1.01","2.24","5","2.09","-1.39","3410"
"Rougned Odor","Rangers","0.68","-12.24","12.92","9.08","0.82","1.03","0.28","2","0.73","-0.07","12282"
"Mike Napoli","Indians","0.67","-11.80","12.47","12.84","1.31","1.01","1.85","1","1.57","-0.91","3057"
"Eugenio Suarez","Reds","0.57","-10.34","10.92","6.55","0.57","0.93","1.73","6","-0.03","0.65","12552"
"Melvin Upton Jr.","- - -","0.54","-10.13","10.67","-7.13","-0.70","1.04","1.30","12","-0.35","0.87","5015"
"Marcell Ozuna","Marlins","0.54","-10.54","11.08","2.74","0.33","0.99","1.59","6","1.42","-0.87","10324"
"Jacoby Ellsbury","Yankees","0.52","-10.37","10.89","-1.72","-0.18","0.97","1.37","4","-0.37","0.91","4727"
"Stephen Vogt","Athletics","0.43","-8.85","9.28","2.67","0.36","0.97","2.12","10","0.72","-0.28","5000"
"Carlos Gonzalez","Rockies","0.40","-11.02","11.42","18.77","1.58","0.99","3.67","3","0.17","0.23","7287"
"Danny Valencia","Athletics","0.39","-8.92","9.32","10.85","1.06","0.96","3.42","5","0.95","-0.54","6364"
"Jordy Mercer","Pirates","0.38","-10.14","10.53","1.14","0.21","1.07","2.72","3","-0.70","1.06","6547"
"Andrew McCutchen","Pirates","0.37","-11.52","11.89","10.14","0.98","0.96","1.65","2","0.94","-0.55","9847"
"Gregory Polanco","Pirates","0.34","-10.64","10.98","11.67","1.25","1.03","2.17","8","1.43","-1.09","12907"
"Yonder Alonso","Athletics","0.33","-8.74","9.07","-1.52","-0.15","0.97","2.40","11","-1.48","1.82","2530"
"Eric Hosmer","Royals","0.33","-12.39","12.71","12.88","1.25","1.02","","0","0.82","-0.50","3516"
"Asdrubal Cabrera","Mets","0.28","-9.45","9.73","6.26","0.70","0.94","1.24","6","0.77","-0.47","4962"
"Russell Martin","Blue Jays","0.27","-9.87","10.14","7.04","0.69","1.06","2.09","10","0.11","0.14","4616"
"Todd Frazier","White Sox","0.25","-12.21","12.47","0.31","-0.02","1.00","","0","0.42","-0.17","785"
"Jonathan Schoop","Orioles","0.21","-12.07","12.28","-4.18","-0.36","0.98","","0","0.30","-0.09","11265"
"Jose Abreu","White Sox","0.20","-12.79","12.99","13.09","1.24","1.06","","0","1.83","-1.65","15676"
"Howie Kendrick","Dodgers","0.19","-8.69","8.89","-0.33","0.05","0.94","1.06","19","-0.11","0.32","4229"
"Salvador Perez","Royals","0.19","-10.49","10.69","-11.44","-1.22","1.01","2.74","3","-1.01","1.20","7304"
"Josh Harrison","Pirates","0.07","-9.81","9.88","-2.26","-0.31","1.08","2.31","5","0.09","-0.03","8202"
"Starlin Castro","Yankees","-0.03","-11.04","11.01","-4.77","-0.51","0.97","1.77","3","-0.21","0.19","4579"
"Freddy Galvis","Phillies","-0.05","-10.92","10.87","-18.83","-1.95","0.97","0.49","2","-1.97","1.92","6609"
"Matt Kemp","- - -","-0.06","-12.77","12.71","7.83","0.64","1.03","1.48","3","0.42","-0.47","5631"
"Brad Miller","Rays","-0.08","-11.08","11.01","7.76","0.90","0.99","1.88","8","1.37","-1.44","12775"
"Mitch Moreland","Rangers","-0.15","-9.56","9.41","-9.88","-1.03","1.02","1.17","13","-0.73","0.59","3086"
"Chris Carter","Brewers","-0.21","-12.45","12.24","-0.41","0.00","1.05","1.20","5","1.12","-1.32","9911"
"Chase Headley","Yankees","-0.25","-9.15","8.90","-5.44","-0.58","0.99","1.23","5","-0.43","0.18","4720"
"Troy Tulowitzki","Blue Jays","-0.33","-10.19","9.86","-6.62","-0.63","1.05","","0","-0.53","0.21","3531"
"Kevin Pillar","Blue Jays","-0.41","-10.56","10.15","-2.76","-0.34","1.00","","0","-1.56","1.15","12434"
"Nomar Mazara","Rangers","-0.49","-9.66","9.17","0.03","-0.04","0.95","1.33","11","-0.49","-0.03","14553"
"Jackie Bradley Jr.","Red Sox","-0.52","-11.21","10.70","9.15","0.76","0.98","","0","1.90","-2.43","12984"
"Yasmany Tomas","Diamondbacks","-0.52","-11.81","11.29","0.70","0.00","1.10","0.37","4","-0.12","-0.36","17171"
"Yunel Escobar","Angels","-0.54","-9.39","8.85","-7.14","-0.74","0.93","2.13","3","0.09","-0.67","4191"
"Victor Martinez","Tigers","-0.56","-10.99","10.43","3.85","0.41","1.02","1.47","11","0.30","-0.85","393"
"Marwin Gonzalez","Astros","-0.58","-9.52","8.94","-14.52","-1.46","1.01","1.63","13","-0.24","-0.34","5497"
"Kendrys Morales","Royals","-0.58","-11.20","10.62","10.61","1.05","0.99","2.03","5","0.45","-1.04","8610"
"Joe Mauer","Twins","-0.62","-9.98","9.35","7.48","0.81","1.08","1.99","7","1.20","-1.78","1857"
"Eduardo Nunez","- - -","-0.63","-11.93","11.30","-1.99","-0.24","1.11","0.72","5","0.49","-1.06","6848"
"Cesar Hernandez","Phillies","-0.66","-9.94","9.28","-1.39","-0.14","0.93","1.62","5","-0.26","-0.46","10556"
"Jose Iglesias","Tigers","-0.79","-9.17","8.38","-15.47","-1.58","0.98","1.17","2","-1.43","0.63","10231"
"Denard Span","Giants","-0.80","-11.16","10.36","2.50","0.28","1.01","1.61","9","-0.74","-0.05","8347"
"Travis Shaw","Red Sox","-0.81","-9.06","8.25","-0.23","0.02","0.94","1.94","7","-1.06","0.20","11982"
"J.T. Realmuto","Marlins","-0.82","-10.03","9.20","4.29","0.45","1.02","1.56","10","0.63","-1.43","11739"
"Scooter Gennett","Brewers","-0.92","-10.42","9.50","-6.79","-0.64","1.03","1.36","13","-0.31","-0.59","10339"
"Didi Gregorius","Yankees","-1.05","-10.33","9.28","-4.72","-0.53","0.94","1.32","2","0.02","-1.13","6012"
"Cheslor Cuthbert","Royals","-1.07","-8.71","7.64","-11.71","-1.16","0.95","0.71","2","-1.03","-0.09","10473"
"Marcus Semien","Athletics","-1.07","-10.81","9.74","1.24","0.18","0.96","","0","-0.17","-0.94","12533"
"Danny Espinosa","Nationals","-1.20","-10.06","8.87","-4.95","-0.46","0.97","0.06","1","-0.96","-0.28","9219"
"Alexei Ramirez","- - -","-1.44","-9.29","7.85","-14.32","-1.47","0.99","0.95","14","-1.83","0.38","5133"
"Brandon Phillips","Reds","-1.46","-10.87","9.42","-5.95","-0.57","0.97","","0","-0.55","-0.95","791"
"Ender Inciarte","Braves","-1.54","-10.96","9.42","-7.49","-0.70","1.08","1.71","3","0.12","-1.55","4922"
"Adam Jones","Orioles","-1.63","-11.74","10.11","-7.17","-0.78","0.94","","0","-0.21","-1.52","6368"
"Zack Cozart","Reds","-1.68","-9.25","7.56","-6.07","-0.68","0.97","2.03","8","-0.41","-1.33","2616"
"Michael Saunders","Blue Jays","-1.78","-10.67","8.89","-1.26","-0.12","1.02","0.82","8","1.30","-3.04","9981"
"Alex Gordon","Royals","-1.92","-9.25","7.33","-13.05","-1.32","0.97","1.87","3","-0.46","-1.53","5209"
"Corey Dickerson","Rays","-1.96","-10.93","8.97","-8.98","-0.98","0.99","1.70","15","-0.15","-1.83","10762"
"Adeiny Hechavarria","Marlins","-2.33","-9.73","7.40","-30.46","-3.18","0.98","0.42","8","-2.67","0.29","10459"
"Alcides Escobar","Royals","-2.40","-12.42","10.02","-23.18","-2.34","1.01","","0","-2.33","-0.05","6310"
"Jason Heyward","Cubs","-2.65","-11.23","8.57","-14.14","-1.47","1.00","3.00","2","-1.89","-0.76","4940"
