"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Rick Porcello","Tigers","5.46","2.25","2.43","0.82","13.7 %","5.6 %","8.1 %",".308","1.53",".344","69.0 %","110","94","94","4.59","3.91","0.68","3.89","4.07","2717"
"Joe Blanton","- - -","7.82","1.60","4.88","1.37","20.6 %","4.2 %","16.4 %",".269","1.26",".310","67.9 %","121","99","87","4.71","3.91","0.80","3.39","3.53","4849"
"Tommy Milone","Athletics","6.49","1.71","3.81","1.14","17.3 %","4.6 %","12.8 %",".276","1.28",".310","73.6 %","94","97","97","3.74","3.93","-0.18","4.02","4.09","7608"
"Matt Moore","Rays","8.88","4.11","2.16","0.91","23.1 %","10.7 %","12.4 %",".235","1.35",".293","72.9 %","98","97","105","3.81","3.93","-0.12","4.35","4.15","1890"
"Wandy Rodriguez","- - -","6.08","2.45","2.48","0.92","15.9 %","6.4 %","9.5 %",".251","1.27",".280","70.3 %","97","101","105","3.76","3.93","-0.17","4.09","4.25","2586"
"Scott Diamond","Twins","4.68","1.61","2.90","0.88","12.6 %","4.3 %","8.3 %",".271","1.24",".292","73.3 %","86","96","95","3.54","3.94","-0.40","3.93","4.11","5089"
"Yovani Gallardo","Brewers","9.00","3.57","2.52","1.15","23.7 %","9.4 %","14.3 %",".237","1.30",".290","78.4 %","90","97","91","3.66","3.94","-0.28","3.55","3.76","8173"
"Chris Capuano","Dodgers","7.35","2.45","3.00","1.13","19.8 %","6.6 %","13.2 %",".247","1.22",".284","73.2 %","98","101","102","3.72","3.95","-0.23","3.97","4.00","1701"
"Homer Bailey","Reds","7.27","2.25","3.23","1.12","19.2 %","6.0 %","13.3 %",".253","1.24",".290","73.6 %","92","99","101","3.68","3.97","-0.29","3.94","3.92","8362"
"Paul Maholm","- - -","6.67","2.52","2.64","0.95","17.8 %","6.7 %","11.1 %",".247","1.22",".281","75.7 %","92","103","98","3.67","4.00","-0.34","3.84","3.94","8678"
"Matt Harrison","Rangers","5.61","2.49","2.25","0.93","15.2 %","6.7 %","8.5 %",".257","1.26",".284","78.6 %","76","95","100","3.29","4.03","-0.74","4.13","4.35","5551"
"Ian Kennedy","Diamondbacks","8.08","2.38","3.40","1.21","20.8 %","6.1 %","14.7 %",".260","1.30",".306","74.9 %","98","103","105","4.02","4.04","-0.02","4.13","3.88","6986"
"C.J. Wilson","Angels","7.70","4.05","1.90","0.85","20.0 %","10.5 %","9.5 %",".236","1.34",".281","70.0 %","99","101","99","3.83","4.04","-0.22","4.10","4.26","3580"
"Ross Detwiler","Nationals","5.75","2.85","2.02","0.82","15.3 %","7.6 %","7.7 %",".237","1.22",".263","70.8 %","86","105","111","3.40","4.04","-0.65","4.34","4.42","2859"
"Edinson Volquez","Padres","8.57","5.17","1.66","0.69","21.7 %","13.1 %","8.6 %",".233","1.45",".292","73.1 %","114","108","107","4.14","4.06","0.08","4.20","4.44","3990"
"Joe Saunders","- - -","5.77","2.01","2.87","1.08","15.0 %","5.2 %","9.8 %",".277","1.34",".305","71.6 %","99","102","107","4.07","4.08","-0.01","4.25","4.37","4366"
"Bronson Arroyo","Reds","5.75","1.56","3.69","1.16","15.5 %","4.2 %","11.3 %",".263","1.21",".286","76.7 %","94","101","107","3.74","4.08","-0.34","4.19","4.26","978"
"Jon Lester","Red Sox","7.28","2.98","2.44","1.10","19.0 %","7.8 %","11.2 %",".269","1.38",".312","67.6 %","113","102","92","4.82","4.11","0.71","3.82","4.01","4930"
"Aaron Harang","Dodgers","6.56","4.26","1.54","0.70","16.7 %","10.8 %","5.9 %",".240","1.40",".277","72.3 %","95","106","126","3.61","4.14","-0.53","4.95","4.94","1451"
"Josh Beckett","- - -","6.97","2.75","2.54","1.11","18.1 %","7.1 %","11.0 %",".259","1.33",".294","69.4 %","111","103","103","4.65","4.15","0.50","4.22","4.23","510"
"Justin Masterson","Indians","6.94","3.84","1.81","0.79","17.6 %","9.7 %","7.8 %",".263","1.45",".309","66.4 %","124","101","100","4.93","4.16","0.77","4.15","4.24","2038"
"Tim Lincecum","Giants","9.19","4.35","2.11","1.11","23.0 %","10.9 %","12.1 %",".250","1.47",".309","67.8 %","141","112","98","5.18","4.18","1.00","3.81","4.05","5705"
"Mark Buehrle","Marlins","5.56","1.78","3.13","1.16","15.1 %","4.8 %","10.3 %",".251","1.17",".270","74.8 %","96","110","107","3.74","4.18","-0.45","4.17","4.36","225"
"James McDonald","Pirates","7.95","3.63","2.19","1.11","21.2 %","9.7 %","11.5 %",".230","1.26",".269","70.8 %","109","111","107","4.21","4.21","0.00","4.21","4.21","5523"
"Bud Norris","Astros","8.82","3.53","2.50","1.23","22.5 %","9.0 %","13.5 %",".250","1.37",".301","72.1 %","118","107","105","4.65","4.23","0.42","4.12","3.97","9492"
"Dan Haren","Angels","7.23","1.94","3.74","1.43","19.0 %","5.1 %","13.9 %",".269","1.29",".302","70.9 %","112","107","97","4.33","4.24","0.09","4.00","3.95","1757"
"Luis Mendoza","Royals","5.64","3.20","1.76","0.81","14.7 %","8.3 %","6.4 %",".275","1.42",".310","72.0 %","102","105","106","4.23","4.28","-0.05","4.36","4.44","3126"
"Mike Minor","Braves","7.28","2.81","2.59","1.30","19.9 %","7.7 %","12.2 %",".226","1.15",".252","70.6 %","105","115","110","4.12","4.38","-0.27","4.32","4.19","10021"
"Wei-Yin Chen","Orioles","7.19","2.66","2.70","1.35","18.8 %","7.0 %","11.9 %",".246","1.26",".274","72.8 %","96","103","105","4.02","4.42","-0.40","4.34","4.22","13071"
"Mike Leake","Reds","5.83","2.06","2.83","1.31","15.3 %","5.4 %","9.9 %",".282","1.35",".306","71.0 %","114","110","98","4.58","4.42","0.15","3.82","4.08","10130"
"Kevin Correia","Pirates","4.68","2.42","1.93","1.05","12.2 %","6.3 %","5.9 %",".259","1.30",".274","69.0 %","110","117","111","4.21","4.43","-0.22","4.34","4.55","1767"
"Gavin Floyd","White Sox","7.71","3.37","2.29","1.18","19.9 %","8.7 %","11.2 %",".257","1.36",".299","74.9 %","101","104","103","4.29","4.46","-0.17","4.26","4.14","3886"
"Barry Zito","Giants","5.57","3.42","1.63","0.98","14.3 %","8.8 %","5.5 %",".257","1.39",".281","73.0 %","113","121","126","4.15","4.49","-0.34","4.92","4.96","944"
"Phil Hughes","Yankees","7.76","2.16","3.59","1.65","20.3 %","5.6 %","14.6 %",".257","1.26",".286","73.9 %","100","107","105","4.19","4.56","-0.38","4.35","4.02","7450"
"Tommy Hanson","Braves","8.30","3.66","2.27","1.39","21.2 %","9.3 %","11.8 %",".267","1.45",".314","74.1 %","114","119","108","4.48","4.57","-0.08","4.24","4.17","9129"
"Jeremy Hellickson","Rays","6.31","3.00","2.10","1.27","16.7 %","8.0 %","8.8 %",".240","1.25",".261","82.7 %","80","113","107","3.10","4.60","-1.50","4.44","4.51","4371"
"Ivan Nova","Yankees","8.08","2.96","2.73","1.48","20.5 %","7.5 %","13.0 %",".284","1.47",".331","72.5 %","119","107","95","5.02","4.60","0.42","3.92","3.91","1994"
"Clayton Richard","Padres","4.40","1.73","2.55","1.28","11.8 %","4.6 %","7.1 %",".265","1.23",".272","71.4 %","110","122","106","3.99","4.62","-0.63","4.16","4.30","3551"
"Luke Hochevar","Royals","6.99","2.96","2.36","1.31","18.0 %","7.6 %","10.4 %",".278","1.42",".315","62.6 %","139","113","105","5.73","4.63","1.10","4.32","4.28","6943"
"Clay Buchholz","Red Sox","6.13","3.04","2.02","1.19","16.1 %","8.0 %","8.1 %",".258","1.33",".283","69.7 %","107","115","107","4.56","4.65","-0.09","4.43","4.46","3543"
"Jason Vargas","Mariners","5.84","2.28","2.56","1.45","15.9 %","6.2 %","9.7 %",".242","1.18",".254","78.6 %","101","118","108","3.85","4.69","-0.84","4.45","4.46","8044"
"Bruce Chen","Royals","6.57","2.21","2.98","1.55","16.9 %","5.7 %","11.3 %",".278","1.37",".304","69.7 %","123","116","112","5.07","4.73","0.34","4.62","4.41","769"
"Derek Holland","Rangers","7.44","2.67","2.79","1.64","19.9 %","7.1 %","12.7 %",".240","1.22",".261","67.9 %","108","112","100","4.67","4.75","-0.08","4.14","4.03","4141"
"Ubaldo Jimenez","Indians","7.28","4.84","1.51","1.27","17.8 %","11.8 %","6.0 %",".271","1.61",".309","68.6 %","136","123","121","5.40","5.06","0.34","4.98","4.92","3374"
"Jeremy Guthrie","- - -","5.00","2.48","2.02","1.49","12.8 %","6.4 %","6.5 %",".283","1.41",".294","70.0 %","107","122","118","4.76","5.10","-0.35","4.75","4.80","2072"
"Ricky Romero","Blue Jays","6.17","5.22","1.18","1.04","15.0 %","12.7 %","2.3 %",".277","1.67",".311","67.4 %","137","122","118","5.77","5.14","0.63","4.86","5.05","3403"
"Henderson Alvarez","Blue Jays","3.80","2.59","1.46","1.39","9.8 %","6.7 %","3.1 %",".288","1.44",".291","70.1 %","115","123","107","4.85","5.18","-0.32","4.42","4.59","5669"
"Ervin Santana","Angels","6.72","3.08","2.18","1.97","17.4 %","8.0 %","9.4 %",".238","1.27",".241","69.8 %","133","142","108","5.16","5.63","-0.47","4.48","4.42","3200"
