"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","playerid"
"Billy Butler","Royals","2.84","-12.00","14.84","25.92","2.75","1.03","2.01","4","3.21","-0.45","7399"
"Josh Hamilton","Rangers","2.66","-9.57","12.23","45.50","4.43","0.90","1.82","1","4.18","-1.22","1875"
"Andre Ethier","Dodgers","2.62","-11.70","14.32","30.27","3.38","1.13","1.78","2","2.90","-0.58","6265"
"Jason Heyward","Braves","2.60","-10.27","12.87","24.57","2.56","0.96","1.60","3","3.73","-1.01","4940"
"Angel Pagan","Giants","2.53","-10.09","12.62","20.03","1.99","0.95","1.16","2","1.73","0.93","2918"
"Adam LaRoche","Nationals","2.49","-11.35","13.85","26.11","2.80","1.06","1.93","3","2.69","-0.33","1904"
"Martin Prado","Braves","2.49","-10.14","12.63","28.70","3.07","0.92","1.94","2","2.22","0.49","3312"
"Corey Hart","Brewers","2.45","-10.61","13.06","20.17","2.01","1.02","2.09","3","1.04","1.37","1945"
"Cody Ross","Red Sox","2.44","-9.40","11.84","19.35","1.98","1.06","0.53","3","1.48","0.83","1760"
"Carlos Beltran","Cardinals","2.42","-9.89","12.30","23.66","2.45","1.03","2.05","15","2.01","0.33","589"
"Ben Zobrist","Rays","2.41","-10.91","13.32","27.06","2.90","1.02","","0","2.81","-0.46","7435"
"Shin-Soo Choo","Indians","2.38","-10.22","12.60","22.62","2.39","0.93","2.98","2","2.36","0.21","3174"
"Robinson Cano","Yankees","2.22","-11.73","13.95","29.90","3.04","1.00","0.99","2","3.88","-1.66","3269"
"Jason Kipnis","Indians","2.15","-10.59","12.74","18.11","1.84","0.98","0.85","2","0.86","1.34","9776"
"Alex Rios","White Sox","2.14","-11.98","14.12","18.56","1.93","1.05","0.04","1","1.61","0.42","2090"
"Dan Uggla","Braves","2.12","-10.17","12.29","17.60","1.98","0.98","0.21","2","0.94","1.23","3442"
"Kyle Seager","Mariners","2.11","-10.56","12.66","15.92","1.55","0.98","1.13","2","-0.09","2.23","9785"
"Adrian Gonzalez","- - -","2.10","-11.45","13.55","31.69","3.28","1.03","0.12","1","0.79","1.25","1908"
"Miguel Montero","Diamondbacks","1.95","-9.11","11.06","33.03","3.39","0.98","2.02","4","2.12","-0.14","3364"
"Mark Trumbo","Angels","1.90","-9.41","11.32","13.96","1.40","0.92","","0","1.95","0.12","6876"
"Hunter Pence","- - -","1.90","-12.57","14.47","9.87","1.09","1.05","1.16","2","0.25","1.55","8252"
"Bryce Harper","Nationals","1.87","-9.53","11.40","11.57","1.30","0.96","1.06","2","1.99","-0.04","11579"
"Nick Swisher","Yankees","1.85","-10.51","12.36","18.98","1.98","0.99","1.11","2","1.21","0.66","4599"
"Asdrubal Cabrera","Indians","1.82","-10.85","12.66","10.60","1.11","1.00","0.69","1","0.49","1.32","4962"
"Alfonso Soriano","Cubs","1.80","-11.68","13.48","18.89","1.94","1.06","2.00","2","1.73","-0.03","847"
"Mark Teixeira","Yankees","1.78","-9.57","11.36","12.31","1.33","1.07","0.45","2","1.55","0.12","1281"
"Michael Bourn","Braves","1.77","-10.55","12.33","17.95","1.80","0.92","1.15","3","1.31","0.62","6387"
"Aaron Hill","Diamondbacks","1.59","-10.93","12.52","26.37","2.52","0.91","0.69","3","3.22","-1.48","6104"
"Ryan Zimmerman","Nationals","1.58","-10.84","12.42","28.20","2.96","1.00","1.82","1","1.74","-0.16","4220"
"Brandon Phillips","Reds","1.58","-10.93","12.51","10.71","1.03","1.01","3.17","2","0.46","1.11","791"
"David Murphy","Rangers","1.58","-7.39","8.97","27.20","2.76","0.94","1.68","16","1.43","0.25","6035"
"Freddie Freeman","Braves","1.55","-10.01","11.56","20.89","2.16","0.98","1.91","2","2.18","-0.61","5361"
"Erick Aybar","Angels","1.53","-8.14","9.67","2.28","0.39","0.92","1.29","3","0.49","1.18","4082"
"Coco Crisp","Athletics","1.51","-7.81","9.32","14.63","1.55","0.97","2.22","6","1.13","0.43","1572"
"Dustin Pedroia","Red Sox","1.44","-9.81","11.25","12.07","1.21","0.95","","0","1.15","0.36","8370"
"Paul Konerko","White Sox","1.43","-10.35","11.78","12.86","1.27","1.00","1.36","1","2.02","-0.59","242"
"Carlos Santana","Indians","1.36","-10.34","11.70","8.59","0.90","1.01","1.42","1","0.56","0.77","2396"
"Marco Scutaro","- - -","1.28","-10.74","12.02","13.09","1.59","0.94","0.54","2","0.59","0.77","1555"
"Dexter Fowler","Rockies","1.26","-8.22","9.48","18.00","1.49","0.94","0.92","14","1.68","-0.33","4062"
"Elvis Andrus","Rangers","1.19","-10.41","11.60","5.95","0.56","0.89","1.06","2","0.07","1.26","8709"
"Jason Kubel","Diamondbacks","1.18","-9.95","11.13","19.58","2.00","0.97","1.90","10","2.20","-0.98","2161"
"Alberto Callaspo","Angels","1.12","-7.45","8.57","10.28","1.10","0.89","2.45","10","0.15","1.11","3336"
"Daniel Murphy","Mets","1.08","-9.97","11.05","21.12","2.53","0.99","1.31","18","0.90","0.19","4316"
"Ike Davis","Mets","1.05","-10.32","11.36","4.75","0.41","1.03","1.70","15","0.29","0.74","8433"
"Mark Reynolds","Orioles","1.04","-8.58","9.62","9.21","0.85","0.94","2.28","3","0.31","0.81","7619"
"Hanley Ramirez","- - -","1.01","-12.33","13.34","6.43","0.67","1.10","","0","0.43","0.49","8001"
"Neil Walker","Pirates","0.98","-8.83","9.82","15.55","1.69","0.95","3.44","4","1.39","-0.36","7539"
"Chris Davis","Orioles","0.97","-8.87","9.84","15.65","1.57","0.92","3.06","1","1.15","-0.10","9272"
"Derek Jeter","Yankees","0.92","-12.25","13.17","13.43","1.33","1.00","","0","1.15","-0.23","826"
"Yonder Alonso","Padres","0.90","-10.51","11.40","9.65","1.28","1.02","2.27","9","0.73","0.14","2530"
"Curtis Granderson","Yankees","0.86","-12.09","12.94","21.84","2.17","1.01","1.70","5","2.27","-1.43","4747"
"Kendrys Morales","Angels","0.84","-8.34","9.18","15.67","1.69","0.89","1.95","14","0.27","0.67","8610"
"Adam Dunn","White Sox","0.83","-11.42","12.25","18.30","1.94","0.97","2.10","2","1.51","-0.65","319"
"Nori Aoki","Brewers","0.82","-10.32","11.14","10.28","1.09","1.00","1.40","24","1.46","-0.64","13075"
"David Freese","Cardinals","0.80","-10.07","10.87","17.71","1.81","1.01","2.31","11","2.17","-1.38","9549"
"Michael Brantley","Indians","0.73","-9.85","10.58","12.74","1.28","1.05","1.33","4","0.16","0.53","4106"
"Carlos Lee","- - -","0.69","-10.95","11.64","5.85","0.60","1.07","0.05","1","-0.03","0.67","243"
"Carlos Pena","Rays","0.57","-10.70","11.27","5.95","0.77","1.04","1.54","12","-0.16","0.71","934"
"Carlos Gonzalez","Rockies","0.56","-9.66","10.22","20.78","1.82","0.96","2.79","4","1.59","-1.01","7287"
"Matt Wieters","Orioles","0.52","-10.25","10.77","11.76","1.24","0.98","3.26","3","0.39","0.15","4298"
"Nelson Cruz","Rangers","0.47","-10.94","11.41","9.52","0.83","0.95","1.58","4","0.19","0.30","2434"
"Kevin Youkilis","- - -","0.46","-8.56","9.02","3.95","0.32","0.98","2.73","1","0.06","0.41","1935"
"Justin Upton","Diamondbacks","0.44","-10.16","10.60","10.13","0.89","0.92","","0","1.37","-0.89","5222"
"Justin Morneau","Twins","0.40","-11.11","11.51","2.15","0.18","1.15","4.37","1","1.22","-0.87","1737"
"Jay Bruce","Reds","0.33","-11.99","12.32","10.49","1.15","1.06","1.68","5","1.79","-1.47","9892"
"Alex Rodriguez","Yankees","0.30","-9.07","9.37","2.96","0.36","1.01","1.27","3","0.80","-0.51","1274"
"Darwin Barney","Cubs","0.25","-10.00","10.25","-2.19","-0.24","1.00","1.15","4","-0.85","1.10","2430"
"Alejandro De Aza","White Sox","0.24","-9.89","10.14","5.99","0.63","0.98","1.66","2","0.39","-0.14","3371"
"Rafael Furcal","Cardinals","0.17","-9.16","9.33","-1.86","-0.24","1.01","0.78","2","-0.42","0.59","88"
"Brett Lawrie","Blue Jays","0.16","-8.90","9.06","8.36","0.85","0.92","","0","0.14","0.03","5247"
"Rickie Weeks Jr.","Brewers","0.13","-11.36","11.49","-0.51","-0.13","0.98","1.65","3","0.81","-0.67","1849"
"Drew Stubbs","Reds","0.10","-9.28","9.38","-6.10","-0.68","0.94","","0","-0.45","0.55","9328"
"Melvin Upton Jr.","Rays","0.04","-11.66","11.70","8.53","1.02","1.02","0.81","2","1.04","-1.00","5015"
"Desmond Jennings","Rays","0.00","-9.62","9.62","2.33","0.26","1.01","2.46","5","-0.24","0.24","1965"
"David DeJesus","Cubs","-0.03","-10.49","10.46","6.84","0.71","1.02","1.89","12","1.33","-1.36","1825"
"Pedro Alvarez","Pirates","-0.05","-10.35","10.30","12.87","1.50","0.98","0.98","4","1.54","-1.59","2495"
"Michael Saunders","Mariners","-0.10","-9.55","9.46","3.45","0.36","0.98","2.18","5","0.31","-0.41","9981"
"A.J. Pierzynski","White Sox","-0.16","-9.29","9.13","8.53","0.88","1.01","2.08","9","0.54","-0.70","746"
"Eric Hosmer","Royals","-0.17","-10.27","10.10","-6.27","-0.61","0.99","2.59","1","-0.80","0.63","3516"
"Dayan Viciedo","White Sox","-0.23","-10.46","10.23","0.14","0.08","1.01","2.29","5","-0.20","-0.03","3917"
"Kelly Johnson","Blue Jays","-0.23","-10.14","9.91","-4.87","-0.48","1.01","1.99","5","0.01","-0.24","2234"
"Alex Gordon","Royals","-0.26","-12.82","12.56","12.24","1.32","1.03","2.82","1","1.39","-1.65","5209"
"Omar Infante","- - -","-0.36","-10.87","10.51","-8.02","-0.87","1.02","2.80","4","-0.04","-0.32","1609"
"Starlin Castro","Cubs","-0.37","-12.84","12.47","12.21","1.23","1.03","","0","0.53","-0.88","4579"
"Mike Moustakas","Royals","-0.44","-11.18","10.74","4.61","0.44","1.03","","0","-0.23","-0.20","4892"
"Danny Espinosa","Nationals","-0.46","-12.12","11.66","-4.07","-0.37","1.01","2.12","6","-0.94","0.49","9219"
"Alcides Escobar","Royals","-0.46","-12.57","12.11","-5.55","-0.59","1.05","","0","-0.62","0.18","6310"
"Jose Altuve","Astros","-0.52","-10.53","10.01","3.90","0.30","0.97","2.72","2","0.71","-1.25","5417"
"Brennan Boesch","Tigers","-0.56","-9.87","9.31","-8.58","-0.82","1.07","2.44","8","-1.30","0.78","914"
"Ian Kinsler","Rangers","-0.61","-12.59","11.98","-0.52","-0.19","0.92","","0","-0.13","-0.53","6195"
"Denard Span","Twins","-0.62","-10.48","9.86","2.43","0.27","1.04","2.10","2","-0.18","-0.42","8347"
"Alexei Ramirez","White Sox","-0.72","-11.32","10.60","-4.25","-0.44","1.00","","0","-1.59","0.87","5133"
"A.J. Ellis","Dodgers","-0.82","-9.30","8.48","2.38","0.25","1.11","0.97","3","0.93","-1.66","5677"
"Colby Rasmus","Blue Jays","-0.89","-11.00","10.11","-6.65","-0.69","0.95","1.77","6","-0.98","0.05","9893"
"Gordon Beckham","White Sox","-0.98","-10.80","9.82","-9.42","-1.06","1.00","","0","-0.90","-0.09","9015"
"Jordan Pacheco","Rockies","-0.98","-9.30","8.32","-6.47","-0.84","0.95","1.93","8","-0.37","-0.66","2677"
"Jamey Carroll","Twins","-1.03","-9.12","8.09","-11.56","-1.23","1.00","","0","-0.59","-0.44","1591"
"Ben Revere","Twins","-1.26","-10.03","8.77","-3.95","-0.44","1.05","1.61","3","-0.33","-0.88","4712"
"Zack Cozart","Reds","-1.28","-10.60","9.32","-19.95","-2.06","0.93","1.55","2","-0.58","-0.80","2616"
"Michael Young","Rangers","-1.34","-11.04","9.70","-13.06","-1.36","0.91","0.81","1","-1.31","-0.16","1286"
"Shane Victorino","- - -","-1.40","-12.10","10.70","-0.93","-0.06","1.08","","0","-0.14","-1.16","1677"
"Mike Aviles","Red Sox","-1.49","-9.92","8.43","-8.46","-0.80","0.97","1.11","1","-1.62","0.08","5986"
"Jhonny Peralta","Tigers","-1.61","-11.60","9.99","-13.82","-1.49","1.04","1.58","1","-1.60","0.04","1738"
"J.J. Hardy","Orioles","-1.72","-12.66","10.94","-20.71","-2.19","0.97","","0","-1.99","0.22","3797"
"Justin Smoak","Mariners","-1.76","-9.89","8.12","-14.39","-1.77","1.02","","0","-1.39","-0.35","9054"
"Cameron Maybin","Padres","-1.80","-10.61","8.81","-6.72","-0.60","1.01","0.00","1","-0.24","-1.56","5223"
"Ryan Doumit","Twins","-1.80","-10.98","9.18","-3.11","-0.31","1.11","2.38","8","-0.36","-1.27","2113"
"Jesus Montero","Mariners","-1.85","-10.78","8.93","-9.34","-1.19","1.04","0.45","3","-1.14","-0.65","5514"
"Dustin Ackley","Mariners","-1.97","-10.86","8.89","-3.31","-0.45","0.97","1.30","2","-1.48","-0.55","10099"
"Josh Reddick","Athletics","-2.05","-12.13","10.09","-3.78","-0.39","0.93","3.32","3","1.63","-3.83","3892"
"Howie Kendrick","Angels","-2.12","-11.10","8.98","0.21","-0.01","0.96","1.78","3","0.26","-2.47","4229"
"Jemile Weeks","Athletics","-2.36","-9.42","7.06","-24.73","-2.65","1.05","0.54","4","-1.33","-0.92","2498"
"Ichiro Suzuki","- - -","-2.37","-11.89","9.52","-13.27","-1.42","1.01","0.80","6","-1.18","-1.17","1101"
"Chris Johnson","- - -","-2.37","-11.41","9.04","5.94","0.70","1.07","1.76","7","-0.06","-2.14","1191"
"Jeff Francoeur","Royals","-2.61","-11.71","9.10","-23.50","-2.47","1.02","0.35","1","-1.80","-0.77","4792"
"Yunel Escobar","Blue Jays","-2.72","-11.56","8.84","-25.39","-2.59","1.00","0.24","3","-2.23","-0.49","4191"
"Delmon Young","Tigers","-3.19","-12.66","9.47","-25.35","-2.56","1.06","1.83","6","-1.44","-1.58","2140"
