"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Justin Masterson","Indians","9.09","3.54","2.57","0.61","24.3 %","9.5 %","14.8 %",".220","1.20",".285","75.4 %","87","85","84","3.45","3.35","0.10","3.33","3.32","2038"
"Andrew Cashner","Padres","6.58","2.42","2.72","0.62","18.1 %","6.7 %","11.5 %",".230","1.13",".269","72.4 %","87","91","96","3.09","3.35","-0.26","3.62","3.73","8782"
"Jordan Zimmermann","Nationals","6.79","1.69","4.03","0.80","18.6 %","4.6 %","14.0 %",".235","1.09",".271","74.4 %","86","90","92","3.25","3.36","-0.11","3.48","3.60","4505"
"Mike Minor","Braves","7.96","2.02","3.93","0.97","22.1 %","5.6 %","16.5 %",".229","1.09",".272","75.1 %","87","92","97","3.21","3.37","-0.16","3.64","3.56","10021"
"Gio Gonzalez","Nationals","8.83","3.50","2.53","0.78","23.4 %","9.3 %","14.2 %",".228","1.25",".286","75.3 %","89","91","93","3.36","3.41","-0.05","3.51","3.68","7448"
"Ubaldo Jimenez","Indians","9.56","3.94","2.43","0.79","25.0 %","10.3 %","14.7 %",".235","1.33",".304","76.5 %","83","87","91","3.30","3.43","-0.12","3.62","3.67","3374"
"Patrick Corbin","Diamondbacks","7.69","2.33","3.30","0.82","20.7 %","6.3 %","14.4 %",".237","1.17",".283","75.9 %","88","91","92","3.41","3.43","-0.02","3.48","3.56","9323"
"Derek Holland","Rangers","7.99","2.70","2.95","0.85","21.1 %","7.2 %","14.0 %",".254","1.29",".307","75.1 %","81","84","93","3.42","3.44","-0.01","3.68","3.74","4141"
"Hisashi Iwakuma","Mariners","7.58","1.72","4.40","1.02","21.4 %","4.9 %","16.5 %",".218","1.01",".252","81.9 %","69","88","83","2.66","3.44","-0.78","3.28","3.33","13048"
"James Shields","Royals","7.71","2.68","2.88","0.79","20.7 %","7.2 %","13.5 %",".247","1.24",".298","79.5 %","78","88","94","3.15","3.47","-0.32","3.72","3.77","7059"
"Jhoulys Chacin","Rockies","5.75","2.78","2.07","0.50","15.4 %","7.5 %","8.0 %",".250","1.26",".288","71.9 %","79","85","105","3.47","3.47","0.00","3.97","4.27","2608"
"Kris Medlen","Braves","7.17","2.15","3.34","0.82","19.2 %","5.7 %","13.4 %",".254","1.22",".298","76.9 %","84","95","94","3.11","3.48","-0.37","3.55","3.68","9417"
"C.J. Wilson","Angels","7.97","3.60","2.21","0.64","20.6 %","9.3 %","11.3 %",".244","1.34",".300","73.5 %","90","92","99","3.39","3.51","-0.12","3.93","4.01","3580"
"Rick Porcello","Tigers","7.22","2.14","3.38","0.92","19.3 %","5.7 %","13.6 %",".268","1.28",".315","69.8 %","107","89","81","4.32","3.53","0.79","3.19","3.31","2717"
"Eric Stults","Padres","5.79","1.77","3.28","0.80","15.3 %","4.7 %","10.6 %",".269","1.27",".302","69.6 %","110","96","110","3.93","3.53","0.40","4.13","4.21","8011"
"Hiroki Kuroda","Yankees","6.71","1.92","3.49","0.89","18.2 %","5.2 %","13.0 %",".246","1.16",".282","75.8 %","82","87","91","3.31","3.56","-0.26","3.60","3.72","3283"
"Jon Lester","Red Sox","7.47","2.83","2.64","0.80","19.6 %","7.4 %","12.2 %",".252","1.29",".300","73.7 %","90","92","98","3.75","3.59","0.17","3.90","3.90","4930"
"Shelby Miller","Cardinals","8.77","2.96","2.96","1.04","23.4 %","7.9 %","15.5 %",".230","1.21",".280","80.1 %","84","99","99","3.06","3.67","-0.61","3.73","3.61","10197"
"Julio Teheran","Braves","8.24","2.18","3.78","1.07","22.0 %","5.8 %","16.2 %",".242","1.17",".288","80.9 %","87","101","100","3.20","3.69","-0.49","3.76","3.55","6797"
"Andy Pettitte","Yankees","6.22","2.33","2.67","0.83","16.3 %","6.1 %","10.2 %",".270","1.33",".308","72.9 %","92","90","98","3.74","3.70","0.04","3.88","4.06","840"
"Tim Lincecum","Giants","8.79","3.46","2.54","0.96","23.0 %","9.0 %","13.9 %",".243","1.32",".300","69.4 %","127","106","94","4.37","3.74","0.64","3.56","3.68","5705"
"Jorge de la Rosa","Rockies","6.01","3.33","1.81","0.59","15.7 %","8.7 %","7.0 %",".263","1.38",".303","75.4 %","79","93","108","3.49","3.76","-0.27","4.08","4.37","2047"
"Jeff Samardzija","Cubs","9.01","3.29","2.74","1.05","23.4 %","8.5 %","14.9 %",".254","1.35",".314","71.7 %","116","100","92","4.34","3.77","0.57","3.45","3.53","3254"
"Felix Doubront","Red Sox","7.71","3.94","1.96","0.72","19.7 %","10.1 %","9.7 %",".256","1.43",".310","69.9 %","103","97","104","4.32","3.78","0.54","4.14","4.19","1478"
"Edwin Jackson","Cubs","6.93","3.03","2.29","0.82","17.4 %","7.6 %","9.8 %",".276","1.46",".322","63.3 %","133","100","102","4.98","3.79","1.19","3.86","3.97","1841"
"Jose Quintana","White Sox","7.38","2.52","2.93","1.03","19.7 %","6.7 %","13.0 %",".244","1.22",".283","76.6 %","86","93","97","3.51","3.82","-0.31","3.86","3.85","11423"
"Bud Norris","- - -","7.49","3.41","2.19","0.87","19.0 %","8.7 %","10.4 %",".280","1.49",".333","73.3 %","103","95","106","4.18","3.86","0.32","4.22","4.19","9492"
"John Lackey","Red Sox","7.65","1.90","4.03","1.24","20.7 %","5.1 %","15.6 %",".245","1.16",".281","76.9 %","84","99","88","3.52","3.86","-0.34","3.49","3.48","1507"
"Travis Wood","Cubs","6.48","2.97","2.18","0.81","17.5 %","8.0 %","9.5 %",".218","1.15",".248","77.4 %","83","103","120","3.11","3.89","-0.78","4.50","4.43","9884"
"Yovani Gallardo","Brewers","7.17","3.29","2.18","0.90","18.6 %","8.5 %","10.1 %",".256","1.36",".299","70.2 %","108","99","99","4.18","3.89","0.29","3.74","3.98","8173"
"Matt Cain","Giants","7.71","2.69","2.87","1.12","20.8 %","7.2 %","13.6 %",".226","1.16",".260","71.6 %","116","111","103","4.00","3.93","0.07","3.88","3.84","4732"
"Ervin Santana","Royals","6.87","2.18","3.16","1.11","18.7 %","5.9 %","12.8 %",".237","1.14",".267","76.9 %","80","100","93","3.24","3.93","-0.69","3.69","3.77","3200"
"Wade Miley","Diamondbacks","6.53","2.93","2.23","0.93","17.4 %","7.8 %","9.6 %",".259","1.32",".296","75.8 %","91","106","100","3.55","3.98","-0.43","3.77","3.96","8779"
"Dillon Gee","Mets","6.42","2.13","3.02","1.09","16.9 %","5.6 %","11.3 %",".264","1.28",".296","77.9 %","102","106","108","3.62","4.00","-0.38","4.07","4.07","7396"
"Kyle Kendrick","Phillies","5.44","2.32","2.34","0.89","13.8 %","5.9 %","7.9 %",".277","1.40",".306","66.6 %","125","105","110","4.70","4.01","0.68","4.15","4.27","6230"
"Scott Feldman","- - -","6.54","2.77","2.36","0.94","17.4 %","7.4 %","10.0 %",".229","1.18",".258","69.4 %","98","102","102","3.86","4.03","-0.16","3.96","4.03","6283"
"Jeff Locke","Pirates","6.76","4.55","1.49","0.60","17.6 %","11.8 %","5.8 %",".235","1.38",".278","75.7 %","98","110","111","3.52","4.03","-0.51","4.19","4.47","2929"
"Mike Leake","Reds","5.71","2.25","2.54","0.98","15.2 %","6.0 %","9.2 %",".258","1.25",".285","77.7 %","88","104","104","3.37","4.04","-0.67","3.91","4.10","10130"
"Kyle Lohse","Brewers","5.66","1.63","3.47","1.18","15.5 %","4.5 %","11.0 %",".256","1.17",".276","79.1 %","87","104","107","3.35","4.08","-0.73","4.03","4.16","739"
"Dan Haren","Nationals","8.01","1.64","4.87","1.49","21.1 %","4.3 %","16.7 %",".264","1.24",".302","70.3 %","124","110","97","4.67","4.09","0.58","3.67","3.53","1757"
"CC Sabathia","Yankees","7.46","2.77","2.69","1.19","19.3 %","7.2 %","12.1 %",".267","1.37",".308","67.4 %","118","100","95","4.78","4.10","0.68","3.76","3.88","404"
"Mark Buehrle","Blue Jays","6.14","2.25","2.73","1.06","15.9 %","5.8 %","10.1 %",".273","1.35",".305","73.4 %","102","102","103","4.15","4.10","0.06","4.09","4.13","225"
"Jeremy Hellickson","Rays","6.98","2.59","2.70","1.24","18.3 %","6.8 %","11.5 %",".271","1.35",".307","66.2 %","134","109","105","5.17","4.22","0.95","4.15","4.07","4371"
"Edinson Volquez","- - -","7.50","4.07","1.84","1.00","18.3 %","9.9 %","8.4 %",".277","1.59",".325","64.5 %","160","115","108","5.71","4.24","1.47","4.07","4.26","3990"
"Wily Peralta","Brewers","6.33","3.58","1.77","0.93","16.1 %","9.1 %","7.0 %",".259","1.42",".293","66.6 %","113","110","110","4.37","4.30","0.07","4.13","4.32","7738"
"Kevin Correia","Twins","4.90","2.19","2.24","1.17","12.8 %","5.7 %","7.1 %",".293","1.42",".313","76.1 %","104","111","107","4.18","4.40","-0.23","4.24","4.50","1767"
"Jarrod Parker","Athletics","6.12","2.88","2.13","1.14","16.4 %","7.7 %","8.7 %",".238","1.22",".260","73.2 %","102","113","111","3.97","4.40","-0.43","4.41","4.41","4913"
"Chris Tillman","Orioles","7.81","2.97","2.63","1.44","21.2 %","8.1 %","13.1 %",".238","1.22",".269","80.5 %","90","107","98","3.71","4.42","-0.72","3.88","3.88","5279"
"Miguel Gonzalez","Orioles","6.30","2.78","2.26","1.26","16.9 %","7.4 %","9.4 %",".239","1.23",".260","73.6 %","92","108","109","3.78","4.45","-0.67","4.31","4.34","7024"
"Bronson Arroyo","Reds","5.52","1.51","3.65","1.43","15.1 %","4.1 %","10.9 %",".254","1.15",".267","77.9 %","99","116","105","3.79","4.49","-0.70","3.97","4.08","978"
"A.J. Griffin","Athletics","7.69","2.43","3.17","1.62","20.8 %","6.6 %","14.2 %",".224","1.12",".242","77.3 %","98","116","105","3.82","4.55","-0.72","4.18","3.94","11132"
"R.A. Dickey","Blue Jays","7.09","2.84","2.49","1.40","18.8 %","7.5 %","11.2 %",".240","1.24",".265","73.2 %","104","114","107","4.21","4.58","-0.37","4.23","4.10","1245"
"Ian Kennedy","- - -","8.09","3.62","2.23","1.34","20.5 %","9.2 %","11.3 %",".254","1.40",".295","69.1 %","129","123","111","4.91","4.59","0.32","4.19","4.09","6986"
"Jerome Williams","Angels","5.69","2.92","1.95","1.22","14.7 %","7.6 %","7.1 %",".271","1.39",".293","70.7 %","121","120","107","4.57","4.60","-0.02","4.24","4.35","1137"
"Ryan Dempster","Red Sox","8.25","4.15","1.99","1.37","20.8 %","10.5 %","10.3 %",".254","1.45",".296","72.3 %","109","120","106","4.57","4.68","-0.11","4.21","4.19","517"
"Joe Saunders","Mariners","5.26","3.00","1.75","1.23","13.1 %","7.4 %","5.6 %",".307","1.60",".332","68.7 %","137","121","107","5.26","4.72","0.54","4.23","4.42","4366"
"Jeremy Guthrie","Royals","4.72","2.51","1.88","1.28","12.3 %","6.5 %","5.8 %",".282","1.39",".296","78.2 %","100","122","115","4.04","4.79","-0.75","4.55","4.72","2072"
