"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Brett Cecil","Blue Jays","6.10","2.81","2.17","0.94","16.1 %","7.4 %","8.7 %",".261","1.33",".293","69.8 %","101","96","99","4.22","4.03","0.19","4.15","4.29","2660"
"Brian Matusz","Orioles","7.33","3.23","2.27","0.97","18.8 %","8.3 %","10.5 %",".251","1.34",".292","71.6 %","101","93","103","4.30","4.05","0.25","4.31","4.19","2646"
"Tim Hudson","Braves","5.47","2.91","1.88","0.79","15.1 %","8.0 %","7.1 %",".226","1.15",".249","81.2 %","71","103","94","2.83","4.09","-1.26","3.77","3.72","921"
"Jon Niese","Mets","7.67","3.21","2.39","1.04","19.2 %","8.1 %","11.2 %",".275","1.46",".324","70.6 %","108","104","95","4.20","4.10","0.10","3.80","3.87","4424"
"Roberto Hernandez","Indians","5.31","3.08","1.72","0.73","14.1 %","8.2 %","5.9 %",".254","1.31",".283","71.5 %","94","100","102","3.77","4.11","-0.34","4.25","4.31","3273"
"Paul Maholm","Pirates","4.95","3.01","1.65","0.73","12.1 %","7.4 %","4.8 %",".296","1.56",".327","64.8 %","131","106","110","5.10","4.18","0.92","4.41","4.53","8678"
"Trevor Cahill","Athletics","5.40","2.88","1.87","0.87","15.1 %","8.1 %","7.0 %",".217","1.11",".236","76.5 %","74","103","95","2.97","4.19","-1.21","3.99","4.13","6249"
"Chris Narveson","Brewers","7.35","3.17","2.32","1.13","18.9 %","8.2 %","10.8 %",".261","1.38",".301","67.8 %","124","104","104","4.99","4.22","0.77","4.15","4.08","2141"
"Jake Westbrook","- - -","5.68","3.02","1.88","0.89","14.9 %","7.9 %","7.0 %",".259","1.34",".288","71.7 %","106","105","97","4.22","4.22","0.00","3.97","4.05","412"
"James Shields","Rays","8.28","2.26","3.67","1.50","20.8 %","5.7 %","15.1 %",".292","1.46",".341","68.4 %","131","104","85","5.18","4.24","0.94","3.55","3.55","7059"
"Barry Zito","Giants","6.77","3.79","1.79","0.90","17.7 %","9.9 %","7.8 %",".243","1.34",".279","72.1 %","108","110","114","4.15","4.25","-0.09","4.58","4.53","944"
"Phil Hughes","Yankees","7.45","2.96","2.52","1.28","20.0 %","8.0 %","12.1 %",".241","1.25",".273","74.1 %","98","98","99","4.19","4.25","-0.07","4.13","4.03","7450"
"Ted Lilly","- - -","7.71","2.04","3.77","1.49","21.2 %","5.6 %","15.5 %",".224","1.08",".247","77.4 %","90","107","99","3.62","4.27","-0.65","3.95","3.81","833"
"Ervin Santana","Angels","6.83","2.95","2.32","1.09","17.7 %","7.7 %","10.1 %",".254","1.32",".288","75.3 %","98","105","103","3.92","4.28","-0.36","4.31","4.25","3200"
"Rick Porcello","Tigers","4.65","2.10","2.21","1.00","12.0 %","5.4 %","6.6 %",".287","1.39",".307","65.9 %","117","103","102","4.92","4.31","0.61","4.24","4.35","2717"
"Ian Kennedy","Diamondbacks","7.79","3.25","2.40","1.21","20.7 %","8.6 %","12.1 %",".223","1.20",".256","75.5 %","89","107","103","3.80","4.33","-0.52","4.10","3.97","6986"
"Joe Blanton","Phillies","6.87","2.20","3.12","1.38","17.5 %","5.6 %","11.9 %",".287","1.42",".321","69.1 %","120","108","97","4.82","4.34","0.48","3.87","3.94","4849"
"Chris Volstad","Marlins","5.25","3.09","1.70","0.87","13.5 %","7.9 %","5.5 %",".271","1.41",".298","69.6 %","112","110","111","4.58","4.34","0.24","4.43","4.57","9901"
"Jon Garland","Padres","6.12","3.92","1.56","0.90","16.3 %","10.4 %","5.9 %",".237","1.32",".265","75.9 %","93","114","105","3.47","4.41","-0.95","4.22","4.44","232"
"Matt Garza","Rays","6.60","2.77","2.38","1.23","17.5 %","7.4 %","10.2 %",".246","1.25",".272","75.5 %","99","109","103","3.91","4.42","-0.50","4.31","4.25","3340"
"Jeremy Guthrie","Orioles","5.12","2.15","2.38","1.07","13.7 %","5.7 %","7.9 %",".239","1.16",".254","74.1 %","90","102","110","3.83","4.44","-0.61","4.60","4.49","2072"
"Kyle Davies","Royals","6.17","3.92","1.58","0.98","15.4 %","9.8 %","5.6 %",".280","1.56",".316","66.9 %","128","108","113","5.34","4.46","0.88","4.73","4.75","3642"
"Joe Saunders","- - -","5.05","2.83","1.78","1.11","13.0 %","7.3 %","5.7 %",".286","1.46",".308","68.1 %","109","113","110","4.47","4.57","-0.10","4.50","4.67","4366"
"Bronson Arroyo","Reds","5.05","2.46","2.05","1.21","13.8 %","6.7 %","7.1 %",".231","1.15",".239","74.4 %","95","112","110","3.88","4.61","-0.73","4.42","4.54","978"
"Jeff Niemann","Rays","6.76","3.15","2.15","1.29","17.9 %","8.3 %","9.6 %",".239","1.26",".263","73.4 %","111","114","100","4.39","4.61","-0.22","4.18","4.19","8591"
"Wade Davis","Rays","6.05","3.32","1.82","1.29","15.7 %","8.6 %","7.1 %",".252","1.35",".272","78.1 %","103","118","111","4.07","4.79","-0.72","4.61","4.59","7441"
"A.J. Burnett","Yankees","6.99","3.76","1.86","1.21","17.5 %","9.4 %","8.1 %",".279","1.51",".319","68.8 %","124","111","108","5.26","4.83","0.43","4.49","4.35","512"
"Randy Wolf","Brewers","5.93","3.63","1.63","1.21","15.2 %","9.3 %","5.9 %",".254","1.39",".275","75.3 %","104","119","118","4.17","4.85","-0.67","4.71","4.72","976"
"Kevin Millwood","Orioles","6.23","3.07","2.03","1.42","15.7 %","7.7 %","8.0 %",".289","1.51",".317","70.6 %","120","112","107","5.10","4.86","0.24","4.46","4.48","106"
"Kyle Kendrick","Phillies","4.18","2.44","1.71","1.30","10.9 %","6.4 %","4.5 %",".277","1.37",".284","69.0 %","117","122","115","4.73","4.88","-0.15","4.62","4.83","6230"
"Jeremy Bonderman","Tigers","5.89","3.16","1.87","1.32","14.9 %","8.0 %","6.9 %",".273","1.44",".296","65.3 %","130","117","109","5.47","4.90","0.58","4.56","4.52","1667"
"Dave Bush","Brewers","5.52","3.36","1.65","1.45","13.7 %","8.3 %","5.4 %",".278","1.51",".295","69.8 %","113","126","119","4.54","5.13","-0.58","4.78","4.80","4635"
"Brad Bergesen","Orioles","4.29","2.70","1.59","1.38","10.9 %","6.8 %","4.0 %",".281","1.44",".287","68.5 %","117","119","113","4.98","5.14","-0.16","4.71","4.79","8375"
"Rodrigo Lopez","Diamondbacks","5.22","2.52","2.07","1.67","13.3 %","6.4 %","6.9 %",".279","1.42",".287","68.3 %","117","128","112","5.00","5.21","-0.21","4.50","4.65","150"
