Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
Rickie Weeks Jr.,Brewers,160,651,754,175,110,32,4,29,112,83,76,0,184,10.1,24.4,0.41,0.332,25,2,0,5,11,4,3.7,0.195,0.368,28.1,0.26899999999999996,0.366,0.46399999999999997,0.83,6.0,127,1.93
Shin-Soo Choo,Indians,144,550,646,165,110,31,2,22,81,90,83,11,118,12.8,18.3,0.7,0.34700000000000003,11,2,0,11,22,7,-0.3,0.184,0.386,33.6,0.3,0.401,0.484,0.885,6.0,145,4.65
Miguel Cabrera,Tigers,150,548,648,180,96,45,1,38,111,126,89,32,95,13.7,14.7,0.94,0.336,3,8,0,17,3,3,-16.4,0.294,0.431,57.1,0.32799999999999996,0.42,0.622,1.042,6.0,171,7.39
Carlos Gonzalez,Rockies,145,587,636,197,120,34,9,34,111,117,40,8,135,6.3,21.2,0.3,0.384,2,7,0,9,26,8,-4.7,0.262,0.413,46.8,0.336,0.376,0.598,0.9740000000000001,5.8,144,3.01
Aubrey Huff,Giants,157,569,668,165,99,35,5,26,100,86,83,5,91,12.4,13.6,0.91,0.303,9,7,0,17,7,0,-1.3,0.21600000000000003,0.387,35.0,0.29,0.385,0.506,0.8909999999999999,5.8,144,3.55
Troy Tulowitzki,Rockies,122,470,529,148,86,32,3,27,89,95,48,4,78,9.1,14.7,0.62,0.327,5,5,1,17,11,2,12.1,0.253,0.406,36.1,0.315,0.381,0.568,0.9490000000000001,5.6,140,1.13
Kelly Johnson,Diamondbacks,154,585,671,166,99,36,5,26,93,71,79,1,148,11.8,22.1,0.53,0.33899999999999997,2,2,3,12,13,7,9.5,0.212,0.37799999999999995,30.8,0.284,0.37,0.496,0.865,5.4,129,1.42
Chase Utley,Phillies,115,425,511,117,79,20,2,16,75,65,63,3,63,12.3,12.3,1.0,0.28800000000000003,18,5,0,4,13,2,12.1,0.16899999999999998,0.37,19.8,0.275,0.387,0.445,0.8320000000000001,5.3,128,1.6
Jay Bruce,Reds,148,509,573,143,90,23,5,25,80,70,58,5,136,10.1,23.7,0.43,0.33399999999999996,1,5,0,12,5,4,13.4,0.212,0.365,20.3,0.281,0.353,0.493,0.846,5.1,124,0.89
Jayson Werth,Phillies,156,554,652,164,89,46,2,27,106,85,82,6,147,12.6,22.5,0.56,0.35200000000000004,7,9,0,11,13,3,-12.7,0.23600000000000002,0.396,39.0,0.29600000000000004,0.38799999999999996,0.532,0.9209999999999999,5.1,146,2.93
Joe Mauer,Twins,137,510,584,167,114,43,1,9,88,75,65,14,53,11.1,9.1,1.23,0.348,3,6,0,19,1,4,4.3,0.141,0.377,26.1,0.327,0.402,0.469,0.871,5.0,135,3.04
Angel Pagan,Mets,151,579,633,168,119,31,7,11,80,69,44,5,97,7.0,15.3,0.45,0.331,1,3,6,9,37,9,15.0,0.135,0.33399999999999996,6.8,0.29,0.34,0.425,0.765,5.0,108,-0.61
Daric Barton,Athletics,159,556,686,152,104,33,5,10,79,57,110,2,102,16.0,14.9,1.08,0.316,3,5,12,8,7,3,0.4,0.131,0.36,21.2,0.273,0.39299999999999996,0.405,0.7979999999999999,4.9,126,1.21
Brian McCann,Braves,143,479,566,129,83,25,0,21,63,77,74,10,98,13.1,17.3,0.76,0.297,9,4,0,12,5,2,20.4,0.184,0.36200000000000004,18.4,0.26899999999999996,0.375,0.45299999999999996,0.828,4.9,123,2.34
Stephen Drew,Diamondbacks,151,565,633,157,97,33,12,15,83,61,62,2,108,9.8,17.1,0.57,0.321,3,1,2,8,10,5,15.4,0.18100000000000002,0.355,17.3,0.278,0.35200000000000004,0.45799999999999996,0.81,4.8,113,1.1
Jason Heyward,Braves,142,520,623,144,92,29,5,18,83,72,91,2,128,14.6,20.5,0.71,0.335,10,2,0,13,11,6,-1.0,0.179,0.377,28.0,0.27699999999999997,0.39299999999999996,0.456,0.8490000000000001,4.7,134,4.76
Ichiro Suzuki,Mariners,162,680,732,214,175,30,3,6,74,43,45,13,86,6.1,11.7,0.52,0.353,3,1,3,3,42,9,6.6,0.079,0.331,5.6,0.315,0.359,0.39399999999999996,0.754,4.7,110,0.49
Dan Uggla,Marlins,159,589,674,169,105,31,0,33,100,105,78,2,149,11.6,22.1,0.52,0.33,2,5,0,10,4,1,-4.5,0.221,0.382,32.7,0.287,0.369,0.508,0.877,4.6,135,2.71
Scott Rolen,Reds,133,471,537,134,77,34,3,20,66,83,50,3,82,9.3,15.3,0.61,0.302,8,8,0,12,1,2,11.8,0.212,0.369,20.7,0.285,0.358,0.49700000000000005,0.8540000000000001,4.6,126,2.46
Michael Bourn,Astros,141,535,605,142,109,25,6,2,84,38,59,5,109,9.8,18.0,0.54,0.32899999999999996,3,2,6,6,52,12,21.8,0.08,0.308,-6.1,0.265,0.341,0.34600000000000003,0.6859999999999999,4.4,89,2.24
Adrian Gonzalez,Padres,160,591,693,176,112,33,0,31,87,101,93,35,114,13.4,16.5,0.82,0.322,2,4,2,15,0,0,-12.2,0.213,0.379,32.4,0.298,0.39299999999999996,0.511,0.904,4.4,142,5.02
Nick Swisher,Yankees,150,566,635,163,98,33,3,29,91,89,58,0,139,9.1,21.9,0.42,0.335,6,2,3,13,1,2,-4.5,0.223,0.379,29.5,0.28800000000000003,0.359,0.511,0.87,4.3,134,2.48
Chase Headley,Padres,161,610,674,161,118,29,3,11,77,58,56,3,139,8.3,20.6,0.4,0.32299999999999995,3,4,1,11,17,5,19.0,0.111,0.313,-4.5,0.264,0.327,0.375,0.7020000000000001,4.3,98,-1.46
Chris Young,Diamondbacks,156,584,664,150,90,33,0,27,94,91,74,0,145,11.1,21.8,0.51,0.29600000000000004,2,3,1,10,28,7,6.3,0.195,0.35,15.2,0.257,0.341,0.452,0.7929999999999999,4.2,109,0.84
Hanley Ramirez,Marlins,142,543,619,163,112,28,2,21,92,76,64,12,93,10.3,15.0,0.69,0.327,7,5,0,14,32,10,-3.2,0.175,0.369,23.9,0.3,0.37799999999999995,0.475,0.853,4.2,127,2.23
Alexei Ramirez,White Sox,156,585,626,165,116,29,2,18,83,70,27,2,82,4.3,13.1,0.33,0.3,2,5,7,12,13,8,17.6,0.149,0.324,1.7,0.282,0.313,0.431,0.7440000000000001,4.1,95,-1.15
Austin Jackson,Tigers,151,618,675,181,133,34,10,4,103,41,47,4,170,7.0,25.2,0.28,0.396,4,3,3,5,27,6,7.5,0.107,0.32899999999999996,4.2,0.293,0.345,0.4,0.745,4.0,101,0.7
Colby Rasmus,Cardinals,144,464,534,128,74,28,3,23,85,66,63,9,148,11.8,27.7,0.43,0.354,1,4,2,5,12,8,-4.1,0.222,0.369,20.4,0.276,0.361,0.498,0.8590000000000001,4.0,130,0.58
Marlon Byrd,Cubs,152,580,630,170,117,39,2,12,84,66,31,1,98,4.9,15.6,0.32,0.335,17,2,0,12,5,1,12.2,0.136,0.34299999999999997,11.2,0.293,0.34600000000000003,0.429,0.775,4.0,108,1.22
Alex Rodriguez,Yankees,137,522,595,141,80,29,2,30,74,125,59,1,98,9.9,16.5,0.6,0.27399999999999997,3,11,0,7,4,3,-0.1,0.23600000000000002,0.365,20.8,0.27,0.341,0.506,0.847,3.9,125,3.85
Curtis Granderson,Yankees,136,466,528,115,67,17,7,24,76,67,53,3,116,10.0,22.0,0.46,0.27699999999999997,2,3,4,3,12,2,9.2,0.221,0.344,9.6,0.247,0.324,0.46799999999999997,0.792,3.9,110,0.84
Martin Prado,Braves,140,599,651,184,126,40,3,15,100,66,40,2,86,6.1,13.2,0.47,0.335,3,6,3,13,5,3,-1.2,0.152,0.353,16.9,0.307,0.35,0.45899999999999996,0.809,3.9,118,0.87
Melvin Upton Jr.,Rays,154,536,610,127,67,38,4,18,89,62,67,1,164,11.0,26.9,0.41,0.304,2,4,1,13,42,9,2.8,0.187,0.32799999999999996,3.6,0.237,0.322,0.424,0.745,3.8,107,-0.31
Brandon Phillips,Reds,155,626,687,172,116,33,5,18,100,59,46,1,83,6.7,12.1,0.55,0.293,8,1,6,14,16,12,10.4,0.155,0.336,8.3,0.275,0.332,0.43,0.762,3.8,104,-0.4
Ben Zobrist,Rays,151,541,655,129,89,28,2,10,77,75,92,1,107,14.0,16.3,0.86,0.273,3,12,7,10,24,3,7.4,0.115,0.317,-2.0,0.23800000000000002,0.34600000000000003,0.353,0.6990000000000001,3.8,100,-1.02
Ryan Braun,Brewers,157,619,685,188,117,45,1,25,101,103,56,1,105,8.2,15.3,0.53,0.331,6,3,0,17,14,3,-17.2,0.19699999999999998,0.37799999999999995,31.3,0.304,0.365,0.501,0.866,3.8,134,3.05
Placido Polanco,Phillies,132,554,602,165,130,27,2,6,76,52,32,1,47,5.3,7.8,0.68,0.312,7,8,1,14,5,0,17.2,0.08800000000000001,0.322,0.5,0.298,0.33899999999999997,0.386,0.726,3.7,96,2.18
Vernon Wells,Blue Jays,157,590,646,161,83,44,3,31,79,88,50,5,84,7.7,13.0,0.6,0.272,3,3,0,18,6,4,-5.3,0.242,0.363,21.9,0.273,0.331,0.515,0.847,3.6,126,2.24
Victor Martinez,Red Sox,127,493,538,149,96,32,1,20,64,79,40,5,52,7.4,9.7,0.77,0.303,0,5,0,17,1,0,4.3,0.191,0.364,18.6,0.302,0.35100000000000003,0.493,0.8440000000000001,3.5,122,1.51
Cliff Pennington,Athletics,156,508,576,127,87,26,8,6,64,46,50,0,96,8.7,16.7,0.52,0.29600000000000004,3,3,12,7,29,5,12.7,0.11800000000000001,0.308,-6.2,0.25,0.319,0.368,0.687,3.5,91,0.24
David Wright,Mets,157,587,670,166,98,36,3,29,87,103,69,9,161,10.3,24.0,0.43,0.335,2,12,0,12,19,11,-8.7,0.22,0.366,24.1,0.28300000000000003,0.354,0.503,0.856,3.5,129,1.94
Paul Konerko,White Sox,149,548,631,171,101,30,1,39,89,111,72,7,110,11.4,17.4,0.65,0.326,5,6,0,9,0,1,-26.0,0.272,0.41700000000000004,48.4,0.312,0.39299999999999996,0.584,0.977,3.5,158,3.52
Andrew McCutchen,Pirates,154,570,653,163,107,35,5,16,94,56,70,1,89,10.7,13.6,0.79,0.311,5,7,1,6,33,10,-11.3,0.163,0.359,19.6,0.28600000000000003,0.365,0.449,0.8140000000000001,3.5,124,2.02
Drew Stubbs,Reds,150,514,583,131,84,19,6,22,91,77,55,2,168,9.4,28.8,0.33,0.33,5,6,3,6,30,6,2.7,0.18899999999999997,0.33799999999999997,7.9,0.255,0.32899999999999996,0.444,0.773,3.4,105,0.26
Mark Teixeira,Yankees,158,601,712,154,85,36,0,33,113,108,93,6,122,13.1,17.1,0.76,0.268,13,5,0,15,0,1,-13.6,0.225,0.369,27.5,0.256,0.365,0.48100000000000004,0.846,3.4,128,1.28
Alex Rios,White Sox,147,567,617,161,108,29,3,21,89,88,38,4,93,6.2,15.1,0.41,0.306,7,5,0,21,34,14,3.7,0.17300000000000001,0.344,11.3,0.284,0.33399999999999996,0.457,0.7909999999999999,3.2,109,1.88
Shane Victorino,Phillies,147,587,648,152,98,26,10,18,84,69,53,5,79,8.2,12.2,0.67,0.273,7,1,0,7,34,6,3.5,0.17,0.331,5.2,0.259,0.327,0.429,0.7559999999999999,3.2,102,1.25
Torii Hunter,Angels,152,573,646,161,102,36,0,23,76,90,61,6,106,9.4,16.4,0.58,0.307,7,5,0,22,9,12,-4.4,0.183,0.35700000000000004,18.5,0.281,0.354,0.46399999999999997,0.8190000000000001,3.1,126,0.15
Adam Dunn,Nationals,158,558,648,145,69,36,2,38,85,103,77,10,199,11.9,30.7,0.39,0.32899999999999996,9,4,0,10,0,1,-14.3,0.276,0.381,31.0,0.26,0.35600000000000004,0.536,0.892,3.0,136,3.07
Corey Hart,Brewers,145,558,614,158,89,34,4,31,91,102,45,2,140,7.3,22.8,0.32,0.324,6,5,0,14,7,6,-14.5,0.242,0.373,25.4,0.28300000000000003,0.34,0.525,0.865,3.0,130,3.01
Orlando Hudson,Twins,126,497,559,133,98,24,5,6,80,37,50,0,87,8.9,15.6,0.57,0.312,4,3,5,14,10,3,10.3,0.105,0.319,-0.9,0.268,0.33799999999999997,0.37200000000000005,0.71,3.0,96,-1.44
Alex Gonzalez,Braves,157,595,640,149,81,42,3,23,74,88,31,2,118,4.8,18.4,0.26,0.275,7,4,3,16,1,2,12.5,0.19699999999999998,0.321,-0.1,0.25,0.294,0.447,0.741,2.9,96,-0.62
Ike Davis,Mets,147,523,601,138,85,33,1,19,73,71,72,6,138,12.0,23.0,0.52,0.321,1,5,0,13,3,2,-0.5,0.17600000000000002,0.34600000000000003,12.1,0.264,0.35100000000000003,0.44,0.7909999999999999,2.9,116,1.02
Casey Blake,Dodgers,146,509,571,126,80,28,1,17,56,64,48,3,138,8.4,24.2,0.35,0.305,8,3,3,8,0,4,8.2,0.159,0.321,0.0,0.248,0.32,0.40700000000000003,0.727,2.9,101,-0.28
Casey McGehee,Brewers,157,610,670,174,112,38,1,23,70,104,50,5,102,7.5,15.2,0.49,0.306,2,8,0,18,1,1,-2.3,0.179,0.34700000000000003,14.0,0.285,0.337,0.46399999999999997,0.8009999999999999,2.9,113,1.76
Juan Uribe,Giants,148,521,575,129,79,24,2,24,64,85,45,6,92,7.8,16.0,0.49,0.256,4,5,0,20,1,2,11.0,0.192,0.324,1.4,0.248,0.31,0.44,0.7490000000000001,2.8,102,0.38
Alfonso Soriano,Cubs,147,496,548,128,61,40,3,24,67,79,45,3,123,8.2,22.4,0.37,0.295,3,3,1,12,5,1,-1.0,0.23800000000000002,0.35200000000000004,13.7,0.258,0.322,0.496,0.818,2.7,114,0.86
Hunter Pence,Astros,156,614,658,173,116,29,3,25,93,91,41,2,105,6.2,16.0,0.39,0.304,0,3,0,11,18,9,-6.4,0.179,0.342,11.3,0.282,0.325,0.461,0.7859999999999999,2.7,111,2.15
Luke Scott,Orioles,131,447,517,127,70,29,1,27,70,72,59,4,98,11.4,19.0,0.6,0.304,4,7,0,9,2,0,-12.1,0.251,0.387,27.3,0.284,0.368,0.535,0.902,2.7,140,2.24
Prince Fielder,Brewers,161,578,714,151,94,25,0,32,94,83,114,17,138,16.0,19.3,0.83,0.29100000000000004,21,1,0,12,1,0,-20.2,0.209,0.381,34.3,0.261,0.401,0.47100000000000003,0.871,2.7,136,2.47
Denard Span,Twins,153,629,705,166,129,24,10,3,85,58,60,0,74,8.5,10.5,0.81,0.294,4,2,10,12,26,4,9.3,0.084,0.307,-8.0,0.264,0.331,0.348,0.679,2.6,87,-0.36
Juan Pierre,White Sox,160,651,734,179,157,18,3,1,96,47,45,0,47,6.1,6.4,0.96,0.294,21,2,15,8,68,18,4.6,0.040999999999999995,0.302,-11.1,0.275,0.341,0.316,0.657,2.5,80,-0.06
Jose Reyes,Mets,133,563,603,159,109,29,10,11,83,54,31,4,63,5.1,10.4,0.49,0.301,2,3,4,8,30,10,1.4,0.146,0.325,2.2,0.282,0.321,0.428,0.7490000000000001,2.5,102,-0.08
Justin Upton,Diamondbacks,133,495,571,135,88,27,3,17,73,69,64,5,152,11.2,26.6,0.42,0.354,4,7,1,20,18,8,-0.6,0.17,0.349,13.0,0.273,0.35600000000000004,0.442,0.799,2.5,109,0.82
David Ortiz,Red Sox,145,518,606,140,71,36,1,32,86,102,82,14,145,13.5,23.9,0.57,0.313,2,4,0,12,0,1,-14.9,0.259,0.382,29.7,0.27,0.37,0.529,0.899,2.5,134,2.46
Mike Napoli,Angels,140,453,510,108,57,24,1,26,60,68,42,2,137,8.2,26.9,0.31,0.27899999999999997,11,4,0,15,4,2,-1.2,0.23,0.341,8.0,0.23800000000000002,0.316,0.46799999999999997,0.784,2.5,115,0.06
Kevin Kouzmanoff,Athletics,143,551,586,136,87,32,1,16,59,71,24,2,96,4.1,16.4,0.25,0.27,6,5,0,20,2,1,17.4,0.149,0.29600000000000004,-11.5,0.247,0.28300000000000003,0.396,0.679,2.5,84,-0.81
Adam Jones,Orioles,149,581,621,165,116,25,5,19,76,69,23,1,119,3.7,19.2,0.19,0.32799999999999996,13,2,2,17,7,7,-1.5,0.158,0.336,7.7,0.284,0.325,0.442,0.767,2.4,105,-1.33
Michael Young,Rangers,157,656,718,186,126,36,3,21,99,91,50,4,115,7.0,16.0,0.43,0.311,1,11,0,21,4,2,-3.2,0.16,0.336,8.6,0.284,0.33,0.444,0.774,2.4,101,-0.68
Nick Markakis,Orioles,160,629,709,187,127,45,3,12,79,60,73,9,93,10.3,13.1,0.78,0.331,2,5,0,18,7,2,-12.8,0.138,0.353,18.0,0.297,0.37,0.436,0.805,2.4,116,1.21
Yadier Molina,Cardinals,136,465,521,122,97,19,0,6,34,62,42,6,51,8.1,9.8,0.82,0.281,7,5,2,19,8,4,21.9,0.08,0.3,-8.9,0.262,0.32899999999999996,0.342,0.6709999999999999,2.3,84,-0.42
Bobby Abreu,Angels,154,573,667,146,84,41,1,20,88,78,87,3,132,13.0,19.8,0.66,0.29600000000000004,2,5,0,13,24,10,-15.3,0.18,0.34700000000000003,14.1,0.255,0.35200000000000004,0.435,0.787,2.3,119,2.85
Johnny Damon,Tigers,145,539,613,146,97,36,5,8,81,51,69,2,90,11.3,14.7,0.77,0.312,2,1,2,5,11,1,-10.4,0.13,0.33799999999999997,8.1,0.271,0.355,0.401,0.7559999999999999,2.3,107,1.07
Derek Jeter,Yankees,157,663,739,179,136,30,3,10,111,67,63,4,106,8.5,14.3,0.59,0.307,9,3,1,22,18,5,1.8,0.1,0.318,-1.8,0.27,0.34,0.37,0.71,2.3,93,-0.7
J.D. Drew,Red Sox,139,478,546,122,74,24,2,22,69,68,60,3,105,11.0,19.2,0.57,0.282,4,4,0,12,3,1,-3.4,0.19699999999999998,0.34700000000000003,11.3,0.255,0.341,0.452,0.7929999999999999,2.2,110,0.1
Franklin Gutierrez,Mariners,152,568,629,139,99,25,3,12,61,64,50,5,137,7.9,21.8,0.36,0.297,1,8,2,10,25,3,7.6,0.11800000000000001,0.293,-14.0,0.245,0.303,0.363,0.6659999999999999,2.1,85,-1.01
Cody Ross,Giants,153,525,569,141,96,28,3,14,71,65,37,4,121,6.5,21.3,0.31,0.324,5,2,0,9,9,2,2.6,0.145,0.322,0.6,0.26899999999999996,0.322,0.413,0.735,2.1,96,-0.94
Elvis Andrus,Rangers,148,588,674,156,138,15,3,0,88,35,64,0,96,9.5,14.2,0.67,0.317,5,0,17,6,32,15,8.2,0.036000000000000004,0.298,-12.3,0.265,0.342,0.301,0.643,2.1,75,-1.11
Omar Infante,Braves,134,471,506,151,125,15,3,8,65,47,29,1,62,5.7,12.3,0.47,0.355,0,2,4,14,7,6,-0.2,0.096,0.34299999999999997,9.0,0.321,0.359,0.41600000000000004,0.775,2.0,111,0.43
Billy Butler,Royals,158,595,678,189,129,45,0,15,77,78,69,8,78,10.2,11.5,0.88,0.341,5,9,0,32,0,0,-17.0,0.151,0.373,28.4,0.318,0.38799999999999996,0.469,0.857,2.0,133,1.41
Andre Ethier,Dodgers,139,517,585,151,94,33,1,23,71,82,59,11,102,10.1,17.4,0.58,0.322,3,6,0,11,2,1,-22.8,0.201,0.368,21.9,0.292,0.364,0.493,0.857,2.0,132,1.11
Marco Scutaro,Red Sox,150,632,695,174,125,38,0,11,92,56,53,1,71,7.6,10.2,0.75,0.295,3,3,4,13,5,4,0.2,0.11199999999999999,0.321,0.1,0.275,0.33299999999999996,0.38799999999999996,0.721,1.9,93,-0.91
Gaby Sanchez,Marlins,151,572,643,156,97,37,3,19,72,85,57,2,101,8.9,15.7,0.56,0.299,5,6,3,14,5,0,-10.0,0.175,0.345,12.4,0.273,0.341,0.44799999999999995,0.7879999999999999,1.8,111,2.05
Brandon Inge,Tigers,144,514,580,127,81,28,5,13,47,70,54,4,134,9.3,23.1,0.4,0.305,5,7,0,12,4,3,3.9,0.15,0.316,-2.5,0.247,0.321,0.397,0.718,1.8,92,-1.86
Starlin Castro,Cubs,125,463,506,139,100,31,5,3,53,41,29,7,71,5.7,14.0,0.41,0.34600000000000003,6,4,4,14,10,8,3.6,0.10800000000000001,0.32899999999999996,3.3,0.3,0.34700000000000003,0.408,0.755,1.8,99,-0.04
Yunel Escobar,Blue Jays,135,497,567,127,104,19,0,4,60,35,56,1,57,9.9,10.1,0.98,0.282,5,0,9,18,6,2,10.2,0.062,0.301,-8.9,0.256,0.337,0.318,0.655,1.7,83,-2.5
Mark Reynolds,Diamondbacks,145,499,596,99,48,17,2,32,79,85,83,7,211,13.9,35.4,0.39,0.257,9,5,0,8,7,4,2.4,0.23399999999999999,0.32899999999999996,4.0,0.198,0.32,0.433,0.753,1.7,96,-0.97
Delmon Young,Twins,153,570,613,170,102,46,1,21,77,112,28,5,81,4.6,13.2,0.35,0.312,6,9,0,16,5,4,-16.1,0.195,0.354,16.3,0.298,0.33299999999999996,0.493,0.826,1.7,120,3.97
Howie Kendrick,Angels,158,616,658,172,117,41,4,10,67,75,28,2,94,4.3,14.3,0.3,0.313,5,5,4,16,14,4,-6.3,0.128,0.316,-2.8,0.27899999999999997,0.313,0.40700000000000003,0.721,1.7,98,0.03
Ryan Ludwick,Padres,136,490,553,123,77,27,2,17,63,69,48,0,121,8.7,21.9,0.4,0.297,8,5,0,13,0,4,-3.7,0.16699999999999998,0.32899999999999996,3.5,0.251,0.325,0.418,0.743,1.5,106,0.79
Hideki Matsui,Angels,145,482,558,132,86,24,1,21,55,84,67,6,98,12.0,17.6,0.68,0.302,1,4,0,10,0,1,-17.1,0.185,0.358,16.4,0.27399999999999997,0.361,0.45899999999999996,0.82,1.4,126,2.2
Derrek Lee,Braves,148,547,626,142,88,35,0,19,80,80,73,1,134,11.7,21.4,0.54,0.309,2,4,0,23,1,3,-7.2,0.168,0.34299999999999997,11.1,0.26,0.34700000000000003,0.428,0.774,1.4,109,-1.43
Kurt Suzuki,Athletics,131,495,544,120,87,18,2,13,55,71,33,3,49,6.1,9.0,0.67,0.245,12,4,0,22,3,2,6.7,0.12300000000000001,0.297,-10.4,0.242,0.303,0.366,0.669,1.4,84,0.39
Jeff Keppinger,Astros,137,514,575,148,107,34,1,6,62,59,51,1,36,8.9,6.3,1.42,0.298,1,4,5,15,4,1,-2.4,0.105,0.332,5.0,0.28800000000000003,0.35100000000000003,0.39299999999999996,0.7440000000000001,1.4,104,-0.02
Chone Figgins,Mariners,161,602,702,156,132,21,2,1,62,35,74,0,114,10.5,16.2,0.65,0.314,3,6,17,20,42,15,-8.7,0.047,0.298,-12.9,0.259,0.34,0.306,0.6459999999999999,1.3,88,-0.9
Jhonny Peralta,Indians,148,551,615,137,90,30,2,15,60,81,53,2,103,8.6,16.7,0.51,0.275,1,10,0,11,1,0,2.2,0.14300000000000002,0.309,-5.9,0.249,0.311,0.392,0.703,1.3,91,-1.04
Jason Bartlett,Rays,135,468,532,119,85,27,3,4,71,47,45,1,83,8.5,15.6,0.54,0.299,5,3,11,6,11,6,-4.6,0.096,0.304,-7.3,0.254,0.324,0.35,0.675,1.2,91,-1.23
Aaron Hill,Blue Jays,138,528,580,108,60,22,0,26,70,68,41,2,85,7.1,14.7,0.48,0.196,8,2,1,8,2,2,6.8,0.18899999999999997,0.292,-13.3,0.205,0.271,0.39399999999999996,0.665,1.2,77,-2.26
Raul Ibanez,Phillies,155,561,636,154,96,37,5,16,75,83,68,11,108,10.7,17.0,0.63,0.311,0,7,0,15,4,3,-13.2,0.16899999999999998,0.34299999999999997,11.0,0.275,0.349,0.444,0.7929999999999999,1.2,110,1.82
Pablo Sandoval,Giants,152,563,616,151,101,34,3,13,61,63,47,12,81,7.6,13.1,0.58,0.29100000000000004,1,5,0,26,3,2,-0.5,0.14,0.316,-2.7,0.268,0.32299999999999995,0.409,0.732,1.2,96,-0.67
Lyle Overbay,Blue Jays,154,534,608,130,71,37,2,20,75,67,67,7,131,11.0,21.5,0.51,0.285,3,3,0,9,1,0,-11.9,0.18899999999999997,0.332,5.6,0.243,0.32899999999999996,0.433,0.762,1.1,105,0.9
Erick Aybar,Angels,138,534,589,135,108,18,4,5,69,29,35,1,81,5.9,13.8,0.43,0.289,7,2,11,7,22,8,3.2,0.077,0.28600000000000003,-16.3,0.253,0.306,0.33,0.636,1.1,78,-2.55
Rajai Davis,Athletics,143,525,561,149,113,28,3,5,66,52,26,0,78,4.6,13.9,0.33,0.322,4,5,1,10,50,11,-10.6,0.09300000000000001,0.309,-5.4,0.284,0.32,0.377,0.6970000000000001,1.1,92,-1.79
Dexter Fowler,Rockies,132,439,505,114,74,20,14,6,73,36,57,0,104,11.3,20.6,0.55,0.32799999999999996,2,0,7,5,13,8,-2.7,0.15,0.337,6.6,0.26,0.34700000000000003,0.41,0.757,1.0,94,1.05
