"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Odubel Herrera","Phillies","147","537","8","64","41","16","5.2 %","24.0 %",".121",".387",".297",".344",".418",".333","111","2.1","8.7","11.7","3.9","11476"
"Kyle Seager","Mariners","161","686","26","85","74","6","7.9 %","14.3 %",".185",".278",".266",".328",".451",".335","115","-3.0","9.3","5.0","3.9","9785"
"Adam Eaton","White Sox","153","689","14","98","56","18","8.4 %","19.0 %",".144",".345",".287",".361",".431",".346","121","5.5","22.2","-8.8","3.8","11205"
"Adam Jones","Orioles","137","581","27","74","82","3","4.1 %","17.6 %",".205",".286",".269",".308",".474",".334","111","0.3","7.4","8.8","3.7","6368"
"Mike Moustakas","Royals","147","614","22","73","82","1","7.0 %","12.4 %",".186",".294",".284",".348",".470",".353","123","-5.4","11.2","3.7","3.7","4892"
"Francisco Cervelli","Pirates","130","510","7","56","43","1","9.0 %","18.4 %",".106",".359",".295",".370",".401",".341","117","-0.7","9.5","9.3","3.7","5275"
"Kole Calhoun","Angels","159","686","26","78","83","4","6.6 %","23.9 %",".167",".304",".256",".308",".422",".317","103","3.1","5.5","6.6","3.7","11200"
"David Peralta","Diamondbacks","149","517","17","61","78","9","8.5 %","20.7 %",".210",".368",".312",".371",".522",".380","137","3.7","26.1","-7.7","3.7","2136"
"Michael Brantley","Indians","137","596","15","68","84","15","10.1 %","8.6 %",".170",".318",".310",".379",".480",".368","133","1.4","23.9","-9.1","3.6","4106"
"Shin-Soo Choo","Rangers","149","653","22","94","82","4","11.6 %","22.5 %",".187",".335",".276",".375",".463",".365","128","1.8","23.2","-10.5","3.6","3174"
"Justin Upton","Padres","150","620","26","85","81","19","11.0 %","25.6 %",".203",".304",".251",".336",".454",".340","119","4.6","18.6","-4.6","3.5","5222"
"Russell Martin","Blue Jays","129","507","23","76","77","4","10.5 %","20.9 %",".218",".262",".240",".329",".458",".340","115","-4.6","4.0","12.2","3.5","4616"
"Eric Hosmer","Royals","158","667","18","98","93","7","9.1 %","16.2 %",".162",".336",".297",".363",".459",".355","124","3.1","21.7","-11.0","3.5","3516"
"Starling Marte","Pirates","153","633","19","84","81","30","4.3 %","19.4 %",".157",".333",".287",".337",".444",".337","115","-1.2","9.7","2.8","3.4","9241"
"Martin Prado","Marlins","129","551","9","52","63","1","6.7 %","12.3 %",".106",".313",".288",".338",".394",".318","102","0.1","1.7","12.5","3.3","3312"
"Brian Dozier","Twins","157","704","28","101","77","12","8.7 %","21.0 %",".209",".261",".236",".307",".444",".323","102","3.2","4.4","3.7","3.3","9810"
"Chris Coghlan","Cubs","148","503","16","64","41","11","11.5 %","18.7 %",".193",".284",".250",".341",".443",".337","113","3.2","10.6","4.2","3.2","6878"
"Ender Inciarte","Diamondbacks","132","561","6","73","45","21","4.6 %","10.3 %",".105",".329",".303",".338",".408",".325","100","3.3","3.0","10.0","3.2","4922"
"Jose Abreu","White Sox","154","668","30","88","101","0","5.8 %","21.0 %",".212",".333",".290",".347",".502",".361","131","-1.0","23.1","-14.8","3.2","15676"
"Dexter Fowler","Cubs","156","690","17","102","46","20","12.2 %","22.3 %",".161",".308",".250",".346",".411",".333","109","0.2","7.8","0.6","3.2","4062"
"Andrelton Simmons","Braves","147","583","4","60","44","5","6.7 %","8.2 %",".073",".285",".265",".321",".338",".290","81","0.6","-12.4","23.9","3.2","10847"
"Didi Gregorius","Yankees","155","578","9","57","56","5","5.7 %","14.7 %",".105",".297",".265",".318",".370",".303","89","3.5","-3.7","14.2","3.1","6012"
"Adrian Gonzalez","Dodgers","156","643","28","76","90","0","9.6 %","16.6 %",".205",".294",".275",".350",".480",".354","129","-5.6","16.1","-7.5","3.0","1908"
"Lucas Duda","Mets","135","554","27","67","73","0","11.9 %","24.9 %",".242",".285",".244",".352",".486",".359","132","0.1","21.0","-10.0","3.0","2502"
"Brian McCann","Yankees","135","535","26","68","94","0","9.7 %","18.1 %",".204",".235",".232",".320",".437",".327","106","-3.2","0.3","10.2","3.0","4810"
"Ryan Braun","Brewers","140","568","25","87","84","24","9.5 %","20.2 %",".213",".322",".285",".356",".498",".366","131","2.0","22.2","-12.2","2.9","3410"
"Addison Russell","Cubs","142","523","13","60","54","4","8.0 %","28.5 %",".147",".324",".242",".307",".389",".304","90","0.4","-6.0","17.1","2.9","14106"
"David Ortiz","Red Sox","146","614","37","73","108","0","12.5 %","15.5 %",".280",".264",".273",".360",".553",".379","139","-5.1","22.4","-15.2","2.9","745"
"Josh Reddick","Athletics","149","582","20","67","77","10","8.4 %","11.2 %",".177",".278",".272",".333",".449",".338","116","5.1","16.1","-8.0","2.9","3892"
"Joc Pederson","Dodgers","151","585","26","67","54","4","15.7 %","29.1 %",".206",".262",".210",".346",".417",".335","116","-0.1","10.5","-1.8","2.9","11899"
"Brandon Phillips","Reds","148","623","12","69","70","23","4.3 %","10.9 %",".100",".315",".294",".328",".395",".315","97","4.0","2.1","4.1","2.7","791"
"Alex Rodriguez","Yankees","151","620","33","83","86","4","13.5 %","23.4 %",".235",".278",".250",".356",".486",".361","129","-0.6","20.4","-15.2","2.7","1274"
"Brett Gardner","Yankees","151","656","16","94","66","20","10.4 %","20.6 %",".140",".312",".259",".343",".399",".327","106","5.5","9.9","-7.0","2.6","9927"
"Carlos Gonzalez","Rockies","153","608","40","87","97","2","7.6 %","21.9 %",".269",".284",".271",".325",".540",".364","116","1.3","12.6","-8.1","2.5","7287"
"Daniel Murphy","Mets","130","538","14","56","73","2","5.8 %","7.1 %",".168",".278",".281",".322",".449",".325","109","-0.3","5.4","1.0","2.5","4316"
"Brock Holt","Red Sox","129","509","2","56","45","8","9.0 %","19.1 %",".099",".350",".280",".349",".379",".322","99","4.3","4.0","2.5","2.5","9345"
"Christian Yelich","Marlins","126","525","7","63","44","16","9.0 %","19.2 %",".116",".370",".300",".366",".416",".343","120","1.9","14.0","-7.3","2.4","11477"
"Derek Norris","Padres","147","557","14","65","62","4","6.3 %","23.5 %",".153",".310",".250",".305",".404",".309","98","-0.9","-2.2","7.7","2.4","6867"
"Troy Tulowitzki","- - -","128","534","17","77","70","1","7.1 %","21.3 %",".160",".331",".280",".337",".440",".335","101","-4.0","-3.2","9.1","2.4","3531"
"Trevor Plouffe","Twins","152","632","22","74","86","2","7.9 %","19.6 %",".190",".274",".244",".307",".435",".321","100","-1.9","-1.6","3.5","2.4","7462"
"Kolten Wong","Cardinals","150","613","11","71","61","15","5.9 %","15.5 %",".124",".296",".262",".321",".386",".310","96","3.2","0.6","2.6","2.4","12532"
"Adam Lind","Brewers","149","572","20","72","87","0","11.5 %","17.5 %",".183",".309",".277",".360",".460",".351","120","-3.1","10.3","-6.3","2.3","8027"
"Austin Jackson","- - -","136","527","9","56","48","17","5.5 %","23.9 %",".118",".342",".267",".311",".385",".305","94","0.0","-3.5","8.3","2.3","9848"
"Billy Burns","Athletics","125","555","5","70","42","26","4.7 %","14.6 %",".098",".339",".294",".334",".392",".317","102","5.6","6.6","-3.4","2.3","12701"
"Charlie Blackmon","Rockies","157","682","17","93","58","43","6.7 %","16.4 %",".163",".325",".287",".347",".450",".345","103","3.2","5.7","-5.7","2.3","7859"
"Neil Walker","Pirates","151","603","16","69","71","4","7.3 %","18.2 %",".158",".306",".269",".328",".427",".325","106","2.7","7.1","-4.7","2.2","7539"
"Stephen Vogt","Athletics","136","511","18","58","71","0","11.0 %","19.0 %",".182",".290",".261",".341",".443",".335","114","-4.4","4.0","0.4","2.2","5000"
"Mitch Moreland","Rangers","132","515","23","51","85","1","6.2 %","21.7 %",".204",".317",".278",".330",".482",".348","117","-0.7","9.1","-4.9","2.2","3086"
"Asdrubal Cabrera","Rays","143","551","15","66","58","6","6.5 %","19.4 %",".164",".306",".265",".315",".430",".319","104","0.5","2.7","-0.5","2.1","4962"
"Carlos Santana","Indians","154","666","19","72","85","11","16.2 %","18.3 %",".164",".261",".231",".357",".395",".331","107","1.3","6.6","-8.3","2.1","2396"
"Gregory Polanco","Pirates","153","652","9","83","52","27","8.4 %","18.6 %",".125",".308",".256",".320",".381",".304","92","5.3","-0.6","0.3","2.1","12907"
"Robinson Cano","Mariners","156","674","21","82","79","2","6.4 %","15.9 %",".159",".316",".287",".334",".446",".335","116","-8.5","4.0","-6.3","2.1","3269"
"Yunel Escobar","Nationals","139","591","9","75","56","2","7.6 %","11.8 %",".101",".347",".314",".375",".415",".348","120","-6.3","7.2","-6.1","2.1","4191"
"Kendrys Morales","Royals","158","639","22","81","106","0","9.1 %","16.1 %",".195",".319",".290",".362",".485",".364","131","-8.2","14.4","-16.2","2.0","8610"
"DJ LeMahieu","Rockies","150","620","6","85","61","23","8.1 %","17.3 %",".087",".362",".301",".358",".388",".327","91","3.2","-3.3","2.8","2.0","9874"
"Ben Zobrist","- - -","126","535","13","76","56","3","11.6 %","10.5 %",".173",".288",".276",".359",".450",".349","122","-0.9","12.9","-11.5","2.0","7435"
"Carlos Beltran","Yankees","133","531","19","57","67","0","8.5 %","16.0 %",".195",".297",".276",".337",".471",".346","119","-0.4","11.4","-10.4","1.9","589"
"Ben Revere","- - -","152","634","2","84","45","31","5.0 %","10.1 %",".071",".338",".306",".342",".377",".316","98","8.0","6.6","-8.7","1.9","4712"
"Albert Pujols","Angels","157","661","40","85","95","5","7.6 %","10.9 %",".236",".217",".244",".307",".480",".333","114","-4.9","5.9","-10.2","1.8","1177"
"Wilmer Flores","Mets","137","510","16","55","59","0","3.7 %","12.4 %",".145",".273",".263",".295",".408",".304","95","0.0","-3.2","4.3","1.8","5827"
"Jhonny Peralta","Cardinals","155","640","17","64","71","1","7.8 %","17.3 %",".136",".311",".275",".334",".411",".323","105","-6.6","-2.6","-0.8","1.8","1738"
"Prince Fielder","Rangers","158","693","23","78","98","0","9.2 %","12.7 %",".158",".323",".305",".378",".463",".360","125","-6.6","13.7","-20.0","1.7","4613"
"Ian Desmond","Nationals","156","641","19","69","62","13","7.0 %","29.2 %",".151",".307",".233",".290",".384",".294","83","5.5","-7.3","3.3","1.7","6885"
"Elvis Andrus","Rangers","160","661","7","69","62","25","7.0 %","11.8 %",".099",".283",".258",".309",".357",".292","78","3.8","-13.0","7.1","1.7","8709"
"Marcus Semien","Athletics","155","601","15","65","45","11","7.0 %","22.0 %",".147",".312",".257",".310",".405",".311","97","1.0","-0.8","-3.3","1.6","12533"
"Yangervis Solarte","Padres","152","571","14","63","63","1","6.0 %","9.8 %",".158",".279",".270",".320",".428",".324","109","-4.5","1.4","-3.9","1.6","5352"
"Salvador Perez","Royals","142","553","21","52","70","1","2.4 %","14.8 %",".166",".270",".260",".280",".426",".300","87","-6.7","-15.2","12.0","1.6","7304"
"Chase Headley","Yankees","156","642","11","74","62","0","7.9 %","21.0 %",".110",".317",".259",".324",".369",".307","92","0.5","-5.7","-0.8","1.5","4720"
"Alcides Escobar","Royals","148","662","3","76","47","17","3.9 %","11.3 %",".064",".286",".257",".293",".320",".271","66","4.4","-21.5","13.9","1.5","6310"
"Nick Markakis","Braves","156","686","3","73","53","2","10.2 %","12.1 %",".080",".338",".296",".370",".376",".327","106","-1.7","3.4","-10.8","1.5","5930"
"Yadier Molina","Cardinals","136","530","4","34","61","3","6.0 %","11.1 %",".080",".295",".270",".310",".350",".287","81","-2.5","-14.2","10.7","1.4","7007"
"Freddy Galvis","Phillies","151","603","7","63","50","10","5.0 %","17.1 %",".081",".309",".263",".302",".343",".283","76","4.6","-12.0","5.9","1.3","6609"
"Mark Trumbo","- - -","142","545","22","62","64","0","6.6 %","24.2 %",".187",".313",".262",".310",".449",".327","107","-2.4","2.2","-9.7","1.1","6876"
"Marlon Byrd","- - -","135","544","23","58","73","2","5.3 %","26.7 %",".206",".297",".247",".290",".453",".317","100","0.6","0.4","-7.8","1.0","950"
"Jace Peterson","Braves","152","597","6","55","52","12","9.4 %","20.1 %",".097",".296",".239",".314",".335",".287","79","1.3","-13.3","4.2","1.0","12325"
"Michael Taylor","Nationals","138","511","14","49","63","16","6.8 %","30.9 %",".129",".311",".229",".282",".358",".274","69","-0.5","-18.9","12.3","1.0","11489"
"Cameron Maybin","Braves","141","555","10","65","59","23","8.1 %","18.4 %",".103",".316",".267",".327",".370",".307","93","1.5","-3.1","-5.3","0.9","5223"
"Erick Aybar","Angels","156","638","3","74","44","15","3.9 %","11.4 %",".069",".300",".270",".301",".338",".280","78","3.4","-13.0","-0.4","0.8","4082"
"Aramis Ramirez","- - -","137","516","17","43","75","1","6.0 %","13.2 %",".177",".253",".246",".297",".423",".309","93","-7.3","-11.5","2.7","0.8","1002"
"Starlin Castro","Cubs","151","578","11","52","69","5","3.6 %","15.7 %",".110",".298",".265",".296",".375",".288","79","-2.1","-16.2","5.4","0.8","4579"
"Jose Reyes","- - -","116","519","7","57","53","24","5.0 %","11.9 %",".104",".301",".274",".310",".378",".300","81","1.5","-9.7","-1.5","0.6","1736"
"Brett Lawrie","Athletics","149","602","16","64","60","5","4.7 %","23.9 %",".148",".320",".260",".299",".407",".306","94","2.4","-2.0","-12.2","0.6","5247"
"Gerardo Parra","- - -","155","589","14","83","51","14","4.8 %","15.6 %",".161",".325",".291",".328",".452",".334","109","2.0","8.4","-22.1","0.5","8553"
"Brandon Moss","- - -","145","526","19","47","58","0","9.3 %","28.1 %",".181",".285",".226",".304",".407",".308","93","-0.4","-4.9","-7.8","0.5","4467"
"Matt Kemp","Padres","154","648","23","80","100","12","6.0 %","22.7 %",".178",".311",".265",".312",".443",".325","109","0.9","7.9","-24.1","0.4","5631"
"Torii Hunter","Twins","139","567","22","67","81","2","6.2 %","18.5 %",".169",".258",".240",".293",".409",".304","89","-0.9","-8.4","-6.5","0.4","731"
"Jean Segura","Brewers","142","584","6","57","50","25","2.2 %","15.9 %",".079",".298",".257",".281",".336",".268","64","3.1","-21.6","6.7","0.4","5933"
"Wilson Ramos","Nationals","128","504","15","41","68","0","4.2 %","20.0 %",".128",".256",".229",".258",".358",".265","62","-1.6","-23.6","11.1","0.3","1433"
"Anthony Gose","Tigers","140","535","5","73","26","23","8.4 %","27.1 %",".113",".352",".254",".321",".367",".304","89","0.6","-6.1","-8.5","0.3","5097"
"Evan Gattis","Astros","153","604","27","66","88","0","5.0 %","19.7 %",".217",".264",".246",".285",".463",".317","103","-3.3","-1.2","-16.0","0.3","11003"
"Jimmy Rollins","Dodgers","144","563","13","71","41","12","7.8 %","15.3 %",".133",".246",".224",".285",".358",".283","80","-2.0","-15.1","-0.3","0.2","971"
"Jay Bruce","Reds","157","649","26","72","87","9","8.9 %","22.3 %",".209",".251",".226",".294",".434",".309","93","-1.8","-7.2","-11.2","0.2","9892"
"Joe Mauer","Twins","158","666","10","69","66","2","10.1 %","16.8 %",".115",".309",".265",".338",".380",".311","93","-3.3","-8.6","-11.7","0.2","1857"
"Melky Cabrera","White Sox","158","683","12","70","77","3","5.9 %","12.9 %",".121",".297",".273",".314",".394",".307","94","-3.3","-8.4","-15.0","-0.1","4022"
"Nick Castellanos","Tigers","154","595","15","42","73","0","6.6 %","25.5 %",".164",".322",".255",".303",".419",".311","94","-7.3","-11.7","-9.0","-0.1","11737"
"Logan Morrison","Mariners","146","511","17","47","54","8","9.2 %","15.9 %",".158",".238",".225",".302",".383",".298","90","-0.9","-6.7","-11.9","-0.2","9205"
"Alexei Ramirez","White Sox","154","622","10","54","62","17","5.0 %","10.9 %",".108",".264",".249",".285",".357",".279","74","-5.0","-23.4","0.4","-0.3","5133"
"Ryan Howard","Phillies","129","503","23","53","77","0","5.4 %","27.4 %",".214",".272",".229",".277",".443",".308","93","-1.4","-5.5","-13.9","-0.4","2154"
"Angel Pagan","Giants","133","551","3","55","37","12","5.8 %","16.9 %",".070",".310",".262",".303",".332",".280","78","2.4","-11.8","-12.5","-0.8","2918"
"Billy Butler","Athletics","151","601","15","63","65","0","8.7 %","16.8 %",".139",".282",".251",".323",".390",".311","98","-11.1","-12.7","-14.3","-0.8","7399"
"Avisail Garcia","White Sox","148","601","13","66","59","7","6.0 %","23.5 %",".108",".320",".257",".309",".365",".295","86","-4.5","-14.4","-13.8","-0.9","5760"
"Chris Owings","Diamondbacks","147","552","4","59","43","16","4.7 %","26.1 %",".095",".305",".227",".264",".322",".255","51","4.8","-26.5","-4.6","-1.5","10030"
"Pablo Sandoval","Red Sox","126","505","10","43","47","0","5.0 %","14.5 %",".121",".270",".245",".292",".366",".288","76","-5.3","-19.3","-15.1","-1.9","5409"
