Name,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR
Jacob deGrom,Mets,14,8,30,30,0,191.0,149,16,38,205,59,0,0,0,54,2,0,2,0,751,6,0.75,1.79,9.66,5.39,22.2,44.4,9.5,78.0,2.54,0.271,2.7,0.98,3.09,5.2
Jon Lester,Cubs,11,12,32,32,1,205.0,183,16,47,207,83,0,0,0,76,7,0,0,0,828,8,0.7,2.06,9.09,4.4,19.3,48.9,9.9,71.8,3.34,0.303,2.92,1.12,2.31,5.0
Carlos Carrasco,Indians,14,12,30,30,3,183.2,154,18,43,216,75,0,0,0,74,5,0,2,1,730,5,0.88,2.11,10.58,5.02,23.7,51.2,13.2,71.8,3.63,0.304,2.84,1.07,1.53,4.8
Jose Quintana,White Sox,9,10,32,32,1,206.1,218,16,44,177,81,0,0,0,77,8,0,4,1,862,5,0.7,1.92,7.72,4.02,15.4,47.1,8.6,76.3,3.36,0.327,3.18,1.27,1.36,4.7
Matt Harvey,Mets,13,8,29,29,0,189.1,156,18,37,188,62,0,0,0,57,5,0,2,0,755,4,0.86,1.76,8.94,5.08,20.0,46.0,9.8,78.7,2.71,0.272,3.05,1.02,2.77,4.4
Tyson Ross,Padres,10,12,33,33,1,196.0,172,9,84,212,78,0,0,0,71,8,0,3,0,823,14,0.41,3.86,9.73,2.52,15.6,61.5,8.8,74.0,3.26,0.32,2.98,1.31,0.36,4.3
Cole Hamels,Rangers,13,8,32,32,2,212.1,190,22,62,215,88,0,0,4,86,10,0,3,1,880,9,0.93,2.63,9.11,3.47,17.4,47.7,12.0,75.3,3.65,0.294,3.47,1.19,1.69,4.2
Johnny Cueto,Reds,11,13,32,32,2,212.0,194,21,46,176,87,0,0,4,81,8,0,1,2,866,0,0.89,1.95,7.47,3.83,15.0,42.4,9.5,73.7,3.44,0.281,3.53,1.13,1.8,4.0
Sonny Gray,Athletics,14,7,31,31,3,208.0,166,17,59,169,71,0,0,0,63,2,0,0,2,831,13,0.74,2.55,7.31,2.86,13.2,52.7,9.3,76.8,2.73,0.255,3.45,1.08,3.32,3.8
Francisco Liriano,Pirates,12,7,31,31,0,186.2,155,15,70,205,75,0,0,1,70,5,0,1,0,773,10,0.72,3.38,9.88,2.93,17.5,51.2,11.7,74.2,3.38,0.293,3.19,1.21,0.34,3.7
Gio Gonzalez,Nationals,11,8,31,31,0,175.2,181,8,69,169,79,0,0,0,74,4,0,3,0,758,4,0.41,3.54,8.66,2.45,13.2,53.8,5.9,72.1,3.79,0.341,3.05,1.42,-0.34,3.7
Collin McHugh,Astros,19,7,32,32,0,203.2,207,19,53,171,89,0,0,0,88,9,0,2,0,859,5,0.84,2.34,7.56,3.23,13.7,45.4,8.9,74.3,3.89,0.31,3.58,1.28,1.77,3.7
John Lackey,Cardinals,13,10,33,33,1,218.0,211,21,53,175,71,0,0,3,67,4,0,5,0,896,5,0.87,2.19,7.22,3.3,13.6,46.0,9.8,82.6,2.77,0.295,3.57,1.21,3.31,3.6
Shelby Miller,Braves,6,17,33,33,2,205.1,183,13,73,171,82,0,0,2,69,6,0,8,2,860,5,0.57,3.2,7.5,2.34,11.4,47.7,6.4,73.8,3.02,0.285,3.45,1.25,0.1,3.4
J.A. Happ,Pirates,11,8,32,31,0,172.0,173,16,45,151,71,0,0,0,69,2,0,4,0,717,6,0.84,2.35,7.9,3.36,14.8,41.6,9.2,75.4,3.61,0.312,3.41,1.27,0.7,3.4
Carlos Martinez,Cardinals,14,7,31,29,0,179.2,168,13,63,184,65,0,0,1,60,8,1,5,0,755,8,0.65,3.16,9.22,2.92,16.0,54.5,10.6,78.8,3.01,0.318,3.21,1.29,2.01,3.4
Kyle Hendricks,Cubs,8,7,32,32,1,180.0,166,17,43,167,82,0,0,1,79,8,0,1,1,739,3,0.85,2.15,8.35,3.88,16.8,51.3,12.4,69.9,3.95,0.29600000000000004,3.36,1.16,0.43,3.4
Danny Salazar,Indians,14,10,30,30,0,185.0,156,23,53,195,79,0,0,2,71,7,0,1,0,757,3,1.12,2.58,9.49,3.68,18.8,43.9,12.4,74.5,3.45,0.278,3.62,1.13,0.35,3.1
Lance Lynn,Cardinals,12,11,31,31,0,175.1,172,13,68,167,66,0,0,0,59,5,0,5,0,751,2,0.67,3.49,8.57,2.46,13.2,44.2,7.7,78.9,3.03,0.319,3.44,1.37,1.42,3.1
Anthony DeSclafani,Reds,9,13,31,31,0,184.2,194,17,55,151,93,0,0,0,83,5,0,5,0,785,6,0.83,2.68,7.36,2.75,12.2,45.1,9.1,69.9,4.05,0.318,3.67,1.35,-0.55,3.1
Jordan Zimmermann,Nationals,13,10,33,33,0,201.2,204,24,39,164,89,0,0,1,82,8,0,3,0,831,2,1.07,1.74,7.32,4.21,15.0,42.0,10.9,74.5,3.66,0.302,3.75,1.2,0.42,3.0
A.J. Burnett,Pirates,9,7,26,26,0,164.0,174,11,49,143,64,0,0,1,58,11,0,2,0,699,6,0.6,2.69,7.85,2.92,13.5,53.4,9.3,77.8,3.18,0.336,3.36,1.36,1.76,2.9
Felix Hernandez,Mariners,18,9,31,31,2,201.2,180,23,58,191,80,0,0,0,79,9,0,0,2,826,10,1.03,2.59,8.52,3.29,16.1,56.2,15.3,77.8,3.53,0.28800000000000003,3.72,1.18,2.82,2.9
Jake Odorizzi,Rays,9,9,28,28,0,169.1,149,18,46,150,65,0,0,1,63,3,0,0,0,700,5,0.96,2.44,7.97,3.26,14.9,37.3,9.0,77.0,3.35,0.271,3.61,1.15,1.04,2.9
Wei-Yin Chen,Orioles,11,8,31,31,0,191.1,192,28,41,153,78,0,0,0,71,5,0,0,0,792,3,1.32,1.93,7.2,3.73,14.1,40.5,12.3,80.5,3.34,0.29,4.16,1.22,1.3,2.7
Garrett Richards,Angels,15,12,32,32,1,207.1,181,20,76,176,94,0,0,0,84,5,0,2,1,865,17,0.87,3.3,7.64,2.32,11.6,54.9,12.0,71.8,3.65,0.27399999999999997,3.86,1.24,-0.28,2.7
Ubaldo Jimenez,Orioles,12,10,32,32,0,184.0,182,20,68,168,89,0,0,0,84,11,0,1,0,791,6,0.98,3.33,8.22,2.47,12.6,49.1,13.0,73.8,4.11,0.309,4.01,1.36,-0.06,2.7
Yordano Ventura,Royals,13,8,28,28,0,163.1,154,14,58,156,75,0,0,0,74,9,0,1,0,693,10,0.77,3.2,8.6,2.69,14.1,52.2,11.0,72.5,4.08,0.307,3.57,1.3,0.27,2.6
Wade Miley,Red Sox,11,11,32,32,1,193.2,201,17,64,147,98,0,0,1,96,4,0,0,0,831,10,0.79,2.97,6.83,2.3,10.0,48.8,9.2,69.7,4.46,0.307,3.81,1.37,-0.48,2.6
Kyle Gibson,Twins,11,11,32,32,1,194.2,186,18,65,145,88,0,0,0,83,7,0,6,0,821,7,0.83,3.01,6.7,2.23,9.7,53.4,11.4,73.0,3.84,0.287,3.96,1.29,0.53,2.6
Alex Wood,Dodgers,12,12,32,32,0,189.2,198,15,59,139,86,0,0,1,81,4,0,4,0,801,6,0.71,2.8,6.6,2.36,10.0,49.5,9.4,72.9,3.84,0.313,3.69,1.36,1.4,2.6
Edinson Volquez,Royals,13,9,34,33,1,200.1,190,16,72,155,89,0,0,0,79,8,0,1,0,850,3,0.72,3.23,6.96,2.15,9.8,46.0,8.0,73.1,3.55,0.29,3.82,1.31,0.65,2.5
Jeff Samardzija,White Sox,11,13,32,32,2,214.0,228,29,49,163,122,0,0,0,118,12,0,0,2,910,5,1.22,2.06,6.86,3.33,12.5,39.0,10.8,67.2,4.96,0.303,4.23,1.29,-0.37,2.5
Bartolo Colon,Mets,14,13,33,31,1,194.2,217,25,24,136,94,0,0,0,90,4,0,5,1,815,0,1.16,1.11,6.29,5.67,13.7,42.3,10.7,71.9,4.16,0.307,3.84,1.24,-0.27,2.5
Colby Lewis,Rangers,17,9,33,33,2,204.2,211,26,42,142,114,0,0,0,106,11,0,2,1,861,5,1.14,1.85,6.24,3.38,11.6,33.7,8.9,65.9,4.66,0.289,4.17,1.24,-0.09,2.5
Yovani Gallardo,Rangers,13,11,33,33,0,184.1,193,15,68,121,76,0,0,0,70,1,0,0,0,793,10,0.73,3.32,5.91,1.78,6.7,49.3,8.8,77.2,3.42,0.303,4.0,1.42,1.83,2.4
Mike Fiers,Astros,7,10,31,30,1,180.1,162,24,64,180,83,0,0,0,74,6,0,5,1,761,8,1.2,3.19,8.98,2.81,15.2,37.6,11.3,75.1,3.69,0.28300000000000003,4.03,1.25,-0.16,2.4
Jason Hammel,Cubs,10,7,31,31,0,170.2,158,23,40,172,79,0,0,0,71,6,0,4,0,710,10,1.21,2.11,9.07,4.3,18.6,38.3,12.8,72.8,3.74,0.28800000000000003,3.68,1.16,-0.02,2.4
Erasmo Ramirez,Rays,11,6,34,27,0,163.1,145,16,40,126,73,0,0,0,68,9,0,0,0,666,3,0.88,2.2,6.94,3.15,12.9,47.6,10.4,70.5,3.75,0.272,3.76,1.13,0.79,2.3
Scott Kazmir,Astros,7,11,31,31,0,183.0,162,20,59,155,77,0,0,2,63,9,0,0,0,763,5,0.98,2.9,7.62,2.63,12.6,42.9,10.2,75.7,3.1,0.273,3.98,1.21,0.55,2.3
Michael Wacha,Cardinals,17,7,30,30,0,181.1,162,19,58,153,74,0,0,1,68,6,0,4,0,762,4,0.94,2.88,7.59,2.64,12.5,45.8,11.2,76.2,3.37,0.272,3.87,1.21,1.49,2.3
Andrew Cashner,Padres,6,16,31,31,0,184.2,200,19,66,165,111,0,0,0,89,6,0,2,0,804,3,0.93,3.22,8.04,2.5,12.3,47.4,11.5,65.6,4.34,0.33,3.85,1.44,-3.47,2.2
Mike Pelfrey,Twins,6,11,30,30,0,164.2,198,11,45,86,86,0,0,0,78,12,0,1,0,714,5,0.6,2.46,4.7,1.91,5.7,50.8,7.4,70.5,4.26,0.33399999999999996,4.0,1.48,-0.18,2.1
Jimmy Nelson,Brewers,11,13,30,30,0,177.1,163,18,65,148,89,0,0,1,81,13,0,4,0,752,11,0.91,3.3,7.51,2.28,11.0,50.6,11.8,70.4,4.11,0.285,4.1,1.29,-0.52,2.0
Mark Buehrle,Blue Jays,15,8,32,32,4,198.2,214,22,33,91,100,0,0,0,84,7,0,4,1,827,0,1.0,1.49,4.12,2.76,7.0,45.9,10.0,69.0,3.81,0.285,4.26,1.24,-0.46,2.0
R.A. Dickey,Blue Jays,11,11,33,33,2,214.1,195,25,61,126,97,0,0,2,93,11,0,1,0,884,9,1.05,2.56,5.29,2.07,7.4,41.9,9.8,73.3,3.91,0.257,4.48,1.19,0.38,2.0
Taijuan Walker,Mariners,11,8,29,29,1,169.2,163,25,40,157,92,0,0,1,86,9,0,1,0,706,4,1.33,2.12,8.33,3.93,16.6,38.6,13.0,67.8,4.56,0.29100000000000004,4.07,1.2,-0.33,2.0
Chris Tillman,Orioles,11,11,31,31,0,173.0,176,20,64,120,97,0,0,0,96,5,0,1,0,741,4,1.04,3.33,6.24,1.88,7.6,43.5,10.4,68.2,4.99,0.293,4.45,1.39,0.21,1.8
Trevor Bauer,Indians,11,12,31,30,1,176.0,152,23,79,170,90,0,0,1,89,5,0,1,0,744,7,1.18,4.04,8.69,2.15,12.2,39.2,11.7,71.6,4.55,0.276,4.33,1.31,0.46,1.8
Marco Estrada,Blue Jays,13,8,34,28,0,181.0,134,24,55,131,67,0,0,0,63,5,0,2,0,725,2,1.19,2.73,6.51,2.38,10.5,32.2,8.7,79.2,3.13,0.21600000000000003,4.4,1.04,2.55,1.8
Jeff Locke,Pirates,8,11,30,30,0,168.1,179,15,60,129,95,0,0,0,84,7,0,4,0,736,5,0.8,3.21,6.9,2.15,9.4,51.0,11.5,67.1,4.49,0.312,3.95,1.42,-2.63,1.7
Brett Anderson,Dodgers,10,9,31,31,1,180.1,194,18,46,116,82,0,0,2,74,2,0,2,0,750,4,0.9,2.3,5.79,2.52,9.3,66.3,17.0,73.8,3.69,0.31,3.94,1.33,-0.31,1.6
Mike Leake,Giants,11,10,30,30,2,192.0,174,22,49,119,80,0,0,2,79,3,0,5,1,778,6,1.03,2.3,5.58,2.43,9.0,51.8,13.8,74.8,3.7,0.26,4.2,1.16,1.71,1.6
John Danks,White Sox,7,15,30,30,2,177.2,195,24,56,124,104,0,0,1,93,3,0,1,1,768,8,1.22,2.84,6.28,2.21,8.9,38.2,10.4,68.1,4.71,0.305,4.49,1.41,-2.14,1.6
Rick Porcello,Red Sox,9,15,28,28,0,172.0,196,25,38,149,103,0,0,1,94,10,0,0,0,737,12,1.31,1.99,7.8,3.92,15.1,45.7,14.5,67.5,4.92,0.332,4.13,1.36,-1.27,1.6
Chris Heston,Giants,12,11,31,31,2,177.2,169,16,64,141,82,0,0,1,78,13,0,3,1,746,5,0.81,3.24,7.14,2.2,10.3,53.0,11.8,73.4,3.95,0.299,4.02,1.31,-0.65,1.4
CC Sabathia,Yankees,6,10,29,29,1,167.1,188,28,50,137,92,0,0,1,88,6,0,3,0,726,5,1.51,2.69,7.37,2.74,12.0,45.9,16.6,74.2,4.73,0.317,4.68,1.42,-1.48,1.2
Alfredo Simon,Tigers,13,12,31,31,2,187.0,201,24,68,117,112,0,0,0,105,8,0,1,1,820,14,1.16,3.27,5.63,1.72,6.0,43.6,11.3,67.8,5.05,0.294,4.77,1.44,-1.46,1.1
Julio Teheran,Braves,11,8,33,33,0,200.2,189,27,73,171,99,0,0,0,90,9,0,3,0,843,2,1.21,3.27,7.67,2.34,11.6,39.5,13.0,73.8,4.04,0.28800000000000003,4.4,1.31,0.62,1.1
James Shields,Padres,13,7,33,33,0,202.1,189,33,81,216,93,0,0,1,88,9,0,5,0,860,7,1.47,3.6,9.61,2.67,15.7,44.9,17.6,79.9,3.91,0.299,4.45,1.33,-0.5,1.0
Dan Haren,Cubs,11,9,32,32,0,187.1,174,31,38,132,79,0,0,0,75,8,0,2,0,768,5,1.49,1.83,6.34,3.47,12.2,30.6,11.0,79.8,3.6,0.256,4.61,1.13,0.77,0.9
Aaron Harang,Phillies,6,15,29,29,0,172.1,189,26,51,108,100,0,0,0,93,6,0,3,0,748,4,1.36,2.66,5.64,2.12,7.6,36.1,10.5,69.7,4.86,0.293,4.83,1.39,-1.51,0.9
Jon Niese,Mets,9,10,33,29,0,176.2,192,20,55,113,93,0,0,0,81,9,0,2,0,770,2,1.02,2.8,5.76,2.05,7.5,54.5,14.3,71.5,4.13,0.3,4.41,1.4,-0.98,0.9
Hector Santiago,Angels,9,9,33,32,0,180.2,156,29,71,162,80,0,0,3,72,10,0,5,0,776,1,1.44,3.54,8.07,2.28,11.7,29.9,10.2,79.9,3.59,0.252,4.77,1.26,-0.89,0.8
Ian Kennedy,Padres,9,15,30,30,0,168.1,166,31,52,174,95,0,0,1,80,7,0,4,0,713,5,1.66,2.78,9.3,3.35,17.1,38.5,17.2,71.6,4.28,0.301,4.51,1.3,-2.07,0.7
Tom Koehler,Marlins,11,14,32,31,0,187.1,180,22,77,137,96,0,0,0,85,6,0,3,0,800,2,1.06,3.7,6.58,1.78,7.5,46.0,10.9,71.9,4.08,0.28300000000000003,4.53,1.37,-1.22,0.6
Rubby de la Rosa,Diamondbacks,14,9,32,32,0,188.2,193,32,63,150,103,0,0,2,98,4,0,3,0,809,2,1.53,3.01,7.16,2.38,10.8,49.1,16.8,73.0,4.67,0.28800000000000003,4.81,1.36,-0.51,0.5
