Name,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR
Gil Meche,Royals,9,13,34,34,1,216.0,218,22,62,156,98,0,0,0,88,3,0,2,0,906,3,0.92,2.58,6.5,2.52,10.4 %,46.8 %,9.2 %,73.4 %,3.67,0.29600000000000004,4.02,1.3,1.34,3.7
Jeff Francis,Rockies,17,9,34,34,1,215.1,234,25,63,165,103,0,0,1,101,7,0,7,1,922,1,1.04,2.63,6.9,2.62,11.1 %,44.4 %,10.0 %,74.7 %,4.22,0.316,4.19,1.38,2.69,3.7
Adam Wainwright,Cardinals,14,12,32,32,1,202.0,212,13,70,136,93,0,0,0,83,9,0,4,0,882,6,0.58,3.12,6.06,1.94,7.5 %,48.2 %,5.8 %,72.6 %,3.7,0.304,3.9,1.4,1.08,3.7
Justin Verlander,Tigers,18,6,32,32,1,201.2,181,20,67,183,88,0,0,2,82,19,0,3,1,866,17,0.89,2.99,8.17,2.73,13.4 %,41.1 %,8.5 %,74.9 %,3.66,0.27899999999999997,3.99,1.23,1.82,3.7
Jon Garland,White Sox,10,13,32,32,2,208.1,219,19,57,98,114,0,0,0,98,4,0,3,1,883,1,0.82,2.46,4.23,1.72,4.6 %,39.4 %,7.1 %,65.5 %,4.23,0.284,4.36,1.32,1.14,3.5
Felix Hernandez,Mariners,14,7,30,30,1,190.1,209,20,53,165,88,0,0,1,83,3,0,4,1,808,7,0.95,2.51,7.8,3.11,13.9 %,60.8 %,15.0 %,74.7 %,3.92,0.33299999999999996,3.75,1.38,1.33,3.5
Ian Snell,Pirates,9,12,32,32,1,208.0,209,22,68,177,94,0,0,0,87,8,0,4,0,882,12,0.95,2.94,7.66,2.6,12.4 %,45.9 %,9.6 %,75.1 %,3.76,0.308,4.01,1.33,1.52,3.4
Bronson Arroyo,Reds,9,15,34,34,1,210.2,232,28,63,156,109,0,0,0,99,13,0,6,0,921,4,1.2,2.69,6.66,2.48,10.1 %,35.3 %,9.6 %,74.0 %,4.23,0.309,4.57,1.4,0.58,3.4
Dustin McGowan,Blue Jays,12,10,27,27,2,169.2,146,14,61,144,80,0,0,0,77,2,0,3,1,705,13,0.74,3.24,7.64,2.36,11.8 %,53.0 %,9.2 %,68.1 %,4.08,0.273,3.73,1.22,0.25,3.4
Mark Buehrle,White Sox,10,9,30,30,3,201.0,208,22,45,115,86,0,0,0,81,5,0,5,1,835,1,0.99,2.01,5.15,2.56,8.4 %,43.2 %,8.8 %,75.7 %,3.63,0.287,4.26,1.26,2.26,3.3
Roberto Hernandez,Indians,19,8,32,32,2,215.0,199,16,61,137,78,0,0,1,73,11,0,2,1,879,5,0.67,2.55,5.73,2.25,8.7 %,64.3 %,11.1 %,77.6 %,3.06,0.28,3.94,1.21,4.03,3.3
John Maine,Mets,15,10,32,32,1,191.0,168,23,75,180,90,0,0,0,83,5,0,3,1,810,2,1.08,3.53,8.48,2.4,13.0 %,37.0 %,9.6 %,73.2 %,3.91,0.275,4.18,1.27,0.78,3.2
Derek Lowe,Dodgers,12,14,33,32,3,199.1,194,20,59,147,100,0,0,1,86,1,1,2,0,831,3,0.9,2.66,6.64,2.49,10.6 %,65.0 %,17.1 %,68.1 %,3.88,0.28800000000000003,3.97,1.27,0.92,3.1
Rich Hill,Cubs,11,8,32,32,0,195.0,170,27,63,183,89,0,0,1,85,12,0,3,0,812,1,1.25,2.91,8.45,2.9,14.8 %,36.0 %,11.7 %,75.3 %,3.92,0.271,4.32,1.19,1.82,3.1
Tom Gorzelanny,Pirates,14,10,32,32,1,201.2,214,18,68,135,90,0,0,1,87,11,0,3,1,874,5,0.8,3.03,6.02,1.99,7.7 %,42.1 %,7.0 %,75.8 %,3.88,0.305,4.24,1.4,1.72,3.1
Wandy Rodriguez,Astros,9,13,31,31,1,182.2,179,22,62,158,102,0,0,0,93,5,0,2,1,782,3,1.08,3.05,7.78,2.55,12.3 %,41.4 %,10.1 %,66.9 %,4.58,0.293,4.18,1.32,-0.37,3.1
Kyle Lohse,Phillies,9,12,34,32,2,192.2,207,22,57,122,109,0,0,0,99,12,0,3,1,829,3,1.03,2.66,5.7,2.14,7.8 %,36.9 %,8.6 %,68.1 %,4.62,0.3,4.53,1.37,0.35,3.0
Daisuke Matsuzaka,Red Sox,15,12,32,32,1,204.2,191,25,80,201,100,0,0,0,100,13,0,1,0,874,5,1.1,3.52,8.84,2.51,13.8 %,38.4 %,10.0 %,73.9 %,4.4,0.299,4.23,1.32,1.69,2.9
Jeremy Bonderman,Tigers,11,9,28,28,0,174.1,193,23,48,145,105,0,0,1,97,4,0,6,0,753,12,1.19,2.48,7.49,3.02,12.9 %,47.9 %,12.1 %,65.8 %,5.01,0.319,4.19,1.38,-0.5,2.8
Carlos Zambrano,Cubs,18,13,34,34,1,216.1,187,23,101,177,100,0,0,0,95,14,0,4,0,925,3,0.96,4.2,7.36,1.75,8.2 %,46.8 %,10.2 %,74.9 %,3.95,0.26899999999999996,4.58,1.33,2.45,2.8
Oliver Perez,Mets,15,10,29,29,0,177.0,153,22,79,174,90,0,0,0,70,7,0,1,0,765,6,1.12,4.02,8.85,2.2,12.4 %,32.8 %,8.8 %,71.6 %,3.56,0.271,4.35,1.31,0.33,2.7
Jeff Suppan,Brewers,12,12,34,34,1,206.2,243,18,68,114,113,0,0,0,106,11,0,10,0,919,7,0.78,2.96,4.96,1.68,5.0 %,45.4 %,7.3 %,70.4 %,4.62,0.318,4.42,1.5,-0.98,2.6
Carlos Silva,Twins,13,14,33,33,2,202.0,229,20,36,89,99,0,0,1,94,4,0,2,1,848,4,0.89,1.6,3.97,2.47,6.3 %,47.5 %,8.4 %,70.5 %,4.19,0.299,4.24,1.31,1.55,2.6
Matt Morris,Pirates,10,11,32,32,3,198.2,240,18,61,102,123,0,0,0,108,9,0,4,0,884,4,0.82,2.76,4.62,1.67,4.6 %,48.5 %,8.3 %,65.7 %,4.89,0.32,4.45,1.52,-1.98,2.5
Matt Belisle,Reds,8,9,30,30,1,177.2,212,26,43,125,111,0,0,1,105,7,0,4,0,771,6,1.32,2.18,6.33,2.91,10.6 %,41.8 %,12.3 %,66.9 %,5.32,0.326,4.58,1.44,-1.44,2.4
Jose Contreras,White Sox,10,17,32,30,2,189.0,232,21,62,113,134,0,0,0,117,15,0,1,2,858,3,1.0,2.95,5.38,1.82,5.9 %,44.9 %,9.0 %,62.6 %,5.57,0.326,4.71,1.56,-2.79,2.4
Jeremy Guthrie,Orioles,7,5,32,26,0,175.1,165,23,47,123,78,0,1,1,72,4,0,2,0,723,8,1.18,2.41,6.31,2.62,10.5 %,42.5 %,11.2 %,75.1 %,3.7,0.27,4.41,1.21,1.2,2.3
Brian Bannister,Royals,12,9,27,27,1,165.0,156,15,44,77,76,0,0,0,71,6,0,1,0,683,4,0.82,2.4,4.2,1.75,4.8 %,40.8 %,6.8 %,70.3 %,3.87,0.261,4.4,1.21,0.53,2.3
A.J. Burnett,Blue Jays,10,8,25,25,2,165.2,131,23,66,176,74,0,0,0,69,12,0,2,0,691,5,1.25,3.59,9.56,2.67,15.9 %,54.8 %,17.7 %,76.4 %,3.75,0.261,4.33,1.19,1.9,2.3
Doug Davis,Diamondbacks,13,12,33,33,0,192.2,211,21,95,144,100,0,0,1,91,5,0,7,0,862,10,0.98,4.44,6.73,1.52,5.7 %,47.0 %,10.3 %,74.9 %,4.25,0.318,4.72,1.59,1.04,2.2
Dave Bush,Brewers,12,10,33,31,0,186.1,217,27,44,134,110,0,0,0,106,11,0,1,0,810,3,1.3,2.13,6.47,3.05,11.1 %,43.4 %,11.8 %,69.2 %,5.12,0.32,4.57,1.4,-0.92,2.2
Miguel Batista,Mariners,16,11,33,32,0,193.0,209,18,85,133,101,0,0,2,92,8,0,3,0,860,15,0.84,3.96,6.2,1.56,5.6 %,44.1 %,7.3 %,72.6 %,4.29,0.31,4.52,1.52,0.97,2.2
Kevin Millwood,Rangers,10,14,31,31,0,172.2,213,19,67,123,111,0,0,0,99,8,0,2,0,788,4,0.99,3.49,6.41,1.84,7.1 %,46.4 %,10.1 %,67.7 %,5.16,0.34,4.55,1.62,-1.66,2.1
Aaron Cook,Rockies,8,7,25,25,2,166.0,178,15,44,61,87,0,0,0,76,6,0,6,0,698,0,0.81,2.39,3.31,1.39,2.4 %,57.9 %,11.0 %,68.1 %,4.12,0.285,4.58,1.34,-0.18,2.1
Jarrod Washburn,Mariners,10,15,32,32,1,193.2,201,23,67,114,102,0,0,1,93,8,0,5,1,839,2,1.07,3.11,5.3,1.7,5.6 %,36.5 %,8.0 %,71.4 %,4.32,0.284,4.77,1.38,-0.3,2.0
Jamie Moyer,Phillies,14,12,33,33,1,199.1,222,30,66,133,118,0,0,0,111,5,0,3,0,867,2,1.35,2.98,6.01,2.02,7.7 %,39.4 %,11.8 %,69.7 %,5.01,0.303,4.93,1.44,-0.76,2.0
Tim Wakefield,Red Sox,17,12,31,31,0,189.0,191,22,64,110,104,0,0,0,100,4,0,1,0,800,10,1.05,3.05,5.24,1.72,5.8 %,38.9 %,8.4 %,67.9 %,4.76,0.282,4.67,1.35,0.38,1.9
Nate Robertson,Tigers,9,13,30,30,0,177.2,199,22,63,119,98,0,0,1,94,3,0,2,0,781,5,1.11,3.19,6.03,1.89,7.2 %,44.6 %,10.0 %,71.3 %,4.76,0.308,4.62,1.47,0.23,1.8
Paul Byrd,Indians,15,8,31,31,2,192.1,239,27,28,88,107,0,0,0,98,6,0,3,2,835,5,1.26,1.31,4.12,3.14,7.2 %,38.3 %,9.5 %,70.6 %,4.59,0.309,4.68,1.39,-0.85,1.8
Chad Gaudin,Athletics,11,13,34,34,1,199.1,205,21,100,154,108,0,0,1,98,8,0,8,0,886,3,0.95,4.52,6.95,1.54,6.1 %,51.0 %,11.5 %,72.3 %,4.42,0.305,4.69,1.53,-0.45,1.8
Paul Maholm,Pirates,10,15,29,29,2,177.2,204,22,49,105,110,0,0,0,99,6,0,3,1,765,5,1.11,2.48,5.32,2.14,7.3 %,53.3 %,12.7 %,65.3 %,5.02,0.312,4.6,1.42,-1.05,1.8
Daniel Cabrera,Orioles,9,18,34,34,1,204.1,207,25,108,166,133,0,0,2,126,15,0,6,0,922,7,1.1,4.76,7.31,1.54,6.3 %,49.5 %,11.7 %,66.8 %,5.55,0.299,5.01,1.54,-2.16,1.7
Barry Zito,Giants,11,13,34,33,0,196.2,182,24,83,131,105,0,0,0,99,4,0,4,0,850,5,1.1,3.8,5.99,1.58,5.7 %,39.1 %,9.6 %,69.7 %,4.53,0.26,4.82,1.35,0.69,1.6
Tom Glavine,Mets,13,8,34,34,1,200.1,219,23,64,89,102,0,0,0,99,4,0,2,1,855,2,1.03,2.88,4.0,1.39,2.9 %,41.8 %,9.1 %,72.6 %,4.45,0.29,4.86,1.41,0.94,1.5
Jason Marquis,Cubs,12,9,34,33,1,191.2,190,22,76,109,111,0,0,0,98,13,0,6,1,846,3,1.03,3.57,5.12,1.43,3.9 %,49.5 %,10.5 %,67.7 %,4.6,0.268,4.99,1.39,-0.4,1.4
Braden Looper,Cardinals,12,12,31,30,0,175.0,183,22,51,87,100,0,0,3,96,4,0,2,0,746,0,1.13,2.62,4.47,1.71,4.8 %,42.2 %,10.2 %,66.6 %,4.94,0.27699999999999997,4.82,1.34,-0.06,1.4
Josh Fogg,Rockies,10,9,30,29,0,165.2,194,23,59,94,99,0,0,0,91,13,0,7,0,745,3,1.25,3.21,5.11,1.59,4.7 %,40.0 %,10.1 %,71.4 %,4.94,0.308,5.21,1.53,0.05,1.3
Boof Bonser,Twins,8,12,31,30,0,173.0,199,27,65,136,108,0,0,1,98,5,0,4,0,772,3,1.4,3.38,7.08,2.09,9.2 %,45.0 %,12.9 %,69.6 %,5.1,0.319,4.91,1.53,-1.2,1.0
Kip Wells,Cardinals,7,17,34,26,0,162.2,186,19,78,122,116,0,0,1,103,9,0,9,0,750,8,1.05,4.32,6.75,1.56,5.9 %,48.2 %,11.0 %,63.7 %,5.7,0.32,4.86,1.62,-2.89,0.9
Dontrelle Willis,Marlins,10,15,35,35,0,205.1,241,29,87,146,131,0,0,1,118,14,0,4,0,942,9,1.27,3.81,6.4,1.68,6.3 %,46.4 %,13.4 %,70.0 %,5.17,0.318,5.13,1.6,-2.18,0.9
Woody Williams,Astros,8,15,33,31,0,188.0,216,35,53,101,114,0,0,2,110,12,0,5,0,833,1,1.68,2.54,4.84,1.91,5.8 %,39.2 %,12.1 %,72.0 %,5.27,0.28600000000000003,5.62,1.43,-1.62,0.6
Scott Olsen,Marlins,10,15,33,33,0,176.2,226,29,85,133,134,0,0,0,114,1,0,4,0,826,8,1.48,4.33,6.78,1.56,5.8 %,37.6 %,12.8 %,65.6 %,5.81,0.341,5.33,1.76,-3.93,0.5
Livan Hernandez,Diamondbacks,11,11,33,33,1,204.1,247,34,79,90,116,0,0,2,112,6,0,1,0,913,3,1.5,3.48,3.96,1.14,1.2 %,38.5 %,11.8 %,76.0 %,4.93,0.303,5.77,1.6,0.4,0.2
Matt Chico,Nationals,7,9,31,31,0,167.0,183,26,74,94,96,0,0,0,86,5,0,3,0,747,7,1.4,3.99,5.07,1.27,2.7 %,33.4 %,9.8 %,73.6 %,4.63,0.28600000000000003,5.56,1.54,-1.09,0.1
