"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Dmitri Young","Nationals","136","460","508","147","95","38","1","13","57","74","44","6","74","1","3","0","13","0","0",".320","505"
"Derrek Lee","Cubs","150","567","650","180","114","43","1","22","91","82","71","8","114","9","3","0","15","6","5",".317","525"
"Dustin Pedroia","Red Sox","139","520","581","165","117","39","1","8","86","50","47","1","42","7","2","5","8","7","1",".317","8370"
"Carl Crawford","Devil Rays","143","584","627","184","127","37","9","11","93","80","32","5","112","5","2","1","11","50","10",".315","1201"
"Michael Young","Rangers","156","639","692","201","154","37","1","9","80","94","47","5","107","5","1","0","21","13","3",".315","1286"
"Alex Rodriguez","Yankees","158","583","708","183","98","31","0","54","143","156","95","11","120","21","9","0","15","24","4",".314","1274"
"Jose Vidro","Mariners","147","548","625","172","140","26","0","6","78","59","63","5","57","1","8","5","21","0","0",".314","802"
"Aramis Ramirez","Cubs","132","506","558","157","92","35","4","26","72","101","43","8","66","4","5","0","13","0","0",".310","1002"
"Aaron Rowand","Phillies","161","612","684","189","117","45","0","27","105","89","47","3","119","19","4","2","18","6","3",".309","254"
"Robinson Cano","Yankees","160","617","669","189","122","41","7","19","93","97","39","5","85","8","4","1","19","4","5",".306","3269"
"Mark Teixeira","- - -","132","494","575","151","86","33","2","30","86","105","72","13","112","7","2","0","7","0","0",".306","1281"
"Freddy Sanchez","Pirates","147","602","653","183","126","42","4","11","77","81","32","2","76","8","9","2","13","0","1",".304","1624"
"Carlos Lee","Astros","162","627","697","190","114","43","1","32","93","119","53","10","63","4","13","0","27","10","5",".303","243"
"Curtis Granderson","Tigers","158","612","676","185","101","38","23","23","122","74","52","3","141","5","2","5","3","26","1",".302","4747"
"Jeff Kent","Dodgers","136","494","562","149","92","36","1","20","78","79","57","4","61","5","6","0","17","1","3",".302","1119"
"Luis Castillo","- - -","135","548","615","165","140","19","5","1","91","38","53","0","45","0","2","12","5","19","6",".301","513"
"Orlando Cabrera","Angels","155","638","701","192","148","35","1","8","101","86","44","0","64","5","11","3","12","20","4",".301","766"
"Garrett Atkins","Rockies","157","605","684","182","121","35","1","25","83","111","67","3","96","2","10","0","16","3","1",".301","1790"
"Victor Martinez","Indians","147","562","645","169","104","40","0","25","78","114","62","12","76","10","11","0","19","0","0",".301","393"
"Randy Winn","Giants","155","593","653","178","121","42","1","14","73","65","44","3","85","7","5","4","12","15","3",".300","1235"
"Nick Markakis","Orioles","161","637","710","191","122","43","3","23","97","112","61","5","112","5","6","1","22","18","6",".300","5930"
"Melvin Upton Jr.","Devil Rays","129","474","548","142","92","25","1","24","86","82","65","4","154","4","4","1","14","22","8",".300","5015"
"Alfonso Soriano","Cubs","135","579","617","173","93","42","5","33","97","70","31","4","130","4","3","0","9","19","6",".299","847"
"Alex Rios","Blue Jays","161","643","711","191","117","43","7","24","114","85","55","3","103","6","7","0","9","17","4",".297","2090"
"Carlos Guillen","Tigers","151","564","630","167","102","35","9","21","86","102","55","10","93","3","8","0","14","13","8",".296","1079"
"Jimmy Rollins","Phillies","162","716","778","212","124","38","20","30","139","94","49","5","85","7","6","0","11","41","6",".296","971"
"Manny Ramirez","Red Sox","133","483","569","143","89","33","1","20","84","88","71","13","92","7","8","0","21","0","0",".296","210"
"Kenny Lofton","- - -","136","490","559","145","107","25","6","7","86","38","56","1","51","2","5","6","6","23","7",".296","246"
"Miguel Tejada","Orioles","133","514","569","152","114","19","1","18","72","81","41","9","55","10","3","0","22","2","1",".296","941"
"Casey Kotchman","Angels","137","443","508","131","80","37","3","11","64","68","53","1","43","4","5","3","17","2","4",".296","1930"
"Jack Wilson","Pirates","135","477","535","141","98","29","2","12","67","56","38","9","46","6","7","7","8","2","5",".296","1017"
"Corey Hart","Brewers","140","505","566","149","83","33","9","24","86","81","36","3","99","13","7","5","6","23","7",".295","1945"
"Orlando Hudson","Diamondbacks","139","517","601","152","105","28","9","10","69","63","70","1","87","2","7","5","21","10","2",".294","1307"
"Juan Pierre","Dodgers","162","668","729","196","164","24","8","0","96","41","33","0","37","6","2","20","10","64","15",".293","443"
"Reggie Willits","Angels","136","430","518","126","105","20","1","0","74","34","69","2","83","3","5","11","7","27","8",".293","5590"
"Jeff Francoeur","Braves","162","642","696","188","129","40","0","19","84","105","42","5","129","5","7","0","14","5","2",".293","4792"
"Mark DeRosa","Cubs","149","502","574","147","106","28","3","10","64","72","58","2","93","7","4","3","17","1","2",".293","1392"
"Russell Martin","Dodgers","151","540","620","158","104","32","3","19","87","87","67","1","89","7","6","0","16","21","9",".293","4616"
"Raul Ibanez","Mariners","149","573","636","167","106","35","5","21","80","105","53","4","97","3","7","0","14","0","0",".291","607"
"Aaron Hill","Blue Jays","160","608","657","177","111","47","2","17","87","78","41","1","102","0","5","3","21","4","3",".291","6104"
"Brad Hawpe","Rockies","152","516","606","150","84","33","4","29","80","116","81","11","137","3","5","1","13","0","2",".291","1885"
"Troy Tulowitzki","Rockies","155","609","682","177","115","33","5","24","104","99","57","3","130","9","2","5","14","7","6",".291","3531"
"Jose Guillen","Mariners","153","593","659","172","119","28","2","23","84","99","41","2","118","19","5","0","17","5","1",".290","57"
"Shannon Stewart","Athletics","146","576","630","167","132","22","1","12","79","48","47","0","60","3","3","1","15","11","3",".290","1322"
"Brian Roberts","Orioles","156","621","716","180","121","42","5","12","103","57","89","6","99","0","4","2","8","50","7",".290","166"
"Ronnie Belliard","Nationals","147","511","557","148","101","35","1","11","57","58","34","1","72","1","5","6","12","3","0",".290","677"
"Ryan Garko","Indians","138","484","541","140","89","29","1","21","62","61","34","1","94","20","3","0","12","0","1",".289","6319"
"Yuniesky Betancourt","Mariners","155","536","559","155","106","38","2","9","72","67","15","3","48","1","4","3","10","5","4",".289","8585"
"Edwin Encarnacion","Reds","139","502","560","145","103","25","1","16","66","76","39","4","86","14","1","0","5","8","1",".289","2151"
"Delmon Young","Devil Rays","162","645","681","186","135","38","0","13","65","93","26","2","127","3","7","0","23","10","3",".288","2140"
"Prince Fielder","Brewers","158","573","681","165","78","35","2","50","109","119","90","21","121","14","4","0","9","2","2",".288","4613"
"Kevin Youkilis","Red Sox","145","528","625","152","99","35","2","16","85","83","77","0","105","15","5","0","9","4","2",".288","1935"
"Brandon Phillips","Reds","158","650","702","187","125","26","6","30","107","94","33","4","109","12","5","2","26","32","8",".288","791"
"Mark Loretta","Astros","133","460","511","132","103","23","2","4","52","41","44","0","41","3","1","3","15","1","2",".287","1383"
"Torii Hunter","Twins","160","600","650","172","98","45","1","28","94","107","40","10","101","5","5","0","17","18","9",".287","731"
"Kenji Johjima","Mariners","135","485","513","139","96","29","0","14","52","61","15","0","41","11","2","0","22","0","2",".287","5811"
"Brendan Harris","Devil Rays","137","521","576","149","99","35","3","12","72","59","42","1","96","4","1","8","19","4","1",".286","2178"
"Eric Byrnes","Diamondbacks","160","626","699","179","120","30","8","21","103","83","57","5","98","10","4","1","12","50","7",".286","905"
"Hideki Matsui","Yankees","143","547","634","156","99","28","4","25","100","103","73","2","73","3","10","0","9","4","2",".285","1659"
"Akinori Iwamura","Devil Rays","123","491","559","140","102","21","10","7","82","34","58","0","114","1","5","4","2","12","8",".285","7781"
"Mark Teahen","Royals","144","544","608","155","109","31","8","7","78","60","55","8","127","3","2","4","23","13","5",".285","4511"
"Andre Ethier","Dodgers","153","447","507","127","80","32","2","13","50","64","46","12","68","4","8","0","10","0","4",".284","6265"
"Bobby Abreu","Yankees","158","605","699","171","110","40","5","16","123","101","84","0","115","3","7","0","11","25","8",".283","945"
"Adrian Gonzalez","Padres","161","646","720","182","103","46","3","30","101","100","65","9","140","3","6","0","6","0","0",".282","1908"
"Carlos Pena","Devil Rays","148","490","612","138","62","29","1","46","99","121","103","10","142","10","8","1","7","1","0",".282","934"
"Ivan Rodriguez","Tigers","129","502","515","141","96","31","3","11","50","63","9","1","96","1","2","1","16","2","2",".281","1275"
"Shane Victorino","Phillies","131","456","510","128","90","23","3","12","78","46","37","1","62","10","2","5","10","37","4",".281","1677"
"Jose Reyes","Mets","160","681","765","191","131","36","12","12","119","57","77","13","78","1","1","5","6","78","21",".280","1736"
"Aubrey Huff","Orioles","151","550","603","154","100","34","5","15","68","72","48","2","87","1","4","0","13","1","1",".280","1213"
"Lance Berkman","Astros","153","561","668","156","96","24","2","34","95","102","94","11","125","8","5","0","11","7","3",".278","548"
"Luis Gonzalez","Dodgers","139","464","526","129","89","23","2","15","70","68","56","4","56","4","2","0","11","6","2",".278","55"
"Ty Wigginton","- - -","148","547","604","152","97","33","0","22","71","67","41","0","113","8","8","0","16","3","4",".278","1491"
"Grady Sizemore","Indians","162","628","748","174","111","34","5","24","118","78","101","9","155","17","2","0","3","33","10",".277","2197"
"J.J. Hardy","Brewers","151","592","638","164","107","30","1","26","89","80","40","1","73","1","1","4","13","2","3",".277","3797"
"Frank Thomas","Blue Jays","155","531","624","147","91","30","0","26","63","95","81","3","94","7","5","0","14","0","0",".277","255"
"Ken Griffey Jr.","Reds","144","528","623","146","91","24","1","30","78","93","85","14","99","1","9","0","14","6","1",".277","327"
"Kelly Johnson","Braves","147","521","608","144","92","26","10","16","91","68","79","3","117","4","2","2","8","9","5",".276","2234"
"Carlos Beltran","Mets","144","554","636","153","84","33","3","33","93","112","69","10","111","2","10","1","8","23","2",".276","589"
"Mark Ellis","Athletics","150","583","642","161","106","33","3","19","84","76","44","1","94","10","3","2","10","9","4",".276","1443"
"Michael Cuddyer","Twins","144","547","623","151","102","28","5","16","87","81","64","1","107","7","5","0","19","5","0",".276","1534"
"Bengie Molina","Giants","134","497","517","137","98","19","1","19","38","81","15","2","53","2","2","1","13","0","0",".276","24"
"Adrian Beltre","Mariners","149","595","639","164","95","41","2","26","87","99","38","2","104","2","4","0","18","14","2",".276","639"
"Jim Thome","White Sox","130","432","536","119","65","19","0","35","79","96","95","11","134","6","3","0","10","0","1",".275","409"
"Kevin Kouzmanoff","Padres","145","484","534","133","83","30","2","18","57","74","32","2","94","10","6","2","9","1","0",".275","5995"
"Melvin Mora","Orioles","126","467","527","128","90","23","1","14","67","58","47","3","83","3","5","5","22","9","3",".274","157"
"Melky Cabrera","Yankees","150","545","612","149","109","24","8","8","66","73","43","0","68","5","9","10","14","13","5",".273","4022"
"Ryan Church","Nationals","144","470","530","128","69","43","1","15","57","70","49","4","107","8","3","0","12","3","2",".272","2106"
"Adam LaRoche","Pirates","152","563","632","153","90","42","0","21","71","88","62","5","131","3","4","0","18","1","1",".272","1904"
"Brian Giles","Padres","121","483","552","131","89","27","2","13","72","51","64","5","61","4","1","0","8","4","6",".271","990"
"Justin Morneau","Twins","157","590","668","160","95","31","3","31","84","111","64","11","91","5","9","0","17","1","1",".271","1737"
"Casey Blake","Indians","156","588","662","159","101","36","4","18","81","78","54","2","123","10","5","5","14","4","5",".270","719"
"J.D. Drew","Red Sox","140","466","552","126","81","30","4","11","84","64","79","10","100","1","6","0","12","4","2",".270","1152"
"Rafael Furcal","Dodgers","138","581","643","157","124","23","4","6","87","47","55","3","68","1","3","2","11","25","6",".270","88"
"Johnny Damon","Yankees","141","533","605","144","103","27","2","12","93","63","66","1","79","2","3","1","4","27","3",".270","185"
"Jhonny Peralta","Indians","152","574","647","155","106","27","1","21","87","72","61","2","146","4","7","1","12","4","4",".270","1738"
"Brian McCann","Braves","139","504","552","136","80","38","0","18","51","92","35","7","74","5","6","2","19","0","1",".270","4810"
"Corey Patterson","Orioles","132","461","503","124","88","26","2","8","65","45","21","1","65","4","4","13","3","37","9",".269","300"
"Ryan Howard","Phillies","144","529","648","142","69","26","0","47","94","136","107","35","199","5","7","0","13","1","0",".268","2154"
"Coco Crisp","Red Sox","145","526","591","141","100","28","7","6","85","60","50","1","84","1","5","9","12","28","6",".268","1572"
"Tony Pena","Royals","152","509","536","136","102","25","7","2","58","47","10","0","78","4","5","8","13","5","6",".267","2240"
"Tadahito Iguchi","- - -","135","465","533","124","84","27","4","9","67","43","57","1","88","3","6","2","6","14","2",".267","8581"
"Ryan Zimmerman","Nationals","162","653","722","174","102","43","5","24","99","91","61","3","125","3","5","0","26","4","1",".266","4220"
"Ryan Theriot","Cubs","148","537","597","143","108","30","2","3","80","45","49","1","50","0","3","8","12","28","4",".266","3811"
"Travis Hafner","Indians","152","545","661","145","94","25","2","24","80","100","102","17","115","7","5","0","15","1","1",".266","1573"
"Austin Kearns","Nationals","161","587","674","156","104","35","1","16","84","74","71","5","106","12","4","0","13","2","2",".266","332"
"Gary Sheffield","Tigers","133","494","593","131","85","20","1","25","107","75","84","2","71","9","6","0","10","22","5",".265","114"
"Josh Willingham","Marlins","144","521","604","138","81","32","4","21","75","89","66","1","122","16","1","0","11","8","1",".265","2103"
"Jason Bartlett","Twins","140","510","570","135","103","20","7","5","75","43","50","3","73","8","2","0","8","23","3",".265","8219"
"Adam Dunn","Reds","152","522","632","138","69","27","2","40","101","106","101","8","165","5","4","0","12","9","2",".264","319"
"Ian Kinsler","Rangers","130","483","566","127","83","22","2","20","96","61","62","2","83","9","4","8","14","23","2",".263","6195"
"A.J. Pierzynski","White Sox","136","472","509","124","86","24","0","14","54","50","25","5","66","8","3","1","21","1","1",".263","746"
"Nick Swisher","Athletics","150","539","659","141","82","36","1","22","84","78","100","12","131","10","9","1","13","3","2",".262","4599"
"David DeJesus","Royals","157","605","703","157","112","29","9","7","101","58","64","7","83","23","4","7","10","10","4",".260","1825"
"Paul Konerko","White Sox","151","549","636","142","77","34","0","31","71","90","78","9","102","3","6","0","21","0","1",".259","242"
"Carlos Delgado","Mets","139","538","607","139","85","30","0","24","71","87","52","8","118","11","6","0","12","4","0",".258","1297"
"Pat Burrell","Phillies","155","472","598","121","65","26","0","30","77","97","114","1","120","4","8","0","10","0","0",".256","949"
"Jack Cust","Athletics","124","395","507","101","56","18","1","26","61","82","105","2","164","1","6","0","6","0","2",".256","1564"
"Jason Varitek","Red Sox","131","435","518","111","76","15","3","17","57","68","71","9","122","8","4","0","9","1","2",".255","217"
"Bill Hall","Brewers","136","452","503","115","66","35","0","14","59","63","40","1","128","3","7","1","9","4","5",".254","1605"
"Kevin Millar","Orioles","140","476","562","121","77","26","1","17","63","63","76","2","94","8","2","0","8","1","1",".254","529"
"Jermaine Dye","White Sox","138","508","561","129","67","34","0","28","68","78","45","2","107","4","4","0","17","2","1",".254","911"
"Jose Bautista","Pirates","142","532","614","135","82","36","2","15","75","63","68","1","101","4","6","4","16","6","3",".254","1887"
"Khalil Greene","Padres","153","611","659","155","81","44","3","27","89","97","32","3","128","5","11","0","12","4","0",".254","1826"
"Pedro Feliz","Giants","150","557","590","141","91","28","2","20","61","72","29","2","70","1","3","0","15","2","2",".253","1112"
"Gary Matthews Jr.","Angels","140","516","579","130","83","26","3","18","79","72","55","6","102","2","6","0","12","18","4",".252","153"
"Jose Lopez","Mariners","149","524","561","132","102","17","2","11","58","62","20","0","64","5","3","9","16","2","3",".252","3114"
"Craig Biggio","Astros","141","517","555","130","86","31","3","10","68","50","23","0","112","3","5","7","5","4","3",".251","549"
"Jason Bay","Pirates","145","538","614","133","85","25","2","21","78","84","59","3","141","9","8","0","8","4","1",".247","1717"
"Alex Gordon","Royals","151","543","601","134","79","36","4","15","60","60","41","4","137","13","2","1","12","14","4",".247","5209"
"Omar Vizquel","Giants","145","513","575","126","101","18","3","4","54","51","44","6","48","1","3","14","14","14","6",".246","411"
"Felipe Lopez","Nationals","154","603","671","148","108","25","6","9","70","50","53","1","109","4","6","5","11","24","9",".245","1311"
"Dan Uggla","Marlins","159","632","728","155","72","49","3","31","113","88","68","0","167","13","11","4","10","2","1",".245","3442"
"Vernon Wells","Blue Jays","149","584","642","143","87","36","4","16","85","80","49","4","89","3","6","0","9","10","4",".245","1326"
"Jason Kendall","- - -","137","466","514","113","89","20","1","3","45","41","31","2","42","9","3","5","8","3","4",".242","993"
"Mike Cameron","Padres","151","571","651","138","78","33","6","21","88","78","67","1","160","8","3","2","9","18","5",".242","1070"
"Stephen Drew","Diamondbacks","150","543","619","129","85","28","4","12","60","60","60","5","100","3","8","5","4","9","0",".238","4251"
"Chris Young","Diamondbacks","148","569","624","135","71","29","3","32","85","68","43","1","141","6","5","1","5","27","6",".237","3882"
"Julio Lugo","Red Sox","147","570","630","135","89","36","2","8","71","73","48","0","82","0","4","8","9","33","6",".237","565"
"Brandon Inge","Tigers","151","508","577","120","79","25","2","14","64","71","47","5","150","11","4","7","8","9","2",".236","470"
"Rickie Weeks Jr.","Brewers","118","409","506","96","53","21","6","16","87","36","78","5","116","14","2","3","3","25","2",".235","1849"
"Juan Uribe","White Sox","150","513","563","120","80","18","2","20","55","68","34","2","112","4","5","7","6","1","9",".234","454"
"Andruw Jones","Braves","154","572","659","127","72","27","2","26","83","94","70","4","138","8","9","0","16","5","2",".222","96"
"Ray Durham","Giants","138","464","528","101","67","21","2","11","56","71","53","6","75","2","9","0","18","10","2",".218","230"
"Nick Punto","Twins","150","472","536","99","76","18","4","1","53","25","55","1","90","0","3","6","7","16","6",".210","1429"
