"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","SD","MD","playerid"
"Cole Hamels","Phillies","0.67","-14.61","15.28","4.48","0.47","1.03","","0.88","1.03","30","0.53","0.11","0","0","4972"
"Ross Ohlendorf","Pirates","0.65","-11.90","12.55","7.92","0.85","0.93","","0.87","1.08","29","0.24","0.46","0","0","8268"
"Barry Zito","Giants","0.56","-14.10","14.66","5.24","0.51","1.03","","0.88","1.24","32","0.29","0.25","0","0","944"
"Scott Baker","Twins","0.55","-13.08","13.63","8.28","0.84","0.89","","0.87","1.12","32","1.04","-0.42","0","0","6176"
"Joel Pineiro","Cardinals","0.49","-13.75","14.25","9.81","1.10","0.92","","0.87","0.93","29","2.23","-1.69","0","0","1094"
"Nick Blackburn","Twins","0.45","-14.91","15.36","7.01","0.67","0.95","","0.87","1.12","30","-0.22","0.70","0","0","4270"
"Ricky Romero","Blue Jays","0.43","-13.76","14.19","7.84","0.74","0.99","","0.86","0.99","29","-0.17","0.61","0","0","3403"
"Joe Blanton","Phillies","0.30","-14.19","14.48","7.28","0.76","0.97","","0.88","0.93","31","-0.34","0.65","0","0","4849"
"Carl Pavano","- - -","0.25","-14.04","14.29","-11.89","-1.20","0.89","","0.88","0.78","32","-0.79","1.07","0","0","790"
"Paul Maholm","Pirates","0.15","-15.93","16.08","-2.86","-0.19","1.07","","0.88","1.31","31","-0.75","0.90","0","0","8678"
"Aaron Harang","Reds","0.14","-12.20","12.34","2.37","0.17","0.94","","0.87","1.00","24","-0.89","1.04","0","0","1451"
"John Lannan","Nationals","0.13","-15.95","16.09","7.38","0.65","1.01","","0.87","1.15","31","-0.06","0.19","0","0","7080"
"Ryan Dempster","Cubs","0.13","-13.25","13.39","8.68","0.92","0.90","","0.86","0.98","30","0.95","-0.81","0","0","517"
"Johnny Cueto","Reds","0.09","-12.38","12.47","-1.16","-0.09","0.94","","0.87","1.00","30","-0.15","0.24","0","0","6893"
"Brett Anderson","Athletics","-0.01","-12.13","12.12","-1.16","-0.14","0.94","","0.87","1.10","29","0.81","-0.82","0","0","8223"
"Jason Hammel","Rockies","-0.04","-13.38","13.34","2.78","0.36","1.01","","0.82","1.37","33","0.26","-0.30","0","1","4538"
"James Shields","Rays","-0.21","-15.50","15.29","2.45","0.28","0.93","","0.86","1.37","33","0.17","-0.39","0","0","7059"
"Brad Penny","- - -","-0.25","-13.11","12.86","-8.92","-0.84","0.97","","0.88","1.12","29","-0.60","0.35","0","0","535"
"Max Scherzer","Diamondbacks","-0.25","-12.76","12.51","-2.59","-0.20","0.95","","0.88","0.80","30","-0.69","0.42","0","0","3137"
"Chad Billingsley","Dodgers","-0.28","-15.56","15.28","0.34","0.05","1.11","","0.87","1.08","33","0.59","-0.84","0","1","5842"
"Kevin Correia","Padres","-0.33","-13.49","13.16","0.13","-0.05","0.96","","0.87","1.11","32","0.45","-0.79","0","0","1767"
"Jon Garland","- - -","-0.47","-16.95","16.48","-1.28","-0.08","1.08","","0.87","0.81","32","-0.28","-0.15","0","0","232"
"Joe Saunders","Angels","-0.60","-15.23","14.63","-6.87","-0.53","1.01","","0.87","0.83","30","-0.91","0.31","0","0","4366"
"Trevor Cahill","Athletics","-0.76","-13.94","13.19","-6.58","-0.65","0.97","","0.87","0.96","32","-1.53","0.76","0","0","6249"
"Zach Duke","Pirates","-0.90","-13.83","12.93","3.58","0.37","0.84","","0.87","0.76","29","0.07","-1.14","0","0","3840"
"Jonathan Sanchez","Giants","-1.26","-13.09","11.83","-5.70","-0.65","0.98","","0.84","1.17","29","-0.16","-1.13","1","0","7507"
"Derek Lowe","Braves","-1.32","-15.68","14.35","-13.28","-1.39","1.00","","0.87","1.04","34","-1.83","0.51","0","0","199"
"Ricky Nolasco","Marlins","-1.46","-14.33","12.87","-15.13","-1.55","0.95","","0.87","1.26","29","0.71","-2.24","0","0","3830"
"Livan Hernandez","- - -","-1.60","-14.90","13.30","-19.74","-2.11","0.96","","0.87","1.11","29","-1.98","0.32","0","0","1116"
"Braden Looper","Brewers","-1.77","-15.81","14.04","-25.60","-2.64","0.93","","0.86","1.23","34","-3.95","2.05","0","0","526"
"Jeremy Guthrie","Orioles","-1.79","-16.23","14.44","-8.68","-0.85","0.94","","0.87","0.89","32","-0.78","-1.13","0","0","2072"
"Mike Pelfrey","Mets","-1.98","-15.37","13.40","-20.89","-2.10","0.98","","0.87","1.11","31","-0.92","-1.10","0","0","5203"
