"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Mark Teixeira","Yankees","156","609","707","178","93","43","3","39","103","122","81","9","114","12","5","0","13","2","0",".292","1281"
"Shane Victorino","Phillies","156","620","694","181","119","39","13","10","102","62","60","1","71","6","4","4","5","25","8",".292","1677"
"Ryan Zimmerman","Nationals","157","610","694","178","105","37","3","33","110","106","72","9","119","2","9","0","22","2","0",".292","4220"
"Nick Johnson","- - -","133","457","574","133","99","24","2","8","71","62","99","4","84","12","5","1","15","2","4",".291","828"
"Adam Kennedy","Athletics","129","529","587","153","112","29","1","11","65","63","45","2","86","4","3","5","8","20","6",".289","19"
"Jorge Cantu","Marlins","149","585","643","169","111","42","0","16","67","100","47","4","81","6","5","0","15","3","1",".289","2521"
"Juan Rivera","Angels","138","529","572","152","102","24","1","25","72","88","36","1","57","2","5","0","19","0","1",".287","843"
"Alex Rodriguez","Yankees","124","444","535","127","79","17","1","30","78","100","80","7","97","8","3","0","13","14","2",".286","1274"
"Aaron Hill","Blue Jays","158","682","734","195","122","37","0","36","103","108","42","1","98","5","4","1","17","6","2",".286","6104"
"Michael Bourn","Astros","157","606","678","173","131","27","12","3","97","35","63","1","140","2","2","5","1","61","12",".285","6387"
"Brad Hawpe","Rockies","145","501","588","143","75","42","3","23","82","86","79","7","145","4","4","0","18","1","3",".285","1885"
"Placido Polanco","Tigers","153","618","676","176","131","31","4","10","82","72","36","2","46","9","5","7","15","7","2",".285","1176"
"Cristian Guzman","Nationals","135","531","555","151","114","24","7","6","74","52","16","0","75","1","1","6","9","4","5",".284","728"
"Ryan Theriot","Cubs","154","602","677","171","139","20","5","7","81","54","51","1","93","6","5","13","13","21","10",".284","3811"
"Orlando Cabrera","- - -","160","656","708","186","138","36","3","9","83","77","36","1","71","0","10","6","22","13","4",".284","766"
"Marlon Byrd","Rangers","146","547","599","155","90","43","2","20","66","89","32","2","98","10","10","0","11","8","4",".283","950"
"Brian Roberts","Orioles","159","632","717","179","106","56","1","16","110","79","74","3","112","2","8","1","7","30","7",".283","166"
"Franklin Gutierrez","Mariners","153","565","629","160","117","24","1","18","85","70","46","3","122","3","2","13","14","16","5",".283","3255"
"Orlando Hudson","Dodgers","149","551","631","156","106","35","6","9","74","62","62","4","99","4","5","9","16","8","1",".283","1307"
"Marco Scutaro","Blue Jays","144","574","680","162","114","35","1","12","100","60","90","0","75","4","7","5","12","14","5",".282","1555"
"Hunter Pence","Astros","159","585","647","165","109","26","5","25","76","72","58","1","109","1","3","0","25","14","11",".282","8252"
"Chase Utley","Phillies","156","571","687","161","98","28","4","31","112","93","88","3","110","24","4","0","5","23","0",".282","1679"
"Johnny Damon","Yankees","143","550","626","155","92","36","3","24","107","82","71","1","98","2","1","2","9","12","0",".282","185"
"David DeJesus","Royals","144","558","627","157","107","28","9","13","74","71","51","0","87","8","5","5","10","4","9",".281","1825"
"James Loney","Dodgers","158","576","652","162","122","25","2","13","73","90","70","10","68","0","4","1","16","7","3",".281","4556"
"Evan Longoria","Rays","157","584","671","164","87","44","0","33","100","113","72","11","140","8","7","0","27","9","0",".281","9368"
"Brian McCann","Braves","138","488","551","137","80","35","1","21","63","94","49","3","83","5","6","3","17","4","1",".281","4810"
"Casey Blake","Dodgers","139","485","565","136","87","25","6","18","84","79","63","8","116","6","10","1","12","3","4",".280","719"
"Jeff Francoeur","- - -","157","593","632","166","115","32","4","15","72","76","23","5","92","6","9","1","13","6","4",".280","4792"
"Ryan Howard","Phillies","160","616","703","172","86","37","4","45","105","141","75","8","186","6","6","0","11","8","1",".279","2154"
"J.D. Drew","Red Sox","137","452","539","126","68","30","4","24","84","68","82","5","109","3","1","1","6","2","6",".279","1152"
"Adam LaRoche","- - -","150","555","629","154","89","38","2","25","78","83","69","12","142","0","5","0","11","2","2",".277","1904"
"Adrian Gonzalez","Padres","160","552","681","153","84","27","2","40","90","99","119","22","109","5","4","1","23","1","1",".277","1908"
"Adam Jones","Orioles","119","473","519","131","87","22","3","19","83","70","36","3","93","7","3","0","13","10","4",".277","6368"
"Alexei Ramirez","White Sox","148","542","606","150","120","14","1","15","71","68","49","3","66","1","8","6","15","14","5",".277","5133"
"Paul Konerko","White Sox","152","546","621","151","92","30","1","28","75","88","58","4","89","10","7","0","15","1","0",".277","242"
"Brandon Phillips","Reds","153","584","644","161","106","30","5","20","78","98","44","3","75","6","8","2","21","25","9",".276","791"
"Michael Cuddyer","Twins","153","588","650","162","89","34","7","32","93","94","54","3","118","6","2","0","22","6","1",".276","1534"
"Melky Cabrera","Yankees","154","485","540","133","91","28","1","13","66","68","43","4","59","4","4","4","15","10","2",".274","4022"
"Hideki Matsui","Yankees","142","456","528","125","75","21","1","28","62","90","64","1","75","4","2","0","4","0","1",".274","1659"
"Lance Berkman","Astros","136","460","563","126","69","31","1","25","73","80","97","14","98","1","4","0","13","7","4",".274","548"
"Kurt Suzuki","Athletics","147","570","614","156","103","37","1","15","74","88","28","0","59","8","7","1","14","8","2",".274","8259"
"Justin Morneau","Twins","135","508","590","139","77","31","1","30","85","100","72","12","86","3","7","0","12","0","0",".274","1737"
"Jose Lopez","Mariners","153","613","653","167","100","42","0","25","69","96","24","5","69","6","7","3","25","3","3",".272","3114"
"Raul Ibanez","Phillies","134","500","565","136","67","32","3","34","93","93","56","8","119","4","5","0","16","4","0",".272","607"
"Andre Ethier","Dodgers","160","596","685","162","86","42","3","31","92","106","72","10","116","13","4","0","19","6","4",".272","6265"
"Mark Teahen","Royals","144","524","571","142","95","34","1","12","69","50","37","4","123","6","2","2","12","8","1",".271","4511"
"Cody Ross","Marlins","151","559","604","151","89","37","1","24","73","90","34","1","122","9","2","0","18","5","2",".270","1760"
"Rafael Furcal","Dodgers","150","613","680","165","123","28","5","9","92","47","61","2","89","1","2","3","11","12","6",".269","88"
"Garret Anderson","Braves","135","496","534","133","93","27","0","13","52","61","27","2","73","2","9","0","11","1","0",".268","2"
"Jayson Werth","Phillies","159","571","676","153","90","26","1","36","98","99","91","8","156","8","6","0","11","20","3",".268","1327"
"Jason Bay","Red Sox","151","531","638","142","74","29","3","36","103","119","94","4","162","9","4","0","9","13","3",".267","1717"
"Adam Dunn","Nationals","159","546","668","146","79","29","0","38","81","105","116","16","177","4","2","0","8","0","1",".267","319"
"Elvis Andrus","Rangers","145","480","541","128","97","17","8","6","72","40","40","0","77","6","3","12","4","33","6",".267","8709"
"Daniel Murphy","Mets","155","508","556","135","81","38","4","12","60","63","38","4","69","0","6","4","13","4","2",".266","4316"
"Dexter Fowler","Rockies","135","433","518","115","72","29","10","4","73","34","67","1","116","1","3","14","4","27","10",".266","4062"
"Pedro Feliz","Phillies","158","580","625","154","110","30","2","12","62","82","35","3","68","3","5","2","12","0","1",".266","1112"
"Ryan Ludwick","Cardinals","139","486","542","129","86","20","1","22","63","97","41","3","106","7","4","1","6","4","2",".265","1260"
"Bengie Molina","Giants","132","491","520","130","84","25","1","20","52","80","13","3","68","5","11","0","14","0","0",".265","24"
"Chipper Jones","Braves","143","488","596","129","86","23","2","18","80","71","101","18","89","1","6","0","14","4","1",".264","97"
"Randy Winn","Giants","149","538","597","141","101","33","5","2","65","51","47","2","93","1","8","3","6","16","2",".262","1235"
"Chase Headley","Padres","156","543","612","142","97","31","2","12","62","64","62","3","133","5","2","0","19","10","2",".262","4720"
"Stephen Drew","Diamondbacks","135","533","595","139","86","29","12","12","71","65","49","7","87","1","7","5","5","5","1",".261","4251"
"Aaron Rowand","Giants","144","499","546","130","83","30","2","15","61","64","30","2","125","14","3","0","12","4","1",".261","254"
"David Eckstein","Padres","136","503","568","131","100","27","2","2","64","51","39","1","46","9","4","13","8","3","1",".260","10"
"Vernon Wells","Blue Jays","158","630","684","164","109","37","3","15","84","66","48","2","86","1","5","0","18","17","4",".260","1326"
"Nelson Cruz","Rangers","128","462","515","120","65","21","1","33","75","76","49","6","118","2","2","0","9","20","4",".260","2434"
"Mark Reynolds","Diamondbacks","155","578","662","150","75","30","1","44","98","102","76","3","223","5","3","0","8","24","9",".260","7619"
"Kosuke Fukudome","Cubs","146","499","603","129","75","38","5","11","79","54","93","3","112","3","5","3","15","6","10",".259","3263"
"Luke Scott","Orioles","128","449","506","116","64","26","1","25","61","77","55","5","104","1","1","0","4","0","0",".258","3469"
"Andy LaRoche","Pirates","150","524","590","135","89","29","5","12","64","64","50","1","84","8","2","6","16","3","1",".258","6444"
"Nate McLouth","- - -","129","507","591","130","81","27","2","20","86","70","68","1","99","9","4","3","8","19","6",".256","3190"
"Kevin Kouzmanoff","Padres","141","529","573","135","85","31","1","18","50","88","27","3","106","11","6","0","25","1","0",".255","5995"
"Jhonny Peralta","Indians","151","582","645","148","101","35","1","11","57","83","51","0","134","4","6","2","20","0","2",".254","1738"
"Ian Kinsler","Rangers","144","566","640","143","76","32","4","31","101","86","59","0","77","6","6","3","9","31","5",".253","6195"
"Emilio Bonifacio","Marlins","127","461","509","116","98","11","6","1","72","27","34","0","95","2","4","8","5","21","9",".252","4054"
"Colby Rasmus","Cardinals","147","474","520","119","79","22","2","16","72","52","36","3","95","3","2","5","5","3","1",".251","9893"
"Russell Branyan","Mariners","116","431","505","108","55","21","1","31","64","76","58","6","149","9","6","1","6","2","0",".251","370"
"Jermaine Dye","White Sox","141","503","574","126","79","19","1","27","78","81","64","2","108","5","2","0","15","0","2",".250","911"
"Mark DeRosa","- - -","139","515","576","129","82","23","1","23","78","78","47","1","121","7","5","2","11","3","2",".250","1392"
"Jimmy Rollins","Phillies","155","672","725","168","99","43","5","21","100","77","44","1","70","2","5","2","7","31","8",".250","971"
"Mike Cameron","Brewers","149","544","628","136","77","32","3","24","78","70","75","3","156","4","5","0","12","7","3",".250","1070"
"Edgar Renteria","Giants","124","460","510","115","90","19","1","5","50","48","39","5","69","1","5","5","17","7","2",".250","1178"
"Kaz Matsui","Astros","132","476","533","119","88","20","2","9","56","46","34","2","85","3","4","16","4","19","3",".250","1854"
"Russell Martin","Dodgers","143","505","588","126","100","19","0","7","63","53","69","9","80","11","1","2","18","11","6",".250","4616"
"Nick Swisher","Yankees","150","498","607","124","59","35","1","29","84","82","97","2","126","3","6","3","13","0","0",".249","4599"
"Curtis Granderson","Tigers","160","631","710","157","96","23","8","30","91","71","72","4","141","2","2","3","1","20","6",".249","4747"
"Grady Sizemore","Indians","106","436","503","108","64","20","6","18","73","64","60","1","92","4","1","2","4","13","8",".248","2197"
"Alex Rios","- - -","149","582","633","144","94","31","2","17","63","71","37","1","107","6","7","1","21","24","5",".247","2090"
"Clint Barmes","Rockies","154","550","604","135","77","32","3","23","69","76","31","2","121","10","7","6","6","12","10",".245","1830"
"Yuniesky Betancourt","- - -","134","470","508","115","83","20","6","6","40","49","21","0","44","0","6","11","17","3","3",".245","8585"
"Dan Uggla","Marlins","158","564","668","137","78","27","1","31","84","90","92","4","150","7","4","1","10","2","1",".243","3442"
"Jason Kendall","Brewers","134","452","526","109","86","19","2","2","48","43","46","6","58","17","5","6","11","7","2",".241","993"
"Alfonso Soriano","Cubs","117","477","522","115","69","25","1","20","64","55","40","6","118","3","2","0","7","9","2",".241","847"
"Melvin Upton Jr.","Rays","144","560","626","135","87","33","4","11","79","55","57","0","152","3","3","3","7","42","14",".241","5015"
"Aubrey Huff","- - -","150","536","597","129","83","30","1","15","59","85","51","7","87","5","5","0","15","0","6",".241","1213"
"Jack Cust","Athletics","149","513","612","123","82","16","0","25","88","70","93","5","185","2","4","0","7","4","1",".240","1564"
"David Ortiz","Red Sox","150","541","627","129","65","35","1","28","77","99","74","5","134","5","7","0","9","0","2",".238","745"
"Brandon Inge","Tigers","161","562","637","129","85","16","1","27","71","84","54","1","170","17","3","1","12","2","5",".230","470"
"Carlos Pena","Rays","135","471","570","107","41","25","2","39","91","100","87","11","163","9","3","0","5","3","3",".227","934"
