"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Alex Wood","Braves","11","11","2.78","35","24","1","0","0","2","0","171.2","694","151","58","53","16","45","1","6","5","0","170","13781"
"Tyson Ross","Padres","13","14","2.81","31","31","2","1","0","0","0","195.2","811","165","75","61","13","72","2","9","12","0","195","7872"
"Tanner Roark","Nationals","15","10","2.85","31","31","1","1","0","0","0","198.2","798","178","64","63","16","39","1","6","0","0","138","8753"
"Alex Cobb","Rays","10","9","2.87","27","27","0","0","0","0","0","166.1","681","142","56","53","11","47","1","10","8","0","149","6562"
"Julio Teheran","Braves","14","13","2.89","33","33","4","2","0","0","0","221.0","884","188","82","71","22","51","4","4","1","1","186","6797"
"Dallas Keuchel","Astros","12","9","2.92","29","29","5","1","0","0","0","200.0","808","187","71","65","11","48","2","7","7","0","146","9434"
"Madison Bumgarner","Giants","18","10","2.98","33","33","4","2","0","0","0","217.1","873","194","81","72","21","43","3","6","4","1","219","5524"
"Jeff Samardzija","- - -","7","13","2.99","33","33","2","0","0","0","0","219.2","879","191","86","73","20","43","3","10","10","0","202","3254"
"Edinson Volquez","Pirates","13","7","3.04","32","31","1","0","0","0","0","192.2","809","166","75","65","17","71","6","14","15","0","140","3990"
"Sonny Gray","Athletics","14","10","3.08","33","33","2","2","0","0","0","219.0","899","187","84","75","15","74","2","7","15","0","183","12768"
"Stephen Strasburg","Nationals","14","11","3.14","34","34","0","0","0","0","0","215.0","868","198","86","75","23","43","4","5","7","0","242","10131"
"Max Scherzer","Tigers","18","5","3.15","33","33","1","1","0","0","0","220.1","904","196","80","77","18","63","1","6","10","1","252","3137"
"Yordano Ventura","Royals","14","10","3.20","31","30","0","0","0","0","0","183.0","782","168","70","65","14","69","1","5","11","1","159","11855"
"James Shields","Royals","14","8","3.21","34","34","1","1","0","0","0","227.0","939","224","95","81","23","44","0","11","12","2","180","7059"
"David Price","- - -","15","12","3.26","34","34","3","0","0","0","0","248.1","1009","230","100","90","25","38","1","5","2","0","271","3184"
"Jose Quintana","White Sox","9","11","3.32","32","32","0","0","0","0","0","200.1","830","197","87","74","10","52","3","2","7","0","178","11423"
"Chris Archer","Rays","10","9","3.33","32","32","0","0","0","0","0","194.2","822","177","85","72","12","72","1","8","8","0","173","6345"
"Chris Tillman","Orioles","13","6","3.34","34","34","1","1","0","0","0","207.1","871","189","83","77","21","66","1","4","8","0","150","5279"
"Francisco Liriano","Pirates","7","10","3.38","29","29","0","0","0","0","0","162.1","691","130","68","61","13","81","3","4","12","0","175","3201"
"Mark Buehrle","Blue Jays","13","10","3.39","32","32","0","0","0","0","0","202.0","857","228","83","76","15","46","0","4","2","1","119","225"
"Jon Niese","Mets","9","11","3.40","30","30","0","0","0","0","0","187.2","786","193","80","71","17","45","0","7","3","0","138","4424"
"Rick Porcello","Tigers","15","13","3.43","32","31","3","3","0","0","0","204.2","840","211","89","78","18","41","4","4","0","0","129","2717"
"Alfredo Simon","Reds","15","10","3.44","32","32","0","0","0","0","0","196.1","818","181","80","75","22","56","7","12","3","0","127","2155"
"Josh Collmenter","Diamondbacks","11","9","3.46","33","28","1","1","1","0","0","179.1","719","163","75","69","18","39","2","4","2","0","115","7312"
"Jason Hammel","- - -","10","11","3.47","30","29","0","0","0","0","0","176.1","715","154","70","68","23","44","2","8","6","0","158","4538"
"Yovani Gallardo","Brewers","8","11","3.51","32","32","0","0","0","0","0","192.1","817","195","86","75","21","54","2","4","8","0","146","8173"
"Hisashi Iwakuma","Mariners","15","9","3.52","28","28","0","0","0","0","0","179.0","709","167","70","70","20","21","2","2","2","0","154","13048"
"Phil Hughes","Twins","16","10","3.52","32","32","1","0","0","0","0","209.2","855","221","88","82","16","16","1","5","1","0","186","7450"
"Wily Peralta","Brewers","17","11","3.53","32","32","0","0","0","0","0","198.2","838","198","88","78","23","61","0","7","7","0","154","7738"
"Wei-Yin Chen","Orioles","16","6","3.54","31","31","0","0","0","0","0","185.2","772","193","77","73","23","35","2","3","2","0","136","13071"
"Kyle Lohse","Brewers","13","9","3.54","31","31","2","2","0","0","0","198.1","817","183","87","78","22","45","0","8","1","0","141","739"
"Zack Wheeler","Mets","11","11","3.54","32","32","1","1","0","0","0","185.1","794","167","84","73","14","79","3","11","9","0","187","10310"
"Scott Kazmir","Athletics","15","9","3.55","32","32","2","0","0","0","0","190.1","777","171","81","75","16","50","1","4","9","1","164","4897"
"Tim Hudson","Giants","9","13","3.57","31","31","1","0","0","0","0","189.1","789","199","86","75","15","34","3","7","2","0","120","921"
"Aaron Harang","Braves","12","12","3.57","33","33","0","0","0","0","0","204.1","876","215","88","81","15","71","4","1","9","0","161","1451"
"Jered Weaver","Angels","18","9","3.59","34","34","1","0","0","0","0","213.1","888","193","87","85","27","65","1","6","3","0","169","4235"
"Ian Kennedy","Padres","13","13","3.63","33","33","0","0","0","0","0","201.0","846","189","85","81","16","70","4","4","11","0","207","6986"
"Matt Garza","Brewers","8","8","3.64","27","27","1","1","0","0","0","163.1","680","143","77","66","12","50","2","4","3","1","126","3340"
"Bud Norris","Orioles","15","8","3.65","28","28","0","0","0","0","0","165.1","687","149","68","67","20","52","2","14","3","0","139","9492"
"Chris Young","Mariners","12","9","3.65","30","29","0","0","0","0","0","165.0","688","143","70","67","26","60","3","3","5","1","108","3196"
"Jarred Cosart","- - -","13","11","3.69","30","30","0","0","0","0","0","180.1","766","173","80","74","9","73","1","3","7","0","115","10304"
"Mike Leake","Reds","11","13","3.70","33","33","0","0","0","0","0","214.1","902","217","93","88","23","50","3","13","4","0","164","10130"
"Jason Vargas","Royals","11","10","3.71","30","30","1","1","0","0","0","187.0","790","197","82","77","19","41","4","6","1","1","128","8044"
"Hiroki Kuroda","Yankees","11","9","3.71","32","32","0","0","0","0","0","199.0","820","191","91","82","20","35","0","7","13","0","146","3283"
"R.A. Dickey","Blue Jays","14","13","3.71","34","34","1","0","0","0","0","215.2","914","191","101","89","26","74","2","14","5","0","173","1245"
"Jake Peavy","- - -","7","13","3.73","32","32","0","0","0","0","0","202.2","852","196","91","84","23","63","2","9","5","2","158","1051"
"Shelby Miller","Cardinals","10","9","3.74","32","31","1","1","0","0","0","183.0","764","160","78","76","22","73","4","2","4","0","127","10197"
"Scott Feldman","Astros","8","12","3.74","29","29","2","1","0","0","0","180.1","765","185","86","75","16","50","5","11","6","1","107","6283"
"Tom Koehler","Marlins","10","10","3.81","32","32","0","0","0","0","0","191.1","803","177","84","81","16","71","0","7","4","0","153","6570"
"John Lackey","- - -","14","10","3.82","31","31","1","0","0","0","0","198.0","833","206","94","84","24","47","1","1","4","2","164","1507"
"Roenis Elias","Mariners","10","12","3.85","29","29","1","1","0","0","0","163.2","693","151","77","70","16","64","3","11","6","4","143","12673"
"Ervin Santana","Braves","14","10","3.95","31","31","0","0","0","0","0","196.0","817","193","90","86","16","63","4","4","9","0","179","3200"
"Ryan Vogelsong","Giants","8","13","4.00","32","32","1","0","0","0","0","184.2","780","178","86","82","18","58","2","9","2","0","151","1011"
"Dan Haren","Dodgers","13","11","4.02","32","32","0","0","0","0","0","186.0","776","183","101","83","27","36","7","3","8","1","145","1757"
"Brandon McCarthy","- - -","10","15","4.05","32","32","1","1","0","0","0","200.0","836","222","100","90","25","33","4","3","4","0","175","4662"
"Bartolo Colon","Mets","15","13","4.09","31","31","0","0","0","0","0","202.1","846","218","97","92","22","30","3","5","2","0","151","375"
"Roberto Hernandez","- - -","8","11","4.10","32","29","0","0","0","0","1","164.2","722","156","84","75","19","73","7","9","5","0","105","3273"
"Jorge de la Rosa","Rockies","14","11","4.10","32","32","0","0","0","0","0","184.1","768","161","90","84","21","67","2","9","9","0","139","2047"
"Jake Odorizzi","Rays","11","13","4.13","31","31","0","0","0","0","0","168.0","719","156","79","77","20","59","0","5","3","0","174","6397"
"Jeremy Guthrie","Royals","13","11","4.13","32","32","1","0","0","0","0","202.2","864","215","100","93","23","49","0","14","3","0","124","2072"
"Eric Stults","Padres","8","17","4.30","32","32","0","0","0","0","0","176.0","763","197","93","84","26","45","3","4","3","0","111","8011"
"Wade Miley","Diamondbacks","8","12","4.34","33","33","0","0","0","0","0","201.1","866","207","103","97","23","75","3","4","9","0","183","8779"
"Nathan Eovaldi","Marlins","6","14","4.37","33","33","0","0","0","0","0","199.2","854","223","107","97","14","43","5","7","6","0","142","9132"
"Kyle Gibson","Twins","13","12","4.47","31","31","0","0","0","0","0","179.1","757","178","91","89","12","57","0","2","11","0","107","10123"
"Drew Hutchison","Blue Jays","11","13","4.48","32","32","1","1","0","0","0","184.2","786","173","92","92","23","60","1","7","4","2","184","10732"
"C.J. Wilson","Angels","13","10","4.51","31","31","1","1","0","0","0","175.2","761","169","95","88","17","85","5","11","9","0","151","3580"
"Justin Verlander","Tigers","15","12","4.54","32","32","0","0","0","0","0","206.0","893","223","114","104","18","65","1","5","5","1","159","8700"
"A.J. Burnett","Phillies","8","18","4.59","34","34","1","0","0","0","0","213.2","935","205","122","109","20","96","2","16","9","0","190","512"
"Kyle Kendrick","Phillies","10","13","4.61","32","32","0","0","0","0","0","199.0","865","214","108","102","25","57","4","11","5","0","121","6230"
"John Danks","White Sox","11","11","4.74","32","32","0","0","0","0","0","193.2","855","205","106","102","25","74","1","9","7","0","129","6329"
"Hector Noesi","- - -","8","12","4.75","33","27","1","0","0","0","0","172.1","733","180","98","91","28","56","1","2","9","1","123","3292"
"Travis Wood","Cubs","8","13","5.03","31","31","0","0","0","0","0","173.2","781","190","110","97","20","76","1","7","2","0","146","9884"
"Colby Lewis","Rangers","10","14","5.18","29","29","2","1","0","0","0","170.1","762","211","107","98","25","48","5","8","3","1","133","1259"
"Clay Buchholz","Red Sox","8","11","5.34","28","28","2","2","0","0","0","170.1","737","182","108","101","17","54","2","10","8","0","132","3543"
