"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","SD","MD","playerid"
"Yordano Ventura","Royals","0.96","-12.92","13.87","12.22","1.30","1.00","0.83","0.87","0.99","31","0.85","0.11","1","0","11855"
"Yovani Gallardo","Brewers","0.88","-13.99","14.87","1.42","0.24","1.04","","0.87","1.11","32","0.44","0.40","0","0","8173"
"Chris Archer","Rays","0.87","-13.39","14.26","1.22","0.11","1.02","","0.88","1.11","32","1.27","-0.42","0","0","6345"
"Hiroki Kuroda","Yankees","0.82","-13.80","14.61","2.61","0.26","1.01","","0.87","1.30","32","0.75","0.06","0","0","3283"
"Wei-Yin Chen","Orioles","0.80","-11.98","12.77","8.85","0.97","0.92","","0.86","1.20","31","0.32","0.55","0","0","13071"
"Bud Norris","Orioles","0.73","-12.48","13.21","9.76","1.01","1.04","","0.88","1.12","28","-0.38","1.09","0","0","9492"
"Stephen Strasburg","Nationals","0.72","-13.33","14.05","9.96","1.15","0.91","","0.88","0.88","34","1.54","-0.75","0","0","10131"
"Rick Porcello","Tigers","0.69","-13.43","14.12","6.72","0.70","0.92","","0.92","1.18","28","0.47","0.27","0","1","2717"
"Wily Peralta","Brewers","0.68","-13.85","14.53","3.74","0.41","1.00","","0.87","1.14","32","0.78","-0.10","0","0","7738"
"Edinson Volquez","Pirates","0.67","-13.05","13.72","7.54","0.96","1.00","","0.86","1.26","31","0.59","0.08","0","0","3990"
"Jason Vargas","Royals","0.65","-12.61","13.26","7.88","0.86","0.95","","0.87","0.99","29","0.49","0.20","0","0","8044"
"Scott Feldman","Astros","0.57","-12.66","13.23","2.57","0.21","0.97","","0.87","1.18","27","-0.30","0.88","0","0","6283"
"Jason Hammel","- - -","0.53","-10.70","11.24","6.71","0.71","0.89","","0.85","1.12","29","0.35","0.25","0","0","4538"
"Shelby Miller","Cardinals","0.52","-12.91","13.43","0.08","-0.01","0.99","","0.86","1.33","31","-0.21","0.73","0","1","10197"
"Kyle Gibson","Twins","0.49","-12.37","12.86","-3.69","-0.57","0.96","","0.87","0.98","31","0.65","-0.14","0","0","10123"
"Kyle Lohse","Brewers","0.42","-13.22","13.65","2.86","0.18","0.97","","0.88","1.18","29","0.52","-0.09","0","0","739"
"Aaron Harang","Braves","0.40","-15.80","16.20","-2.60","-0.28","1.06","","0.87","1.15","33","-0.44","0.82","0","0","1451"
"Zack Wheeler","Mets","0.40","-13.91","14.31","-5.95","-0.66","1.02","","0.88","0.92","31","-0.92","1.30","0","0","10310"
"Dallas Keuchel","Astros","0.36","-13.54","13.90","23.03","2.51","0.97","","0.87","1.02","24","1.89","-1.52","0","0","9434"
"Jorge de la Rosa","Rockies","0.33","-12.79","13.12","7.34","0.27","0.93","","0.87","0.77","32","1.08","-0.72","0","0","2047"
"Matt Garza","Brewers","0.28","-11.79","12.07","0.11","-0.05","1.03","","0.88","1.29","26","1.15","-0.88","0","0","3340"
"John Lackey","- - -","0.27","-13.72","14.00","-1.95","-0.24","0.94","","0.87","1.12","30","-0.48","0.77","0","0","1507"
"Ervin Santana","Braves","0.24","-13.72","13.95","-3.88","-0.43","1.00","","0.86","1.26","31","-0.38","0.61","0","0","3200"
"Francisco Liriano","Pirates","0.20","-11.72","11.92","1.12","0.09","1.04","","0.87","1.07","29","0.37","-0.18","0","0","3201"
"Scott Kazmir","Athletics","0.19","-12.09","12.28","6.57","0.63","0.88","","0.87","0.80","30","0.87","-0.66","0","0","4897"
"Josh Collmenter","Diamondbacks","0.19","-11.69","11.87","7.31","0.77","0.92","0.66","0.95","1.01","30","1.11","-0.91","3","0","7312"
"Roenis Elias","Mariners","0.00","-11.96","11.96","-2.67","-0.36","0.98","","0.87","0.97","28","-0.81","0.81","0","0","12673"
"Drew Hutchison","Blue Jays","-0.05","-13.88","13.84","-2.87","-0.39","1.03","","0.88","1.11","31","-0.18","0.13","0","0","10732"
"Jon Niese","Mets","-0.11","-13.34","13.22","-3.22","-0.34","0.98","","0.87","1.17","30","-0.65","0.54","0","0","4424"
"Chris Young","Mariners","-0.12","-11.12","11.00","2.17","0.29","0.92","1.26","0.88","1.02","30","-0.73","0.60","1","0","3196"
"Tyson Ross","Padres","-0.16","-13.73","13.57","5.60","0.72","0.96","","0.87","0.85","29","1.77","-1.94","0","0","7872"
"Mike Leake","Reds","-0.17","-16.42","16.25","2.98","0.36","1.02","","0.87","1.18","33","-0.40","0.23","0","0","10130"
"Jake Odorizzi","Rays","-0.25","-11.96","11.71","-2.56","-0.12","0.98","","0.87","1.01","31","0.02","-0.28","0","0","6397"
"Tom Koehler","Marlins","-0.28","-15.45","15.16","3.27","0.38","1.08","","0.88","1.35","32","0.25","-0.51","0","0","6570"
"Tim Hudson","Giants","-0.49","-13.59","13.10","-5.00","-0.62","0.96","","0.86","0.95","30","-0.47","-0.04","0","0","921"
"Ian Kennedy","Padres","-0.50","-15.32","14.82","-0.48","-0.17","1.04","","0.87","0.94","33","-0.25","-0.23","0","0","6986"
"Jake Peavy","- - -","-0.50","-14.83","14.33","2.12","0.21","0.98","","0.86","1.13","32","-1.46","0.94","0","0","1051"
"Brandon McCarthy","- - -","-0.58","-14.59","14.01","-7.38","-0.69","0.95","","0.87","1.03","31","-0.63","0.01","0","0","4662"
"Jeremy Guthrie","Royals","-0.70","-15.09","14.39","-6.44","-0.73","0.98","","0.86","1.11","31","-0.74","0.02","0","0","2072"
"Wade Miley","Diamondbacks","-0.91","-16.80","15.89","-8.28","-0.80","1.07","","0.87","1.32","33","-0.65","-0.20","0","0","8779"
"Ryan Vogelsong","Giants","-1.07","-14.06","12.99","-11.81","-1.09","1.00","","0.85","1.09","31","-0.86","-0.21","0","0","1011"
"John Danks","White Sox","-1.33","-14.95","13.63","-14.57","-1.55","0.94","","0.87","0.88","32","-2.63","1.22","0","0","6329"
"R.A. Dickey","Blue Jays","-1.37","-16.58","15.21","-6.41","-0.68","0.96","","0.87","1.11","33","0.05","-1.48","0","0","1245"
"Bartolo Colon","Mets","-1.42","-13.45","12.02","-13.64","-1.52","0.83","","0.87","0.74","31","-1.00","-0.72","0","0","375"
"Hector Noesi","- - -","-1.55","-13.28","11.73","-16.70","-1.75","0.94","0.84","0.86","1.14","29","-0.61","-1.04","0","1","3292"
"Nathan Eovaldi","Marlins","-1.74","-15.73","13.99","-16.25","-1.93","1.00","","0.88","1.05","33","-0.48","-1.26","0","0","9132"
"Colby Lewis","Rangers","-1.75","-12.85","11.10","-22.93","-2.43","0.86","","0.86","0.81","27","-2.36","0.33","0","0","1259"
"Dan Haren","Dodgers","-1.84","-14.26","12.42","-18.44","-1.91","0.96","","0.87","0.99","32","-1.73","-0.19","0","0","1757"
"Justin Verlander","Tigers","-1.84","-16.92","15.07","-12.39","-1.36","1.01","","0.88","0.78","32","-1.23","-0.60","0","0","8700"
"Eric Stults","Padres","-1.93","-14.52","12.60","-17.43","-2.06","1.03","","0.87","1.04","32","-1.87","0.00","0","0","8011"
"Roberto Hernandez","- - -","-1.93","-13.64","11.70","-12.56","-1.39","0.99","2.55","0.96","1.17","31","-1.47","-0.48","0","1","3273"
"Kyle Kendrick","Phillies","-2.41","-16.81","14.40","-15.06","-1.77","1.02","","0.88","1.21","32","-1.41","-0.96","0","0","6230"
"Travis Wood","Cubs","-2.48","-14.77","12.29","-30.77","-3.35","0.96","","0.87","1.01","31","-2.52","-0.07","0","0","9884"
"A.J. Burnett","Phillies","-2.69","-17.43","14.74","-25.30","-2.92","0.97","","0.88","0.89","33","-1.91","-0.86","0","0","512"
"C.J. Wilson","Angels","-2.69","-14.54","11.85","-20.44","-2.30","0.97","","0.87","0.83","30","-0.95","-1.82","0","0","3580"
"Clay Buchholz","Red Sox","-2.94","-15.30","12.36","-21.37","-2.20","1.02","","0.87","1.15","26","-0.98","-1.91","0","0","3543"
