"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Brandon Inge","Tigers","159","601","27","83","83","7","7.2 %","21.3 %",".210",".281",".253",".313",".463",".331","97","1.2","-1.4","24.0","4.2","470"
"J.D. Drew","Dodgers","146","594","20","84","100","2","15.0 %","17.8 %",".215",".321",".283",".393",".498",".380","130","3.6","26.8","-3.2","4.2","1152"
"David DeJesus","Royals","119","552","8","83","56","6","7.8 %","12.7 %",".151",".329",".295",".364",".446",".351","110","4.6","11.6","12.3","4.2","1825"
"Ramon Hernandez","Orioles","144","560","23","66","91","1","7.7 %","14.1 %",".204",".285",".275",".343",".479",".352","110","-1.6","5.5","17.8","4.1","918"
"Curtis Granderson","Tigers","159","679","19","90","68","8","9.7 %","25.6 %",".178",".333",".260",".335",".438",".335","99","4.4","3.9","14.0","4.0","4747"
"Joe Crede","White Sox","150","586","30","76","94","0","4.8 %","9.9 %",".222",".268",".283",".323",".506",".350","106","-2.7","1.5","19.0","3.9","227"
"Nick Swisher","Athletics","157","672","35","106","95","1","14.4 %","22.6 %",".239",".283",".254",".372",".493",".369","124","2.1","23.3","-5.9","3.9","4599"
"Austin Kearns","- - -","150","629","24","86","86","9","12.1 %","21.5 %",".203",".308",".264",".363",".467",".358","114","0.2","11.6","7.7","3.9","332"
"Gary Matthews Jr.","Rangers","147","690","19","102","79","10","8.4 %","14.3 %",".182",".343",".313",".371",".495",".369","118","-0.2","16.1","0.2","3.9","153"
"Ryan Zimmerman","Nationals","157","682","20","84","110","11","8.9 %","17.6 %",".184",".326",".287",".351",".471",".351","112","0.0","10.9","6.1","3.8","4220"
"Alex Rodriguez","Yankees","154","674","35","113","121","15","13.4 %","20.6 %",".233",".326",".290",".392",".523",".389","136","-0.8","30.2","-14.0","3.8","1274"
"Rafael Furcal","Dodgers","159","736","15","113","63","37","9.9 %","13.3 %",".145",".333",".300",".369",".445",".355","113","4.5","17.0","-2.2","3.8","88"
"Ryan Freel","Reds","132","523","8","67","27","37","10.9 %","18.7 %",".128",".330",".271",".363",".399",".340","100","2.4","2.1","19.7","3.8","1207"
"Justin Morneau","Twins","157","661","34","97","130","3","8.0 %","14.1 %",".238",".328",".321",".375",".559",".390","138","-3.9","28.4","-12.3","3.8","1737"
"Aramis Ramirez","Cubs","157","660","38","93","119","2","7.6 %","9.5 %",".269",".270",".291",".352",".561",".381","125","-4.6","17.0","-0.6","3.7","1002"
"Ray Durham","Giants","137","555","26","79","93","7","9.2 %","11.0 %",".245",".291",".293",".360",".538",".378","126","-1.3","17.3","1.8","3.6","230"
"Johnny Damon","Yankees","149","671","24","115","80","25","10.0 %","12.7 %",".197",".297",".285",".359",".482",".362","117","7.4","22.4","-8.3","3.6","185"
"Nick Punto","Twins","135","524","1","73","45","17","9.0 %","13.0 %",".083",".332",".290",".352",".373",".322","93","4.0","-0.9","20.1","3.6","1429"
"Edgar Renteria","Braves","149","673","14","100","70","17","9.2 %","13.2 %",".144",".324",".293",".361",".436",".349","108","0.8","7.7","7.2","3.6","1178"
"Bobby Abreu","- - -","156","686","15","98","107","30","18.1 %","20.1 %",".164",".366",".297",".424",".462",".388","132","7.5","35.9","-21.8","3.6","945"
"Mark Teixeira","Rangers","162","727","33","99","110","2","12.2 %","17.6 %",".232",".304",".282",".371",".514",".374","121","0.4","20.2","-8.7","3.5","1281"
"Vladimir Guerrero","Angels","156","665","33","92","116","15","7.5 %","10.2 %",".222",".327",".329",".382",".552",".386","134","-3.6","25.5","-11.8","3.5","778"
"Matt Holliday","Rockies","155","667","34","119","114","10","7.0 %","16.5 %",".261",".351",".326",".387",".586",".410","139","-3.1","30.5","-16.6","3.5","1873"
"Raul Ibanez","Mariners","159","699","33","103","123","2","9.3 %","16.5 %",".227",".305",".289",".353",".516",".362","121","0.0","19.1","-7.7","3.4","607"
"Eric Chavez","Athletics","137","576","22","74","72","3","14.6 %","17.4 %",".194",".257",".241",".351",".435",".340","105","-2.9","0.7","14.6","3.4","906"
"Troy Glaus","Blue Jays","153","634","38","105","104","3","13.6 %","21.1 %",".261",".263",".252",".355",".513",".367","119","-0.7","15.2","-2.3","3.4","15"
"Michael Young","Rangers","162","748","14","93","103","7","6.4 %","12.8 %",".145",".345",".314",".356",".459",".352","107","-3.9","2.6","6.3","3.4","1286"
"Omar Vizquel","Giants","153","659","4","88","58","24","8.5 %","7.7 %",".093",".316",".295",".361",".389",".331","95","0.7","-3.5","16.1","3.3","411"
"Willy Taveras","Astros","149","587","1","83","30","33","5.8 %","15.0 %",".060",".330",".278",".333",".338",".302","77","9.2","-8.1","22.3","3.3","1876"
"Emil Brown","Royals","147","601","15","77","81","6","9.8 %","15.8 %",".171",".319",".287",".358",".457",".351","110","0.1","7.7","5.3","3.3","1197"
"Juan Pierre","Cubs","162","750","3","87","40","58","4.3 %","5.1 %",".096",".305",".292",".330",".388",".315","82","8.0","-9.9","16.7","3.1","443"
"Michael Cuddyer","Twins","150","635","24","102","109","6","9.8 %","20.5 %",".221",".328",".284",".362",".504",".368","123","2.0","21.1","-11.4","3.1","1534"
"Brian Roberts","Orioles","138","630","10","85","55","36","8.7 %","10.5 %",".124",".307",".286",".347",".410",".330","95","4.1","0.2","9.6","3.1","166"
"Dave Roberts","Padres","129","567","2","80","44","49","9.0 %","10.8 %",".100",".327",".293",".360",".393",".332","104","7.9","10.8","1.9","3.1","670"
"Brian Giles","Padres","158","717","14","87","83","9","14.5 %","8.4 %",".134",".272",".263",".374",".397",".342","111","-0.2","10.0","-2.8","3.0","990"
"Jason Giambi","Yankees","139","579","37","92","113","2","19.0 %","18.3 %",".305",".245",".253",".413",".558",".407","147","-3.7","31.4","-20.4","3.0","818"
"Jermaine Dye","White Sox","146","611","44","103","120","7","9.7 %","19.3 %",".306",".328",".315",".385",".622",".418","151","-3.0","36.9","-27.4","3.0","911"
"Paul Konerko","White Sox","152","643","35","97","113","1","9.3 %","16.2 %",".239",".326",".313",".381",".551",".394","135","-9.2","19.7","-11.4","3.0","242"
"Ivan Rodriguez","Tigers","136","580","13","74","69","8","4.5 %","14.8 %",".137",".336",".300",".332",".437",".330","96","1.3","-1.5","11.9","2.9","1275"
"Eric Byrnes","Diamondbacks","143","606","26","82","79","25","5.6 %","14.5 %",".215",".275",".267",".313",".482",".337","95","3.2","-0.6","10.7","2.9","905"
"Adrian Gonzalez","Padres","156","631","24","83","82","0","8.2 %","17.9 %",".196",".340",".304",".362",".500",".365","126","-6.6","14.5","-5.3","2.9","1908"
"Manny Ramirez","Red Sox","130","558","35","79","102","0","17.9 %","18.3 %",".298",".341",".321",".439",".619",".436","163","-3.8","41.6","-30.8","2.9","210"
"Jason Kendall","Athletics","143","626","1","76","50","11","8.5 %","8.6 %",".047",".323",".295",".367",".342",".321","93","-0.4","-6.4","14.8","2.9","993"
"Mark DeRosa","Rangers","136","572","13","78","74","4","7.7 %","17.8 %",".160",".346",".296",".357",".456",".353","107","-2.1","3.2","6.8","2.9","1392"
"Kenji Johjima","Mariners","144","542","18","61","76","3","3.7 %","8.5 %",".160",".290",".291",".332",".451",".338","105","-3.8","-0.3","11.1","2.8","5811"
"Matt Murton","Cubs","144","508","13","70","62","5","8.9 %","12.2 %",".147",".319",".297",".365",".444",".353","107","-1.5","2.9","9.5","2.8","6307"
"Carlos Delgado","Mets","144","618","38","89","114","0","12.0 %","19.4 %",".282",".269",".265",".361",".548",".377","128","-1.4","21.1","-12.7","2.8","1297"
"Victor Martinez","Indians","153","652","16","82","93","0","10.9 %","12.0 %",".149",".341",".316",".391",".465",".370","123","-10.4","9.3","-2.9","2.8","393"
"Brad Hawpe","Rockies","150","575","22","67","84","5","12.9 %","21.4 %",".222",".348",".293",".383",".515",".379","118","1.1","14.8","-6.2","2.7","1885"
"Mark Grudzielanek","Royals","134","586","7","85","52","3","4.8 %","11.8 %",".111",".327",".297",".331",".409",".319","89","2.0","-6.1","13.6","2.7","653"
"Jamey Carroll","Rockies","136","534","5","84","36","10","10.5 %","12.4 %",".104",".339",".300",".377",".404",".347","97","-1.4","-3.5","13.3","2.7","1591"
"Orlando Cabrera","Angels","153","675","9","95","72","27","7.6 %","8.6 %",".122",".294",".282",".335",".404",".322","92","6.5","-0.4","4.6","2.7","766"
"Kevin Youkilis","Red Sox","147","680","13","100","72","5","13.4 %","17.6 %",".149",".327",".279",".381",".429",".357","111","1.5","10.8","-6.9","2.7","1935"
"Aaron Hill","Blue Jays","155","606","6","70","50","5","6.9 %","10.9 %",".095",".319",".291",".349",".386",".323","90","3.9","-3.8","9.1","2.5","6104"
"Paul Lo Duca","Mets","124","551","5","80","49","3","4.4 %","6.9 %",".109",".335",".318",".355",".428",".342","105","-3.7","0.2","7.5","2.5","662"
"Mike Lowell","Red Sox","153","631","20","79","80","2","7.4 %","9.7 %",".190",".287",".284",".339",".475",".346","103","-5.0","-2.3","6.5","2.5","527"
"Tony Graffanino","- - -","129","511","7","68","59","5","8.8 %","13.3 %",".132",".309",".274",".345",".406",".330","96","2.1","-0.6","9.0","2.5","235"
"Frank Thomas","Athletics","137","559","39","77","114","0","14.5 %","14.5 %",".275",".247",".270",".381",".545",".392","139","-8.2","20.1","-14.6","2.4","255"
"Richie Sexson","Mariners","158","663","34","75","107","1","9.7 %","23.2 %",".240",".300",".264",".338",".504",".356","117","-6.0","8.6","-6.8","2.4","709"
"Robinson Cano","Yankees","122","508","15","62","78","5","3.5 %","10.6 %",".183",".359",".342",".365",".525",".377","128","-4.2","14.0","-7.1","2.4","3269"
"Torii Hunter","Twins","147","611","31","86","98","12","7.4 %","17.7 %",".212",".294",".278",".336",".490",".352","113","-1.2","8.6","-6.3","2.3","731"
"Josh Barfield","Padres","150","578","13","72","58","21","5.2 %","14.0 %",".143",".307",".280",".318",".423",".315","93","5.5","0.4","3.7","2.3","3622"
"Adam Everett","Astros","150","566","6","52","59","9","6.0 %","12.5 %",".113",".265",".239",".290",".352",".278","62","0.6","-27.7","31.7","2.2","1430"
"Adam LaRoche","Braves","149","557","32","89","90","0","9.9 %","23.0 %",".276",".319",".285",".354",".561",".381","129","-0.8","20.1","-15.8","2.2","1904"
"Luis Castillo","Twins","142","652","3","84","49","25","8.6 %","8.9 %",".074",".324",".296",".358",".370",".325","95","0.6","-3.5","3.4","2.2","513"
"Scott Hatteberg","Reds","141","539","13","62","51","2","13.7 %","7.6 %",".147",".293",".289",".389",".436",".363","114","-1.6","8.6","-5.2","2.1","916"
"Nomar Garciaparra","Dodgers","122","523","20","82","93","3","8.0 %","5.7 %",".203",".288",".303",".367",".505",".369","122","-5.6","9.6","-6.0","2.0","190"
"A.J. Pierzynski","White Sox","140","543","16","65","64","1","4.1 %","13.3 %",".141",".318",".295",".333",".436",".330","93","-0.6","-5.7","7.6","2.0","746"
"Nick Markakis","Orioles","147","542","16","72","62","2","7.9 %","13.3 %",".157",".314",".291",".351",".448",".345","106","0.6","4.5","-2.9","2.0","5930"
"Todd Helton","Rockies","145","649","15","94","81","3","14.0 %","9.9 %",".174",".317",".302",".404",".476",".376","116","-1.2","12.7","-14.3","1.9","432"
"Felipe Lopez","- - -","156","714","11","98","52","44","11.3 %","17.6 %",".107",".327",".274",".358",".381",".330","96","7.8","3.8","-7.7","1.9","1311"
"Orlando Hudson","Diamondbacks","157","650","15","87","67","9","9.4 %","12.0 %",".168",".308",".287",".354",".454",".348","102","-0.8","1.2","-3.0","1.9","1307"
"Carlos Lee","- - -","161","695","37","102","116","19","8.3 %","9.4 %",".240",".281",".300",".355",".540",".375","123","-2.6","18.6","-22.3","1.9","243"
"Josh Willingham","Marlins","142","573","26","62","74","2","9.4 %","19.0 %",".219",".303",".277",".356",".496",".364","120","-1.2","13.4","-12.9","1.9","2103"
"Chad Tracy","Diamondbacks","154","662","20","91","80","5","8.2 %","19.5 %",".169",".327",".281",".343",".451",".341","98","1.1","-0.6","-2.8","1.8","1888"
"Lyle Overbay","Blue Jays","157","640","22","82","92","5","8.6 %","15.0 %",".196",".342",".312",".372",".508",".375","124","-6.6","13.7","-17.4","1.8","1617"
"Tadahito Iguchi","White Sox","138","627","18","97","67","11","9.4 %","17.5 %",".141",".322",".281",".352",".422",".340","99","1.6","1.0","-4.5","1.8","8581"
"Randy Winn","Giants","149","635","11","82","56","10","7.6 %","9.9 %",".134",".276",".262",".324",".396",".314","84","-0.1","-13.3","8.5","1.6","1235"
"Yuniesky Betancourt","Mariners","157","584","8","68","47","11","2.9 %","9.2 %",".115",".308",".289",".310",".403",".309","86","-0.8","-11.2","7.3","1.6","8585"
"Melky Cabrera","Yankees","130","524","7","75","50","12","10.7 %","11.3 %",".111",".309",".280",".360",".391",".333","98","1.8","0.7","-2.7","1.6","4022"
"Adam Dunn","Reds","160","683","40","99","92","7","16.4 %","28.4 %",".257",".276",".234",".365",".490",".363","115","1.6","14.8","-21.7","1.5","319"
"David Eckstein","Cardinals","123","552","2","68","23","7","5.6 %","7.4 %",".052",".313",".292",".350",".344",".313","87","0.4","-9.2","6.6","1.5","10"
"Pedro Feliz","Giants","160","644","22","75","98","1","5.1 %","17.4 %",".184",".263",".244",".281",".428",".300","75","-2.0","-23.4","17.7","1.5","1112"
"Pat Burrell","Phillies","144","567","29","80","95","0","17.3 %","23.1 %",".245",".294",".258",".388",".502",".381","126","-4.8","14.6","-18.1","1.5","949"
"Jose Lopez","Mariners","151","655","10","78","79","5","4.0 %","12.2 %",".123",".309",".282",".319",".405",".314","89","-1.4","-10.5","2.6","1.4","3114"
"David Bell","- - -","145","566","10","60","63","3","8.8 %","12.0 %",".129",".292",".270",".337",".399",".322","88","1.5","-7.3","2.9","1.4","1108"
"Jacque Jones","Cubs","149","578","27","73","81","9","6.1 %","20.1 %",".214",".319",".285",".334",".499",".352","106","-3.1","1.2","-6.3","1.4","735"
"Brandon Phillips","Reds","149","587","17","65","75","25","6.0 %","15.0 %",".151",".300",".276",".324",".427",".323","89","4.1","-4.6","-1.1","1.4","791"
"Geoff Jenkins","Brewers","147","555","17","62","70","4","10.1 %","23.2 %",".163",".333",".271",".357",".434",".342","103","1.0","2.9","-7.8","1.3","690"
"Magglio Ordonez","Tigers","155","646","24","82","104","1","7.0 %","13.5 %",".179",".315",".298",".350",".477",".355","113","-5.5","5.0","-14.6","1.2","248"
"Melvin Mora","Orioles","155","705","16","96","83","11","7.7 %","14.0 %",".117",".300",".274",".342",".391",".324","91","5.3","-2.6","-9.6","1.2","157"
"Aubrey Huff","- - -","131","517","21","57","66","0","9.7 %","12.4 %",".203",".267",".267",".344",".469",".346","107","0.8","5.7","-12.0","1.1","1213"
"Kenny Lofton","Dodgers","129","522","3","79","41","32","8.6 %","8.0 %",".102",".324",".301",".360",".403",".336","101","3.8","4.5","-11.1","1.0","246"
"Marcus Giles","Braves","141","626","11","87","60","10","9.9 %","16.8 %",".125",".304",".262",".341",".387",".324","91","0.8","-6.7","-3.8","1.0","89"
"Todd Walker","- - -","138","504","9","56","53","2","10.9 %","7.5 %",".120",".285",".278",".356",".398",".332","96","1.7","-0.9","-5.6","1.0","359"
"Adam Kennedy","Angels","139","503","4","50","55","16","7.8 %","14.3 %",".111",".313",".273",".334",".384",".312","85","-1.8","-11.3","3.8","1.0","19"
"Jay Payton","Athletics","142","588","10","78","59","8","3.7 %","8.8 %",".122",".310",".296",".325",".418",".321","93","3.0","-2.5","-8.0","1.0","890"
"Luis Gonzalez","Diamondbacks","153","668","15","93","73","0","10.3 %","8.7 %",".172",".277",".271",".352",".444",".341","98","0.7","-1.3","-11.8","0.9","55"
"Craig Biggio","Astros","145","607","21","79","62","3","6.6 %","13.8 %",".175",".254",".246",".306",".422",".314","85","-2.5","-14.3","3.0","0.9","549"
"Jeff Francoeur","Braves","162","686","29","83","103","1","3.4 %","19.2 %",".189",".284",".260",".293",".449",".313","84","-0.8","-15.2","-0.4","0.7","4792"
"Prince Fielder","Brewers","157","648","28","82","81","7","9.1 %","19.3 %",".213",".297",".271",".347",".483",".354","110","-2.0","6.8","-21.5","0.7","4613"
"Ronnie Belliard","- - -","147","590","13","63","67","2","6.1 %","13.7 %",".131",".299",".272",".322",".403",".316","88","-3.5","-12.9","-0.3","0.7","677"
"Juan Encarnacion","Cardinals","153","598","19","74","79","6","5.0 %","14.4 %",".165",".297",".278",".317",".443",".322","93","1.5","-4.3","-9.0","0.6","320"
"Chone Figgins","Angels","155","683","9","93","62","52","9.5 %","14.6 %",".109",".303",".267",".336",".376",".315","87","11.1","-0.3","-17.1","0.6","1580"
"Jason Michaels","Indians","123","548","9","77","55","9","7.8 %","18.4 %",".123",".315",".267",".326",".391",".315","87","4.7","-4.7","-8.7","0.5","1399"
"Mark Loretta","Red Sox","155","703","5","75","59","4","7.0 %","9.0 %",".076",".308",".285",".345",".361",".316","83","-1.4","-16.7","-2.8","0.5","1383"
"Conor Jackson","Diamondbacks","140","556","15","75","79","1","9.7 %","13.1 %",".151",".312",".291",".368",".441",".352","105","-2.7","1.1","-15.4","0.4","5997"
"Jack Wilson","Pirates","142","594","8","70","35","4","5.6 %","10.9 %",".098",".295",".273",".316",".370",".302","79","-1.3","-18.0","2.2","0.4","1017"
"Mike Jacobs","Marlins","136","520","20","54","77","3","8.7 %","20.2 %",".211",".295",".262",".325",".473",".340","104","-3.3","-0.9","-13.1","0.3","2231"
"Scott Podsednik","White Sox","139","592","3","86","45","40","9.1 %","16.2 %",".092",".312",".261",".330",".353",".305","76","3.5","-15.0","-2.6","0.3","1095"
"Xavier Nady","- - -","130","512","17","57","63","3","5.9 %","16.6 %",".173",".311",".280",".337",".453",".338","102","-0.6","0.8","-15.6","0.2","1658"
"Jose Vidro","Nationals","126","511","7","52","47","1","8.0 %","9.4 %",".106",".308",".289",".348",".395",".326","96","-2.5","-5.0","-10.8","0.1","802"
"Garret Anderson","Angels","141","588","17","63","85","1","6.5 %","16.2 %",".153",".308",".280",".323",".433",".319","90","-0.6","-8.5","-11.0","0.1","2"
"Craig Monroe","Tigers","147","585","28","89","92","2","6.3 %","21.5 %",".227",".280",".255",".301",".482",".329","96","-1.9","-5.3","-14.3","0.1","1464"
"Jhonny Peralta","Indians","149","632","13","84","68","0","8.9 %","24.1 %",".128",".327",".257",".323",".385",".312","85","-4.9","-17.1","-4.2","0.1","1738"
"Shea Hillenbrand","- - -","141","566","21","73","68","1","3.7 %","14.1 %",".174",".290",".277",".313",".451",".326","92","-4.3","-10.1","-9.9","-0.1","196"
"Kevin Millar","Orioles","132","503","15","64","64","1","11.7 %","14.7 %",".165",".297",".272",".374",".437",".356","113","-7.5","0.6","-19.0","-0.1","529"
"Jeff Conine","- - -","142","539","10","54","66","3","7.4 %","12.1 %",".131",".289",".268",".325",".399",".314","84","-1.7","-12.7","-8.3","-0.2","131"
"Mark Kotsay","Athletics","129","558","7","57","59","6","7.9 %","9.9 %",".112",".294",".275",".332",".386",".315","89","-6.7","-14.8","-8.6","-0.4","1042"
"Hank Blalock","Rangers","152","646","16","76","89","1","7.9 %","15.2 %",".135",".294",".266",".325",".401",".315","82","-2.0","-16.9","-10.0","-0.4","1419"
"Shawn Green","- - -","149","588","15","73","66","4","7.7 %","13.9 %",".155",".303",".277",".344",".432",".335","96","-3.9","-7.2","-19.5","-0.7","651"
"Clint Barmes","Rockies","131","535","7","57","56","5","4.1 %","13.5 %",".115",".241",".220",".264",".335",".256","38","4.0","-39.4","13.8","-0.7","1830"
"Jose Castillo","Pirates","148","562","14","54","65","6","5.7 %","17.4 %",".129",".284",".253",".299",".382",".291","72","-0.5","-21.5","-5.4","-0.8","1866"
"Preston Wilson","- - -","135","537","17","58","72","12","5.4 %","22.5 %",".160",".314",".263",".307",".423",".313","85","2.1","-8.4","-19.4","-0.9","545"
"Angel Berroa","Royals","132","503","9","45","54","3","2.8 %","17.5 %",".099",".268",".234",".259",".333",".257","48","-2.0","-35.6","3.1","-1.5","591"
"Ronny Cedeno","Cubs","151","572","6","51","41","8","3.0 %","19.1 %",".094",".296",".245",".271",".339",".263","48","-0.8","-39.9","1.7","-1.8","2179"
