"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jason Kendall","Athletics","143","552","626","163","139","23","0","1","76","50","53","2","54","12","5","4","19","11","5",".295","993"
"A.J. Pierzynski","White Sox","140","509","543","150","110","24","0","16","65","64","22","6","72","8","1","3","10","1","0",".295","746"
"Ray Durham","Giants","137","498","555","146","83","30","7","26","79","93","51","6","61","2","2","2","17","7","2",".293","230"
"Edgar Renteria","Braves","149","598","673","175","119","40","2","14","100","70","62","0","89","3","2","8","17","17","6",".293","1178"
"Dave Roberts","Padres","129","499","567","146","113","18","13","2","80","44","51","2","61","4","5","7","5","49","6",".293","670"
"Brad Hawpe","Rockies","150","499","575","146","85","33","6","22","67","84","74","11","123","0","2","0","8","5","5",".293","1885"
"Hanley Ramirez","Marlins","158","633","700","185","111","46","11","17","119","59","56","0","128","4","2","5","7","51","15",".292","8001"
"David Eckstein","Cardinals","123","500","552","146","125","18","1","2","68","23","31","0","41","15","3","3","7","7","6",".292","10"
"Juan Pierre","Cubs","162","699","750","204","156","32","13","3","87","40","32","0","38","8","1","10","6","58","20",".292","443"
"Aramis Ramirez","Cubs","157","594","660","173","93","38","4","38","93","119","50","4","63","9","7","0","15","2","1",".291","1002"
"Nick Markakis","Orioles","147","491","542","143","100","25","2","16","72","62","43","3","72","3","2","3","15","2","0",".291","5930"
"Aaron Hill","Blue Jays","155","546","606","159","122","28","3","6","70","50","42","5","66","9","5","4","15","5","2",".291","6104"
"Conor Jackson","Diamondbacks","140","485","556","141","99","26","1","15","75","79","54","2","73","9","7","1","18","1","0",".291","5997"
"Kenji Johjima","Mariners","144","506","542","147","103","25","1","18","61","76","20","1","46","13","3","0","15","3","1",".291","5811"
"Alex Rodriguez","Yankees","154","572","674","166","104","26","1","35","113","121","90","8","139","8","4","0","22","15","4",".290","1274"
"Grady Sizemore","Indians","162","655","751","190","98","53","11","28","134","76","78","8","153","13","4","1","2","22","6",".290","2197"
"Nick Johnson","Nationals","147","500","628","145","76","46","0","23","100","77","110","15","99","13","3","2","12","10","3",".290","828"
"Nick Punto","Twins","135","459","524","133","104","21","7","1","73","45","47","0","68","1","7","10","8","17","5",".290","1429"
"Scott Hatteberg","Reds","141","456","539","132","91","28","0","13","62","51","74","3","41","3","4","2","13","2","2",".289","916"
"Jose Vidro","Nationals","126","463","511","134","100","26","1","7","52","47","41","3","48","3","4","0","16","1","0",".289","802"
"Raul Ibanez","Mariners","159","626","699","181","110","33","5","33","103","123","65","15","115","1","7","0","13","2","4",".289","607"
"Yuniesky Betancourt","Mariners","157","558","584","161","119","28","6","8","68","47","17","0","54","1","1","7","10","11","8",".289","8585"
"Jim Thome","White Sox","143","490","610","141","73","26","0","42","108","109","107","12","147","6","7","0","4","0","0",".288","409"
"David Ortiz","Red Sox","151","558","686","160","75","29","2","54","115","137","119","23","117","4","5","0","12","1","0",".287","745"
"Orlando Hudson","Diamondbacks","157","579","650","166","108","34","9","15","87","67","61","5","78","2","4","4","17","9","6",".287","1307"
"Ryan Zimmerman","Nationals","157","614","682","176","106","47","3","20","84","110","61","7","120","2","4","1","15","11","8",".287","4220"
"Emil Brown","Royals","147","527","601","151","93","41","2","15","77","81","59","3","95","5","10","0","15","6","3",".287","1197"
"Brian Roberts","Orioles","138","563","630","161","114","34","3","10","85","55","55","4","66","0","5","6","16","36","7",".286","166"
"Jason Bay","Pirates","159","570","689","163","96","29","3","35","101","109","102","9","156","8","9","0","15","11","2",".286","1717"
"Jacque Jones","Cubs","149","533","578","152","93","31","1","27","73","81","35","6","116","5","2","2","17","9","1",".285","735"
"Mark Loretta","Red Sox","155","635","703","181","143","33","0","5","75","59","49","1","63","12","5","2","16","4","1",".285","1383"
"Johnny Damon","Yankees","149","593","671","169","105","35","5","24","115","80","67","1","85","4","5","2","4","25","10",".285","185"
"Adam LaRoche","Braves","149","492","557","140","69","38","1","32","89","90","55","5","128","2","7","1","9","0","2",".285","1904"
"Mike Lowell","Red Sox","153","573","631","163","95","47","1","20","79","80","47","5","61","4","7","0","22","2","2",".284","527"
"Michael Cuddyer","Twins","150","557","635","158","88","41","5","24","102","109","62","5","130","10","6","0","11","6","0",".284","1534"
"J.D. Drew","Dodgers","146","494","594","140","80","34","6","20","84","100","89","8","106","4","6","1","4","2","3",".283","1152"
"Joe Crede","White Sox","150","544","586","154","93","31","0","30","76","94","28","1","58","7","7","0","18","0","2",".283","227"
"Jose Lopez","Mariners","151","603","655","170","124","28","8","10","78","79","26","1","80","9","5","12","17","5","2",".282","3114"
"Mark Teixeira","Rangers","162","628","727","177","98","45","1","33","99","110","89","12","128","4","6","0","17","2","0",".282","1281"
"Orlando Cabrera","Angels","153","607","675","171","116","45","1","9","95","72","51","0","58","3","11","3","12","27","3",".282","766"
"Dan Uggla","Marlins","154","611","683","172","112","26","7","27","105","90","48","1","123","9","8","7","5","6","6",".282","3442"
"Chad Tracy","Diamondbacks","154","597","662","168","107","41","0","20","91","80","54","5","129","5","5","1","11","5","1",".281","1888"
"Tadahito Iguchi","White Sox","138","555","627","156","114","24","0","18","97","67","59","0","110","3","2","8","7","11","5",".281","8581"
"Melky Cabrera","Yankees","130","460","524","129","94","26","2","7","75","50","56","3","59","2","1","5","9","12","5",".280","4022"
"Josh Barfield","Padres","150","539","578","151","103","32","3","13","72","58","30","7","81","2","5","2","8","21","5",".280","3622"
"Garret Anderson","Angels","141","543","588","152","105","28","2","17","63","85","38","11","95","0","7","0","8","1","0",".280","2"
"Xavier Nady","- - -","130","468","512","131","85","28","1","17","57","63","30","7","85","11","1","2","12","3","3",".280","1658"
"Kevin Youkilis","Red Sox","147","569","680","159","102","42","2","13","100","72","91","0","120","9","11","0","12","5","2",".279","1935"
"Todd Walker","- - -","138","442","504","123","90","22","2","9","56","53","55","2","38","1","5","1","8","2","1",".278","359"
"Juan Encarnacion","Cardinals","153","557","598","155","106","25","5","19","74","79","30","6","86","4","6","1","11","6","5",".278","320"
"Torii Hunter","Twins","147","557","611","155","101","21","2","31","86","98","45","2","108","5","4","0","19","12","6",".278","731"
"Willy Taveras","Astros","149","529","587","147","122","19","5","1","83","30","34","0","88","11","2","11","6","33","9",".278","1876"
"Jorge Posada","Yankees","143","465","545","129","77","27","2","23","65","93","64","1","97","11","5","0","10","3","0",".277","841"
"Shea Hillenbrand","- - -","141","530","566","147","98","27","1","21","73","68","21","2","80","9","6","0","22","1","2",".277","196"
"Shawn Green","- - -","149","530","588","147","98","31","3","15","73","66","45","5","82","10","3","0","17","4","4",".277","651"
"Jimmy Rollins","Phillies","158","689","758","191","112","45","9","25","127","83","57","2","80","5","7","0","12","36","4",".277","971"
"Josh Willingham","Marlins","142","502","573","139","83","28","2","26","62","74","54","2","109","11","6","0","13","2","0",".277","2103"
"Alfonso Soriano","Nationals","159","647","728","179","90","41","2","46","119","95","67","16","160","9","3","2","3","41","17",".277","847"
"Brandon Phillips","Reds","149","536","587","148","102","28","1","17","65","75","35","3","88","6","6","4","19","25","2",".276","791"
"Ramon Hernandez","Orioles","144","501","560","138","84","29","2","23","66","91","43","2","79","11","5","0","13","1","0",".275","918"
"Mark Kotsay","Athletics","129","502","558","138","99","29","3","7","57","59","44","1","55","2","6","4","18","6","3",".275","1042"
"Carlos Beltran","Mets","140","510","617","140","60","38","1","41","127","116","95","6","99","4","7","1","6","18","3",".275","589"
"Tony Graffanino","- - -","129","456","511","125","82","33","3","7","68","59","45","1","68","5","1","4","10","5","4",".274","235"
"Melvin Mora","Orioles","155","624","705","171","130","25","0","16","96","83","54","1","99","14","7","6","9","11","1",".274","157"
"Felipe Lopez","- - -","156","617","714","169","128","27","3","11","98","52","81","1","126","2","3","11","10","44","12",".274","1311"
"Adam Kennedy","Angels","139","451","503","123","87","26","6","4","50","55","39","5","72","5","5","3","15","16","10",".273","19"
"Jack Wilson","Pirates","142","543","594","148","112","27","1","8","70","35","33","0","65","4","5","9","15","4","3",".273","1017"
"Kevin Millar","Orioles","132","430","503","117","76","26","0","15","64","64","59","3","74","12","2","0","14","1","1",".272","529"
"Ronnie Belliard","- - -","147","544","590","148","104","30","1","13","63","67","36","2","81","5","2","3","17","2","3",".272","677"
"Luis Gonzalez","Diamondbacks","153","586","668","159","90","52","2","15","93","73","69","10","58","7","6","0","14","0","1",".271","55"
"Ryan Freel","Reds","132","454","523","123","83","30","2","8","67","27","57","0","98","9","0","3","5","37","11",".271","1207"
"Geoff Jenkins","Brewers","147","484","555","131","87","26","1","17","62","70","56","8","129","11","4","0","9","4","1",".271","690"
"Prince Fielder","Brewers","157","569","648","154","90","35","1","28","82","81","59","5","125","12","8","0","18","7","2",".271","4613"
"Frank Thomas","Athletics","137","466","559","126","76","11","0","39","77","114","81","3","81","6","6","0","13","0","0",".270","255"
"Bill Hall","Brewers","148","537","608","145","67","39","4","35","101","85","63","6","162","1","4","3","12","8","9",".270","1605"
"David Bell","- - -","145","504","566","136","95","27","4","10","60","63","50","3","68","4","5","3","18","3","1",".270","1108"
"Mike Cameron","Padres","141","552","634","148","83","34","9","22","88","83","71","2","142","6","5","0","8","25","9",".268","1070"
"Jeff Conine","- - -","142","489","539","131","91","26","4","10","54","66","40","4","65","4","5","1","13","3","2",".268","131"
"Adrian Beltre","Mariners","156","620","681","166","98","39","4","25","88","89","47","4","118","10","3","1","15","11","5",".268","639"
"Jason Michaels","Indians","123","494","548","132","90","32","1","9","77","55","43","0","101","3","6","2","6","9","5",".267","1399"
"Eric Byrnes","Diamondbacks","143","562","606","150","84","37","3","26","82","79","34","2","88","5","3","2","12","25","3",".267","905"
"Chone Figgins","Angels","155","604","683","161","121","23","8","9","93","62","65","1","100","2","7","5","6","52","16",".267","1580"
"Aubrey Huff","- - -","131","454","517","121","73","25","2","21","57","66","50","6","64","7","6","0","11","0","0",".267","1213"
"Hank Blalock","Rangers","152","591","646","157","112","26","3","16","76","89","51","6","98","2","2","0","15","1","0",".266","1419"
"Carlos Delgado","Mets","144","524","618","139","69","30","2","38","89","114","74","11","120","10","10","0","12","0","0",".265","1297"
"Austin Kearns","- - -","150","537","629","142","83","33","2","24","86","86","76","4","135","10","5","1","18","9","4",".264","332"
"Richie Sexson","Mariners","158","591","663","156","82","40","0","34","75","107","64","5","154","4","4","0","17","1","1",".264","709"
"Preston Wilson","- - -","135","501","537","132","88","25","2","17","58","72","29","3","121","4","3","0","20","12","2",".263","545"
"Brian Giles","Padres","158","604","717","159","107","37","1","14","87","83","104","6","60","5","4","0","18","9","4",".263","990"
"Mike Jacobs","Marlins","136","469","520","123","65","37","1","20","54","77","45","2","105","1","5","0","16","3","0",".262","2231"
"Andruw Jones","Braves","156","565","669","148","78","29","0","41","107","129","82","9","127","13","9","0","13","4","1",".262","96"
"Marcus Giles","Braves","141","550","626","144","99","32","2","11","87","60","62","0","105","6","3","5","12","10","5",".262","89"
"Randy Winn","Giants","149","573","635","150","100","34","5","11","82","56","48","3","63","7","4","3","7","10","8",".262","1235"
"Scott Podsednik","White Sox","139","524","592","137","101","27","6","3","86","45","54","1","96","2","4","8","7","40","19",".261","1095"
"Curtis Granderson","Tigers","159","596","679","155","96","31","9","19","90","68","66","0","174","4","6","7","4","8","5",".260","4747"
"Jeff Francoeur","Braves","162","651","686","169","110","24","6","29","83","103","23","6","132","9","3","0","16","1","6",".260","4792"
"Pat Burrell","Phillies","144","462","567","119","65","24","1","29","80","95","98","5","131","3","4","0","11","0","0",".258","949"
"Jhonny Peralta","Indians","149","569","632","146","102","28","3","13","84","68","56","0","152","1","3","3","19","0","1",".257","1738"
"Craig Monroe","Tigers","147","541","585","138","73","35","2","28","89","92","37","3","126","1","6","0","14","2","2",".255","1464"
"Nick Swisher","Athletics","157","556","672","141","80","24","2","35","106","95","97","7","152","11","6","2","13","1","2",".254","4599"
"Jason Giambi","Yankees","139","446","579","113","51","25","0","37","92","113","110","12","106","16","7","0","10","2","0",".253","818"
"Jose Castillo","Pirates","148","518","562","131","92","25","0","14","54","65","32","8","98","5","6","1","22","6","4",".253","1866"
"Brandon Inge","Tigers","159","542","601","137","79","29","2","27","83","83","43","2","128","7","5","4","12","7","4",".253","470"
"Troy Glaus","Blue Jays","153","540","634","136","71","27","0","38","105","104","86","6","134","3","5","0","25","3","2",".252","15"
"Craig Biggio","Astros","145","548","607","135","81","33","0","21","79","62","40","1","84","9","5","5","15","3","2",".246","549"
"Ronny Cedeno","Cubs","151","534","572","131","100","18","7","6","51","41","17","4","109","3","3","15","10","8","8",".245","2179"
"Pedro Feliz","Giants","160","603","644","147","85","35","5","22","75","98","33","4","112","1","6","1","18","1","1",".244","1112"
"Eric Chavez","Athletics","137","485","576","117","69","24","2","22","74","72","84","6","100","1","6","0","19","3","0",".241","906"
"Adam Everett","Astros","150","514","566","123","83","28","6","6","52","59","34","5","71","4","4","10","5","9","6",".239","1430"
"Angel Berroa","Royals","132","474","503","111","83","18","1","9","45","54","14","1","88","3","3","9","21","3","1",".234","591"
"Adam Dunn","Reds","160","561","683","131","67","24","0","40","99","92","112","12","194","6","3","1","8","7","0",".234","319"
"Clint Barmes","Rockies","131","478","535","105","68","26","4","7","57","56","22","6","72","9","7","19","2","5","4",".220","1830"
