"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Dontrelle Willis","Marlins","12","12","3.87","34","34","4","1","0","0","0","223.1","975","234","106","96","21","83","6","19","6","1","160","1703"
"Brett Myers","Phillies","12","7","3.91","31","31","1","0","0","0","0","198.0","833","194","93","86","29","63","3","3","3","0","189","962"
"Curt Schilling","Red Sox","15","7","3.97","31","31","0","0","0","0","0","204.0","834","220","90","90","28","28","1","3","1","0","183","73"
"Chris Capuano","Brewers","11","12","4.03","34","34","3","2","0","0","0","221.1","936","229","108","99","29","47","4","9","7","0","174","1701"
"Scott Olsen","Marlins","12","10","4.04","31","31","0","0","0","0","0","180.2","761","160","94","81","23","75","1","7","8","0","166","4529"
"Jeremy Bonderman","Tigers","14","8","4.08","34","34","0","0","0","0","0","214.0","903","214","104","97","18","64","7","3","3","1","202","1667"
"Jake Peavy","Padres","11","14","4.09","32","32","2","0","0","0","0","202.1","846","187","93","92","23","62","11","6","4","0","215","1051"
"Dan Haren","Athletics","14","13","4.12","34","34","2","0","0","0","0","223.0","930","224","109","102","31","45","6","10","10","0","176","1757"
"Jeff Suppan","Cardinals","12","7","4.12","32","32","0","0","0","0","0","190.0","837","207","100","87","21","69","6","8","8","0","104","633"
"Matt Cain","Giants","13","12","4.15","32","31","1","1","0","0","0","190.2","818","157","93","88","18","87","1","6","9","2","179","4732"
"Jeff Francis","Rockies","13","11","4.16","32","32","1","1","0","0","0","199.0","843","187","101","92","18","69","15","13","0","0","117","4684"
"Jake Westbrook","Indians","15","10","4.17","32","32","3","2","0","0","0","211.1","904","247","106","98","15","55","4","4","5","0","109","412"
"Andy Pettitte","Astros","14","13","4.20","36","35","2","1","0","0","0","214.1","929","238","114","100","27","70","9","2","2","1","178","840"
"Greg Maddux","- - -","15","14","4.20","34","34","0","0","0","0","0","210.0","862","219","109","98","20","37","7","0","0","0","117","104"
"Mark Hendrickson","- - -","6","15","4.21","31","25","1","1","0","1","0","164.2","719","173","87","77","17","62","0","4","6","1","99","1574"
"Aaron Cook","Rockies","9","15","4.23","32","32","0","0","0","0","0","212.2","915","242","107","100","17","55","11","7","2","0","92","1571"
"Jose Contreras","White Sox","13","9","4.27","30","30","1","1","0","0","0","196.0","833","194","101","93","20","55","4","10","16","0","134","1660"
"Ervin Santana","Angels","16","8","4.28","33","33","0","0","0","0","0","204.0","846","181","106","97","21","70","2","11","10","2","141","3200"
"Jamie Moyer","- - -","11","14","4.30","33","33","2","1","0","0","0","211.1","894","228","110","101","33","51","5","5","3","1","108","1091"
"Ted Lilly","Blue Jays","15","13","4.31","32","32","0","0","0","0","0","181.2","797","179","98","87","28","81","6","4","7","4","160","833"
"Brad Radke","Twins","12","9","4.32","28","28","0","0","0","0","0","162.1","689","197","87","78","24","32","3","1","2","0","83","748"
"Brad Penny","Dodgers","16","9","4.33","34","33","0","0","0","1","0","189.0","813","206","94","91","19","54","4","9","6","0","148","535"
"Cliff Lee","Indians","14","11","4.40","33","33","1","0","0","0","0","200.2","882","224","114","98","29","58","3","8","3","0","129","1636"
"Dave Bush","Brewers","12","11","4.41","34","32","3","2","0","1","0","210.0","869","201","111","103","26","38","2","18","6","0","166","4635"
"Zach Duke","Pirates","10","15","4.47","34","34","2","1","0","0","0","215.1","935","255","116","107","17","68","6","7","8","1","117","3840"
"Gil Meche","Mariners","11","8","4.48","32","32","1","0","0","0","0","186.2","811","183","106","93","24","84","2","8","4","2","156","1089"
"Vicente Padilla","Rangers","15","10","4.50","33","33","0","0","0","0","0","200.0","872","206","108","100","21","70","2","17","4","2","156","964"
"Jon Garland","White Sox","18","7","4.51","33","32","1","1","0","0","0","211.1","900","247","112","106","26","41","4","6","4","0","112","232"
"Kevin Millwood","Rangers","16","12","4.52","34","34","2","0","0","0","0","215.0","907","228","114","108","23","53","4","4","6","0","157","106"
"Felix Hernandez","Mariners","12","14","4.52","31","31","2","1","0","0","0","191.0","816","195","105","96","23","60","2","6","11","0","176","4772"
"Freddy Garcia","White Sox","17","9","4.53","33","33","1","0","0","0","0","216.1","917","228","116","109","32","48","3","7","4","0","135","1077"
"Miguel Batista","Diamondbacks","11","8","4.58","34","33","3","1","0","0","0","206.1","910","231","116","105","18","84","5","6","14","1","110","46"
"Orlando Hernandez","- - -","11","11","4.66","29","29","1","0","0","0","0","162.1","699","155","90","84","22","61","5","12","1","3","164","823"
"Jarrod Washburn","Mariners","8","14","4.67","31","31","0","0","0","0","0","187.0","809","198","103","97","25","55","2","7","3","0","103","40"
"Ian Snell","Pirates","14","11","4.74","32","32","0","0","0","0","0","186.0","813","198","104","98","29","74","4","2","8","0","169","2227"
"Paul Maholm","Pirates","8","10","4.76","30","30","0","0","0","0","0","176.0","788","202","98","93","19","81","6","12","3","1","117","8678"
"Joe Blanton","Athletics","16","12","4.82","32","31","1","1","0","0","0","194.1","856","241","111","104","17","58","4","5","3","0","107","4849"
"Kris Benson","Orioles","11","12","4.82","30","30","3","0","0","0","0","183.0","781","199","105","98","33","58","2","7","6","0","88","982"
"Claudio Vargas","Diamondbacks","12","10","4.83","31","30","0","0","0","0","0","167.2","747","185","101","90","27","52","2","8","9","1","123","1695"
"Livan Hernandez","- - -","13","13","4.83","34","34","0","0","0","0","0","216.0","959","246","125","116","29","78","6","4","1","0","128","1116"
"Javier Vazquez","White Sox","11","12","4.84","33","32","1","0","0","0","0","202.2","872","206","116","109","23","56","2","15","7","0","184","801"
"Cory Lidle","- - -","12","10","4.85","31","30","0","0","0","0","0","170.2","745","181","100","92","30","58","4","11","5","0","130","926"
"Tim Hudson","Braves","13","12","4.86","35","35","2","1","0","0","0","218.1","959","235","129","118","25","79","10","9","7","0","141","921"
"Paul Byrd","Indians","10","9","4.88","31","31","1","0","0","0","0","179.0","805","232","120","97","26","38","3","6","2","0","88","594"
"Doug Davis","Brewers","11","11","4.91","34","34","1","1","0","0","0","203.1","904","206","118","111","19","102","1","5","3","0","159","1244"
"Jon Lieber","Phillies","9","11","4.93","27","27","2","1","0","0","0","168.0","714","196","100","92","27","24","3","6","3","0","100","287"
"Steve Trachsel","Mets","15","8","4.97","30","30","1","0","0","0","0","164.2","736","185","94","91","23","78","1","4","4","0","79","898"
"Matt Morris","Giants","10","15","4.98","33","33","2","0","0","0","0","207.2","903","218","123","115","22","63","9","14","1","3","117","1172"
"Mark Buehrle","White Sox","12","13","4.99","32","32","1","0","0","0","0","204.0","876","247","124","113","36","48","5","6","0","1","98","225"
"Randy Johnson","Yankees","17","11","5.00","33","33","2","0","0","0","0","205.0","860","194","125","114","28","60","1","10","3","2","172","60"
"Josh Beckett","Red Sox","16","11","5.01","33","33","0","0","0","0","0","204.2","869","191","120","114","36","74","1","10","11","1","158","510"
"Josh Fogg","Rockies","11","9","5.49","31","31","1","1","0","0","0","172.0","765","206","115","105","24","60","13","6","3","0","93","989"
"Ramon Ortiz","Nationals","11","16","5.57","33","33","0","0","0","0","0","190.2","871","230","127","118","31","64","14","18","4","3","104","27"
"Mark Redman","Royals","11","10","5.71","29","29","2","1","0","0","0","167.0","740","202","110","106","19","63","1","8","12","2","76","491"
"Jeff Weaver","- - -","8","14","5.76","31","31","0","0","0","0","0","172.0","770","213","117","110","34","47","1","10","5","0","107","503"
"Rodrigo Lopez","Orioles","9","18","5.90","36","29","0","0","0","0","0","189.0","847","234","129","124","32","59","2","4","6","1","136","150"
"Carlos Silva","Twins","11","15","5.94","36","31","0","0","0","2","0","180.1","811","246","130","119","38","32","4","7","1","0","70","973"
"Jason Marquis","Cardinals","14","16","6.02","33","33","0","0","0","0","0","194.1","870","221","136","130","35","75","2","16","2","1","96","105"
"Joel Pineiro","Mariners","8","13","6.36","40","25","1","0","1","4","1","165.2","753","209","123","117","23","64","13","10","4","1","87","1094"
