Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
Kelly Shoppach,2011,Rays,87,221,253,39,25,3,0,11,23,22,19,0,79,7.5,31.2,0.24,0.212,9,1,3,5,0,0,11.3,0.163,0.275,-8.2,0.17600000000000002,0.268,0.33899999999999997,0.607,1.1,73.0,-1.79,1.0,1350000.0,1350000.0
Kosuke Fukudome,2011,White Sox,146,530,603,139,101,27,3,8,59,35,61,4,110,10.1,18.2,0.55,0.316,4,2,6,8,4,6,-16.1,0.10800000000000001,0.317,0.7,0.262,0.342,0.37,0.7120000000000001,-0.5,97.0,-0.59,1.0,1000000.0,1000000.0
Laynce Nix,2011,Nationals,124,324,351,81,49,15,1,16,38,44,23,2,82,6.6,23.4,0.28,0.284,1,3,0,1,2,2,-9.3,0.201,0.324,2.1,0.25,0.299,0.451,0.75,0.5,103.0,1.09,2.0,2500000.0,1250000.0
Luke Scott,2011,Orioles,64,209,236,46,26,11,0,9,24,22,24,1,54,10.2,22.9,0.44,0.25,1,2,0,2,1,1,-4.8,0.182,0.309,-1.3,0.22,0.301,0.402,0.703,-0.1,89.0,-0.81,1.0,6000000.0,6000000.0
Mark DeRosa,2011,Giants,47,86,97,24,22,2,0,0,9,12,8,0,18,8.2,18.6,0.44,0.348,2,1,0,4,1,1,-1.0,0.023,0.3,-1.2,0.27899999999999997,0.35100000000000003,0.302,0.653,-0.1,92.0,0.17,1.0,800000.0,800000.0
Mark Ellis,2011,Dodgers,132,480,519,119,87,24,1,7,55,41,22,0,75,4.2,14.5,0.29,0.28,6,2,9,8,14,5,8.3,0.098,0.282,-14.0,0.248,0.28800000000000003,0.34600000000000003,0.634,1.0,67.0,-3.47,2.0,8750000.0,4375000.0
Mark Kotsay,2011,Brewers,104,233,255,63,46,13,1,3,18,31,21,3,27,8.2,10.6,0.78,0.294,0,1,0,4,3,0,-5.6,0.10300000000000001,0.309,-1.4,0.27,0.32899999999999996,0.373,0.703,0.1,91.0,0.96,1.0,1250000.0,1250000.0
Matt Treanor,2011,Dodgers,72,196,242,42,33,6,0,3,24,22,34,0,53,14.0,21.9,0.64,0.273,4,3,5,3,2,2,4.5,0.077,0.294,-4.1,0.214,0.33799999999999997,0.29100000000000004,0.628,0.5,80.0,0.48,1.0,850000.0,850000.0
Michael Cuddyer,2011,Twins,139,529,584,150,99,29,2,20,70,70,48,3,95,8.2,16.3,0.51,0.312,4,3,0,18,11,1,-8.3,0.17600000000000002,0.35100000000000003,16.3,0.284,0.34600000000000003,0.45899999999999996,0.805,2.4,120.0,0.03,3.0,31500000.0,10500000.0
Nate McLouth,2011,Braves,81,267,321,61,43,12,2,4,35,16,44,4,52,13.7,16.2,0.85,0.27,3,0,7,4,4,2,-10.0,0.105,0.307,-2.4,0.228,0.344,0.33299999999999996,0.677,0.0,92.0,-0.05,1.0,1750000.0,1750000.0
Nick Punto,2011,Cardinals,63,133,166,37,24,8,4,1,21,20,25,3,21,15.1,12.7,1.19,0.319,0,2,6,3,1,1,4.9,0.14300000000000002,0.35200000000000004,4.8,0.278,0.38799999999999996,0.42100000000000004,0.809,1.7,125.0,0.91,3.0,3000000.0,1000000.0
Prince Fielder,2011,Brewers,162,569,692,170,95,36,1,38,95,120,107,32,106,15.5,15.3,1.01,0.306,10,6,0,17,1,1,-17.3,0.267,0.41,51.4,0.299,0.415,0.5660000000000001,0.981,4.7,160.0,7.63,9.0,214000000.0,23777777.777777776
Rafael Furcal,2011,Cardinals,87,333,369,77,54,15,0,8,44,28,28,0,39,7.6,10.6,0.72,0.24,4,1,3,3,9,5,-1.7,0.11699999999999999,0.29,-7.6,0.231,0.298,0.348,0.6459999999999999,0.5,83.0,-0.15,2.0,14000000.0,7000000.0
Ramon Hernandez,2011,Reds,91,298,328,84,59,13,0,12,28,36,23,6,41,7.0,12.5,0.56,0.29100000000000004,5,2,0,11,0,0,6.3,0.16399999999999998,0.34,6.2,0.282,0.341,0.446,0.7879999999999999,1.8,112.0,0.2,2.0,6400000.0,3200000.0
Ramon Santiago,2011,Tigers,101,258,294,67,48,11,3,5,29,30,17,0,38,5.8,12.9,0.45,0.28300000000000003,4,4,11,5,0,0,5.1,0.124,0.306,-2.3,0.26,0.311,0.384,0.695,1.2,88.0,-0.7,2.0,4200000.0,2100000.0
Reed Johnson,2011,Cubs,111,246,266,76,48,22,1,5,33,28,5,1,63,1.9,23.7,0.08,0.39399999999999996,11,2,2,4,2,1,-4.1,0.159,0.355,8.3,0.309,0.348,0.467,0.816,1.1,121.0,0.11,1.0,1150000.0,1150000.0
Rod Barajas,2011,Dodgers,98,305,337,70,41,13,0,16,29,47,22,4,71,6.5,21.1,0.31,0.244,4,3,2,5,0,0,8.1,0.2,0.308,-2.0,0.23,0.287,0.43,0.7170000000000001,1.5,97.0,-0.73,1.0,4000000.0,4000000.0
Ryan Doumit,2011,Pirates,77,218,236,66,45,12,1,8,17,30,16,0,35,6.8,14.8,0.46,0.331,1,0,1,5,0,1,1.8,0.174,0.364,8.9,0.303,0.353,0.47700000000000004,0.83,1.5,133.0,1.58,1.0,3000000.0,3000000.0
Ryan Theriot,2011,Cardinals,132,442,483,120,92,26,1,1,46,47,29,0,41,6.0,8.5,0.71,0.29600000000000004,4,2,6,15,4,6,-1.4,0.07,0.297,-7.3,0.271,0.321,0.342,0.662,0.2,87.0,-0.48,1.0,1250000.0,1250000.0
Scott Hairston,2011,Mets,79,132,145,31,15,8,1,7,20,24,11,2,34,7.6,23.4,0.32,0.264,2,0,0,2,1,1,-3.8,0.235,0.332,1.8,0.235,0.303,0.47,0.773,0.3,111.0,0.49,1.0,1100000.0,1100000.0
Willie Bloomquist,2011,Diamondbacks,97,350,381,93,77,10,2,4,44,26,23,3,51,6.0,13.4,0.45,0.3,4,2,2,3,20,10,-2.3,0.07400000000000001,0.292,-7.4,0.266,0.317,0.34,0.657,0.0,76.0,-0.76,2.0,3800000.0,1900000.0
Wilson Betemit,2011,Orioles,97,323,359,92,58,22,4,8,40,46,31,6,105,8.6,29.2,0.3,0.391,0,5,0,7,4,1,-7.8,0.16699999999999998,0.34,6.8,0.285,0.34299999999999997,0.452,0.795,0.9,111.0,0.53,2.0,3250000.0,1625000.0
Yuniesky Betancourt,2011,Brewers,152,556,584,140,97,27,3,13,51,68,16,3,63,2.7,10.8,0.25,0.259,2,10,0,16,4,4,-0.1,0.129,0.281,-16.3,0.252,0.271,0.381,0.652,-0.1,72.0,-2.43,1.0,2000000.0,2000000.0
