Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
David Ross,2015,Cubs,72,159,182,28,18,9,0,1,6,9,20,7,61,11.0,33.5,0.33,0.276,0,1,2,1,1,0,8.4,0.075,0.221,-13.5,0.17600000000000002,0.267,0.252,0.518,0.0,33.0,-1.72,2,5000000,2500000.0
Delmon Young,2015,Orioles,52,174,180,47,39,6,0,2,20,16,4,0,29,2.2,16.1,0.14,0.313,1,1,0,8,0,0,-4.4,0.069,0.275,-5.5,0.27,0.289,0.33899999999999997,0.628,-0.6,70.0,-1.48,1,2250000,2250000.0
Emilio Bonifacio,2015,White Sox,47,78,82,13,11,2,0,0,5,4,2,0,27,2.4,32.9,0.07,0.255,1,0,1,1,1,4,1.3,0.026000000000000002,0.17600000000000002,-9.0,0.16699999999999998,0.198,0.192,0.39,-0.6,4.0,-0.66,1,4000000,4000000.0
Geovany Soto,2015,White Sox,78,187,210,41,24,8,0,9,20,21,21,0,63,10.0,30.0,0.33,0.278,1,0,1,2,0,1,4.9,0.187,0.311,-0.4,0.21899999999999997,0.301,0.406,0.708,1.2,96.0,0.0,1,1500000,1500000.0
Gordon Beckham,2015,White Sox,100,211,237,44,30,8,0,6,24,20,19,1,43,8.0,18.1,0.44,0.22899999999999998,2,4,1,6,0,1,5.5,0.12300000000000001,0.267,-8.8,0.209,0.275,0.332,0.607,0.3,66.0,-1.11,1,2000000,2000000.0
Hanley Ramirez,2015,Red Sox,105,401,430,100,68,12,1,19,59,53,21,2,71,4.9,16.5,0.3,0.257,4,4,0,11,6,3,-22.9,0.177,0.308,-1.9,0.249,0.29100000000000004,0.426,0.7170000000000001,-1.7,90.0,-1.4,4,88000000,22000000.0
Ichiro Suzuki,2015,Marlins,153,398,438,91,79,5,6,1,45,21,31,1,51,7.1,11.6,0.61,0.257,0,4,5,8,11,5,3.7,0.05,0.25,-22.0,0.22899999999999998,0.282,0.27899999999999997,0.561,-0.6,56.0,-2.53,1,2000000,2000000.0
James Shields,2015,Padres,36,68,74,9,7,2,0,0,7,2,1,0,28,1.4,37.8,0.04,0.225,0,0,5,0,0,0,7.7,0.028999999999999998,0.136,-10.5,0.132,0.145,0.162,0.307,0.0,-21.0,-0.9,4,75000000,18750000.0
Jed Lowrie,2015,Astros,69,230,263,51,28,14,0,9,35,30,28,5,43,10.6,16.3,0.65,0.233,3,2,0,3,1,0,0.9,0.17800000000000002,0.305,-1.6,0.222,0.312,0.4,0.7120000000000001,1.1,95.0,1.56,3,23000000,7666666.666666668
Jon Lester,2015,Cubs,32,62,71,4,4,0,0,0,6,0,3,0,30,4.2,42.3,0.1,0.125,0,0,6,1,0,0,7.4,0.0,0.086,-12.9,0.065,0.10800000000000001,0.065,0.172,-0.4,-60.0,-1.4,6,155000000,25833333.33333333
Jonathan Herrera,2015,Cubs,73,126,132,29,21,5,1,2,14,14,2,1,23,1.5,17.4,0.09,0.267,0,0,4,3,3,0,-1.2,0.10300000000000001,0.24600000000000002,-7.1,0.23,0.242,0.33299999999999996,0.5760000000000001,-0.4,50.0,-0.44,1,900000,900000.0
Jonny Gomes,2015,Braves,95,225,262,48,32,9,0,7,29,26,31,1,81,11.8,30.9,0.38,0.293,3,3,0,6,1,1,-12.2,0.133,0.294,-4.0,0.213,0.313,0.34700000000000003,0.66,-1.0,84.0,0.15,1,4000000,4000000.0
Jordan Pacheco,2015,Diamondbacks,29,66,78,16,14,0,0,2,8,8,9,0,14,11.5,17.9,0.64,0.26899999999999996,1,2,0,6,1,0,0.1,0.091,0.3,-0.9,0.242,0.33299999999999996,0.33299999999999996,0.667,-0.1,82.0,-0.9,1,900000,900000.0
Justin Maxwell,2015,Giants,100,249,274,52,35,8,2,7,26,26,20,1,76,7.3,27.7,0.26,0.26899999999999996,3,1,1,4,2,1,4.3,0.133,0.271,-9.2,0.209,0.275,0.341,0.616,0.4,72.0,-0.99,1,1000000,1000000.0
Justin Smoak,2015,Blue Jays,132,296,328,67,32,16,1,18,44,59,29,0,86,8.8,26.2,0.34,0.254,2,1,0,10,0,0,-4.1,0.243,0.331,4.5,0.226,0.299,0.47,0.768,0.6,108.0,-0.85,1,1000000,1000000.0
Kelly Johnson,2015,Braves,111,310,335,82,57,11,0,14,38,47,23,2,81,6.9,24.2,0.28,0.315,0,1,0,8,2,1,-9.9,0.171,0.32299999999999995,2.7,0.265,0.314,0.435,0.75,0.2,106.0,0.33,1,1500000,1500000.0
Kendrys Morales,2015,Royals,158,569,639,165,100,41,2,22,81,106,58,4,103,9.1,16.1,0.56,0.319,8,4,0,24,0,0,-16.2,0.195,0.364,25.9,0.29,0.36200000000000004,0.485,0.847,2.0,131.0,2.72,2,17000000,8500000.0
Kyle Blanks,2015,Rangers,18,67,71,21,13,5,0,3,10,6,4,0,20,5.6,28.2,0.2,0.409,0,0,0,1,1,0,1.5,0.209,0.376,3.5,0.313,0.35200000000000004,0.522,0.875,0.8,136.0,0.08,1,1000000,1000000.0
Mark Reynolds,2015,Cardinals,140,382,432,88,52,21,2,13,35,48,44,2,121,10.2,28.0,0.36,0.3,4,2,0,10,2,3,-10.3,0.168,0.311,-0.6,0.23,0.315,0.39799999999999996,0.713,-0.1,98.0,-1.26,1,2000000,2000000.0
Max Scherzer,2015,Nationals,34,69,77,15,15,0,0,0,4,0,2,0,23,2.6,29.9,0.09,0.326,0,0,6,0,0,0,8.0,0.0,0.205,-6.6,0.217,0.239,0.217,0.457,0.4,22.0,-0.56,7,210000000,30000000.0
Melky Cabrera,2015,White Sox,158,629,683,172,122,36,2,12,70,77,40,2,88,5.9,12.9,0.45,0.297,2,10,2,18,3,0,-15.0,0.121,0.307,-3.6,0.273,0.314,0.39399999999999996,0.7090000000000001,-0.1,94.0,-1.47,3,42000000,14000000.0
Nelson Cruz,2015,Mariners,152,590,655,178,111,22,1,44,90,93,59,9,164,9.0,25.0,0.36,0.35,5,1,0,6,3,2,-17.6,0.264,0.396,43.3,0.302,0.369,0.5660000000000001,0.9359999999999999,4.8,158.0,4.1,4,57000000,14250000.0
Nick Hundley,2015,Rockies,103,366,389,110,74,21,5,10,45,43,21,0,76,5.4,19.5,0.28,0.35600000000000004,1,1,0,8,5,6,9.4,0.16699999999999998,0.348,10.8,0.301,0.33899999999999997,0.467,0.807,2.4,105.0,-0.3,2,6250000,3125000.0
Nick Markakis,2015,Braves,156,612,686,181,139,38,1,3,73,53,70,11,83,10.2,12.1,0.84,0.33799999999999997,3,1,0,17,2,1,-10.8,0.08,0.327,7.5,0.29600000000000004,0.37,0.376,0.746,1.5,106.0,0.64,4,44000000,11000000.0
Pablo Sandoval,2015,Red Sox,126,470,505,115,79,25,1,10,43,47,25,1,73,5.0,14.5,0.34,0.27,7,2,1,14,0,0,-15.1,0.121,0.28800000000000003,-10.3,0.245,0.292,0.366,0.6579999999999999,-1.9,76.0,-1.33,5,95000000,19000000.0
Russell Martin,2015,Blue Jays,129,441,507,106,58,23,2,23,76,77,53,1,106,10.5,20.9,0.5,0.262,8,5,0,22,4,5,12.2,0.218,0.34,10.9,0.24,0.32899999999999996,0.45799999999999996,0.787,3.5,115.0,-0.39,5,82000000,16400000.0
Stephen Drew,2015,Yankees,131,383,428,77,43,16,1,17,43,44,37,1,71,8.6,16.6,0.52,0.201,1,3,4,7,0,2,1.5,0.18,0.284,-10.0,0.201,0.271,0.381,0.652,0.2,76.0,-2.32,1,5000000,5000000.0
Torii Hunter,2015,Twins,139,521,567,125,81,22,0,22,67,81,35,1,105,6.2,18.5,0.33,0.258,6,5,0,14,2,5,-6.5,0.16899999999999998,0.304,-4.2,0.24,0.293,0.409,0.7020000000000001,0.4,89.0,0.94,1,10500000,10500000.0
