Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
Dioner Navarro,2016,White Sox,101,304,334,63,42,13,2,6,26,35,23,0,71,6.9,21.3,0.32,0.248,2,3,2,5,1,2,4.9,0.115,0.258,-16.6,0.207,0.265,0.322,0.5870000000000001,-0.3,57.0,-1.0,1,4000000,4000000.0
Franklin Gutierrez,2016,Mariners,98,248,283,61,38,9,0,14,33,39,29,0,85,10.2,30.0,0.34,0.309,3,3,0,6,1,0,-9.3,0.20600000000000002,0.336,4.1,0.24600000000000002,0.32899999999999996,0.452,0.78,0.6,114.0,0.05,1,1500000,1500000.0
Geovany Soto,2016,Angels,26,78,86,21,12,5,0,4,11,9,6,0,21,7.0,24.4,0.29,0.321,0,0,2,1,0,0,-0.1,0.218,0.345,1.9,0.26899999999999996,0.321,0.48700000000000004,0.809,0.4,120.0,0.27,1,2800000,2800000.0
Gerardo Parra,2016,Rockies,102,368,381,93,56,27,3,7,45,39,9,1,73,2.4,19.2,0.12,0.297,1,2,1,16,6,4,-5.5,0.147,0.284,-10.6,0.253,0.271,0.39899999999999997,0.6709999999999999,-1.7,58.0,-3.11,3,27500000,9166666.667000001
Gordon Beckham,2016,Braves,88,245,279,52,30,16,1,5,25,31,26,1,52,9.3,18.6,0.5,0.245,4,4,0,12,1,0,-3.8,0.135,0.281,-8.6,0.212,0.294,0.34700000000000003,0.6409999999999999,-0.6,71.0,-1.48,1,1250000,1250000.0
Howie Kendrick,2016,Dodgers,146,487,543,124,88,26,2,8,65,40,50,2,96,9.2,17.7,0.52,0.301,3,3,0,20,10,2,-4.6,0.111,0.303,-6.6,0.255,0.326,0.366,0.691,0.9,90.0,0.19,2,20000000,10000000.0
Ian Desmond,2016,Rangers,156,625,677,178,124,29,3,22,107,86,44,2,160,6.5,23.6,0.28,0.35,5,3,0,11,21,6,-0.8,0.162,0.336,9.8,0.285,0.335,0.446,0.782,3.3,106.0,2.63,1,8000000,8000000.0
Jarrod Saltalamacchia,2016,Tigers,92,246,292,42,24,5,1,12,30,38,41,1,104,14.0,35.6,0.39,0.222,0,5,0,1,0,0,1.0,0.175,0.27699999999999997,-9.9,0.171,0.284,0.34600000000000003,0.63,0.1,68.0,0.35,1,507500,507500.0
Jason Heyward,2016,Cubs,142,530,592,122,87,27,1,7,61,49,54,0,93,9.1,15.7,0.58,0.266,5,2,1,12,11,4,15.4,0.094,0.282,-17.7,0.23,0.306,0.325,0.631,1.5,71.0,-2.65,8,184000000,23000000.0
Jeff Francoeur,2016,Braves,125,307,331,78,55,15,1,7,33,34,20,2,90,6.0,27.2,0.22,0.33299999999999996,0,3,1,5,2,2,0.2,0.124,0.29,-7.7,0.254,0.297,0.37799999999999995,0.675,0.3,78.0,-1.67,1,1000000,1000000.0
Jeff Mathis,2016,Marlins,41,126,132,30,23,4,1,2,12,15,4,0,36,3.0,27.3,0.11,0.318,1,0,1,1,0,0,2.7,0.095,0.261,-6.2,0.23800000000000002,0.267,0.33299999999999996,0.601,0.1,61.0,-0.42,1,1500000,1500000.0
Jimmy Rollins,2016,White Sox,41,149,166,33,22,8,1,2,25,8,16,0,33,9.6,19.9,0.48,0.27,0,1,0,2,5,2,-0.1,0.107,0.27699999999999997,-5.7,0.221,0.295,0.32899999999999996,0.624,0.0,71.0,-0.43,1,2000000,2000000.0
John Jaso,2016,Pirates,132,380,432,102,66,25,3,8,45,42,45,0,74,10.4,17.1,0.61,0.314,5,1,1,8,0,4,-7.9,0.145,0.335,6.1,0.268,0.353,0.413,0.7659999999999999,0.5,109.0,2.38,2,8000000,4000000.0
Johnny Cueto,2016,Giants,32,70,84,8,8,0,0,0,1,5,2,0,24,2.4,28.6,0.08,0.17,0,1,11,2,0,0,9.1,0.0,0.115,-14.1,0.114,0.13699999999999998,0.114,0.251,-0.2,-36.0,-1.44,6,130000000,21666666.67
Josh Thole,2016,Blue Jays,50,118,136,20,16,3,0,1,7,7,13,0,28,9.6,20.6,0.46,0.209,1,2,2,4,0,0,2.9,0.051,0.22,-11.0,0.16899999999999998,0.254,0.22,0.474,-0.5,30.0,-0.91,1,800000,800000.0
Juan Uribe,2016,Indians,73,238,259,49,33,9,0,7,19,25,15,1,49,5.8,18.9,0.31,0.22699999999999998,3,3,0,6,0,0,8.3,0.126,0.256,-13.2,0.20600000000000002,0.259,0.332,0.591,0.1,53.0,-0.94,1,4000000,4000000.0
Justin Upton,2016,Tigers,153,570,626,140,79,28,2,31,81,87,50,3,179,8.0,28.6,0.28,0.301,4,2,0,15,9,4,-12.8,0.21899999999999997,0.32899999999999996,5.8,0.24600000000000002,0.31,0.465,0.775,1.3,104.0,1.98,6,132750000,22125000.0
Kelly Johnson,2016,Braves,131,304,333,75,51,14,0,10,25,34,25,2,65,7.5,19.5,0.38,0.281,2,2,0,6,4,0,-0.2,0.145,0.301,-4.7,0.247,0.306,0.391,0.698,0.7,87.0,-0.2,1,2000000,2000000.0
Marlon Byrd,2016,Indians,34,115,129,31,20,6,0,5,11,19,11,1,38,8.5,29.5,0.29,0.34700000000000003,0,3,0,1,0,0,1.2,0.183,0.32799999999999996,1.1,0.27,0.326,0.452,0.778,0.7,103.0,0.23,1,1000000,1000000.0
Mike Aviles,2016,Tigers,68,167,181,35,28,5,1,1,17,6,9,0,27,5.0,14.9,0.33,0.245,2,0,3,5,2,2,-6.7,0.06,0.23600000000000002,-12.2,0.21,0.258,0.26899999999999996,0.528,-1.4,40.0,-1.62,1,2000000,2000000.0
Mike Napoli,2016,Indians,150,557,645,133,76,22,1,34,92,101,78,2,194,12.1,30.1,0.4,0.29600000000000004,5,5,0,15,5,1,-17.3,0.226,0.34299999999999997,13.0,0.239,0.335,0.465,0.8,0.9,113.0,0.67,1,7000000,7000000.0
Pedro Alvarez,2016,Orioles,109,337,376,84,42,20,0,22,43,49,37,1,97,9.8,25.8,0.38,0.282,0,2,0,6,1,0,-11.7,0.255,0.349,9.6,0.249,0.322,0.504,0.826,1.2,118.0,0.38,1,5750000,5750000.0
Rajai Davis,2016,Indians,134,454,495,113,76,23,2,12,74,48,33,0,106,6.7,21.4,0.31,0.299,5,2,1,9,43,6,1.2,0.139,0.302,-6.7,0.249,0.306,0.38799999999999996,0.693,1.9,85.0,-0.26,1,5250000,5250000.0
Ryan Raburn,2016,Rockies,113,223,256,49,28,10,2,9,30,30,28,0,80,10.9,31.3,0.35,0.292,2,3,0,6,0,0,-2.4,0.184,0.309,-2.0,0.22,0.309,0.40399999999999997,0.7120000000000001,-0.1,75.0,-0.13,1,1500000,1500000.0
Sean Rodriguez,2016,Pirates,140,300,342,81,46,16,1,18,49,56,33,2,102,9.6,29.8,0.32,0.344,5,3,1,6,2,1,-3.6,0.24,0.363,12.7,0.27,0.349,0.51,0.8590000000000001,1.8,128.0,-0.09,1,2500000,2500000.0
Stephen Drew,2016,Nationals,70,143,165,38,18,11,1,8,24,21,16,0,31,9.7,18.8,0.52,0.278,2,4,0,3,0,1,-2.1,0.259,0.36200000000000004,5.9,0.266,0.33899999999999997,0.524,0.8640000000000001,0.7,124.0,0.49,1,3000000,3000000.0
Tyler Flowers,2016,Braves,83,281,325,76,50,18,0,8,27,41,29,1,91,8.9,28.0,0.32,0.366,11,4,0,3,0,0,-1.1,0.149,0.33799999999999997,5.5,0.27,0.35700000000000004,0.42,0.777,1.1,110.0,1.72,2,5300000,2650000.0
