Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
Marlon Byrd,2009,Rangers,146,547,599,155,90,43,2,20,66,89,32,2,98,5.3,16.4,0.33,0.308,10,10,0,11,8,4,-8.4,0.196,0.34600000000000003,8.8,0.28300000000000003,0.32899999999999996,0.479,0.8079999999999999,1.3,103.0,0.76,3.0,15000000.0,5000000.0
Matt Holliday,2009,Cardinals,156,581,670,182,116,39,3,24,94,109,72,8,101,10.7,15.1,0.71,0.341,10,7,0,13,14,7,-3.3,0.201,0.391,34.5,0.313,0.39399999999999996,0.515,0.909,5.4,141.0,3.43,7.0,120000000.0,17142857.14285714
Melvin Mora,2009,Orioles,125,450,496,117,89,20,0,8,44,48,34,1,60,6.9,12.1,0.57,0.28300000000000003,8,3,1,13,3,3,7.0,0.098,0.304,-10.1,0.26,0.321,0.358,0.679,0.3,77.0,-2.54,1.0,1300000.0,1300000.0
Miguel Olivo,2009,Royals,114,390,416,97,54,15,5,23,51,65,19,0,126,4.6,30.3,0.15,0.306,5,1,1,10,5,2,1.9,0.24100000000000002,0.33399999999999996,2.0,0.249,0.292,0.49,0.7809999999999999,1.6,99.0,-0.49,1.0,2500000.0,2500000.0
Miguel Tejada,2009,Astros,158,635,674,199,138,46,1,14,83,86,19,2,48,2.8,7.1,0.4,0.318,11,8,0,29,5,2,-5.5,0.142,0.345,9.0,0.313,0.34,0.455,0.795,1.9,110.0,3.01,1.0,6000000.0,6000000.0
Mike Cameron,2009,Brewers,149,544,628,136,77,32,3,24,78,70,75,3,156,11.9,24.8,0.48,0.304,4,5,0,12,7,3,13.7,0.20199999999999999,0.34600000000000003,9.0,0.25,0.342,0.452,0.795,4.2,110.0,-0.74,2.0,15500000.0,7750000.0
Mike Redmond,2009,Twins,45,135,147,32,26,5,1,0,9,7,11,0,19,7.5,12.9,0.58,0.276,1,0,0,8,0,0,-1.7,0.052000000000000005,0.27,-7.2,0.237,0.299,0.289,0.588,-0.8,58.0,-0.36,1.0,850000.0,850000.0
Nick Johnson,2009,Yankees,133,457,574,133,99,24,2,8,71,62,99,4,84,17.2,14.6,1.18,0.33799999999999997,12,5,1,15,2,4,-17.6,0.114,0.376,22.6,0.29100000000000004,0.426,0.405,0.831,1.6,129.0,3.57,1.0,5750000.0,5750000.0
Omar Vizquel,2009,Rangers,62,177,195,47,37,7,2,1,17,14,13,0,27,6.7,13.8,0.48,0.309,0,0,5,0,4,0,11.2,0.079,0.29600000000000004,-5.2,0.266,0.316,0.345,0.66,0.9,69.0,0.06,1.0,1375000.0,1375000.0
Orlando Cabrera,2009,Reds,160,656,708,186,138,36,3,9,83,77,36,1,71,5.1,10.0,0.51,0.302,0,10,6,22,13,4,-5.9,0.105,0.309,-11.6,0.284,0.316,0.389,0.705,0.7,85.0,-1.02,1.0,3020000.0,3020000.0
Orlando Hudson,2009,Dodgers,149,551,631,156,106,35,6,9,74,62,62,4,99,9.8,15.7,0.63,0.32799999999999996,4,5,9,16,8,1,-0.7,0.134,0.341,6.3,0.28300000000000003,0.35700000000000004,0.41700000000000004,0.774,2.8,109.0,0.12,1.0,5000000.0,5000000.0
Pedro Feliz,2009,Phillies,158,580,625,154,110,30,2,12,62,82,35,3,68,5.6,10.9,0.51,0.281,3,5,2,12,0,1,13.6,0.121,0.304,-12.8,0.266,0.308,0.386,0.6940000000000001,1.4,80.0,0.5,1.0,4500000.0,4500000.0
Placido Polanco,2009,Tigers,153,618,676,176,131,31,4,10,82,72,36,2,46,5.3,6.8,0.78,0.293,9,5,7,15,7,2,14.0,0.11199999999999999,0.321,-4.6,0.285,0.331,0.396,0.727,2.8,89.0,1.01,3.0,18000000.0,6000000.0
Ramon Castro,2009,White Sox,57,155,171,34,19,8,0,7,13,25,16,1,39,9.4,22.8,0.41,0.248,0,0,0,4,0,0,3.2,0.187,0.305,-3.3,0.21899999999999997,0.292,0.406,0.6990000000000001,0.2,81.0,-0.68,1.0,1000000.0,1000000.0
Randy Winn,2009,Giants,149,538,597,141,101,33,5,2,65,51,47,2,93,7.9,15.6,0.51,0.308,1,8,3,6,16,2,9.2,0.091,0.298,-15.1,0.262,0.318,0.353,0.6709999999999999,1.8,79.0,0.93,1.0,1100000.0,1100000.0
Randy Wolf,2009,Dodgers,35,68,81,11,6,4,0,1,5,11,2,0,22,2.5,27.2,0.09,0.217,1,1,9,1,1,0,8.8,0.10300000000000001,0.20199999999999999,-8.4,0.162,0.19399999999999998,0.265,0.45899999999999996,0.3,16.0,-0.48,3.0,29750000.0,9916666.666666666
Reed Johnson,2009,Cubs,65,165,186,42,26,10,2,4,23,22,13,0,27,7.0,14.5,0.48,0.281,6,1,1,5,2,1,-1.0,0.158,0.32799999999999996,-0.1,0.255,0.33,0.41200000000000003,0.742,0.2,93.0,-0.2,1.0,800000.0,800000.0
Rick Ankiel,2009,Cardinals,122,372,404,86,52,21,2,11,50,38,26,4,99,6.4,24.5,0.26,0.28300000000000003,3,3,0,5,4,3,-1.1,0.156,0.29,-12.8,0.231,0.285,0.387,0.672,0.2,75.0,-1.83,1.0,3250000.0,3250000.0
Rod Barajas,2009,Blue Jays,125,429,460,97,59,19,0,19,43,71,20,2,76,4.3,16.5,0.26,0.22899999999999998,1,7,3,4,1,0,13.1,0.177,0.28300000000000003,-17.5,0.226,0.258,0.40299999999999997,0.6609999999999999,0.8,65.0,-0.85,1.0,500000.0,500000.0
Ronnie Belliard,2009,Dodgers,110,264,287,73,48,14,1,10,39,39,20,0,56,7.0,19.5,0.36,0.315,0,2,1,10,3,0,0.8,0.174,0.337,2.1,0.27699999999999997,0.325,0.451,0.7759999999999999,1.4,104.0,0.82,1.0,825000.0,825000.0
Ross Gload,2009,Marlins,125,230,259,60,42,10,2,6,33,30,23,4,30,8.9,11.6,0.77,0.27399999999999997,2,3,1,3,0,0,0.0,0.139,0.316,-2.6,0.261,0.32899999999999996,0.4,0.7290000000000001,0.5,88.0,2.01,2.0,2600000.0,1300000.0
Russell Branyan,2009,Mariners,116,431,505,108,55,21,1,31,64,76,58,6,149,11.5,29.5,0.39,0.3,9,6,1,6,2,0,-7.2,0.26899999999999996,0.368,16.5,0.251,0.34700000000000003,0.52,0.867,2.7,126.0,0.93,1.0,2000000.0,2000000.0
Ryan Church,2009,Pirates,111,359,399,98,66,28,0,4,46,40,33,6,58,8.3,14.5,0.57,0.314,3,2,2,11,6,2,1.2,0.111,0.316,-4.1,0.273,0.33799999999999997,0.384,0.722,1.0,92.0,-0.31,1.0,1500000.0,1500000.0
Ryan Garko,2009,Rangers,118,354,400,95,68,13,1,13,39,51,29,1,50,7.3,12.5,0.58,0.28,13,2,2,8,0,0,-6.6,0.153,0.33899999999999997,3.4,0.268,0.344,0.42100000000000004,0.765,0.7,105.0,-0.29,1.0,550000.0,550000.0
Ryan Langerhans,2009,Mariners,38,101,122,22,12,6,1,3,12,10,14,1,28,11.5,23.0,0.5,0.26,1,3,3,0,0,1,4.3,0.168,0.304,-2.5,0.218,0.311,0.386,0.6970000000000001,0.7,84.0,0.61,1.0,525000.0,525000.0
Scott Podsednik,2009,White Sox,132,537,587,163,125,25,6,7,75,48,39,1,74,6.6,12.6,0.53,0.341,3,2,6,8,30,13,-4.0,0.10800000000000001,0.33799999999999997,4.5,0.304,0.353,0.41200000000000003,0.764,1.9,99.0,-0.19,1.0,1750000.0,1750000.0
Vladimir Guerrero,2009,Angels,100,383,407,113,81,16,1,15,59,50,19,3,56,4.7,13.8,0.34,0.313,4,1,0,16,2,1,-10.4,0.16399999999999998,0.344,5.0,0.295,0.33399999999999996,0.46,0.794,0.5,107.0,-1.25,1.0,5000000.0,5000000.0
Yorvit Torrealba,2009,Rockies,64,213,242,62,48,11,1,2,27,31,21,5,42,8.7,17.4,0.5,0.34700000000000003,1,4,3,4,1,1,4.3,0.08900000000000001,0.318,-2.1,0.29100000000000004,0.35100000000000003,0.38,0.732,0.6,81.0,1.55,1.0,1250000.0,1250000.0
