Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Cliff Lee,2010,Phillies,12,9,28,28,7,212.1,195,16,18,185,84,0,0,1,75,1,0,2,1,843,3,0.68,0.76,7.84,10.28,19.8,41.9,6.3,67.9,3.18,0.287,2.58,1.0,2.17,7.0,5.0,120000000.0,24000000.0
D.J. Carrasco,2010,Mets,3,2,63,0,0,78.1,68,5,34,65,39,0,1,0,32,5,7,3,0,330,6,0.57,3.91,7.47,1.91,9.4,47.5,7.1,68.0,3.68,0.285,3.74,1.3,0.08,0.3,2.0,2500000.0,1250000.0
Dan Wheeler,2010,Rays,2,4,64,0,0,48.1,36,7,16,46,20,3,3,0,18,1,8,2,0,195,3,1.3,2.98,8.57,2.88,15.4,34.6,11.9,76.4,3.35,0.23199999999999998,4.11,1.08,-0.96,0.1,1.0,3000000.0,3000000.0
Dustin Moseley,2010,Yankees,4,4,16,9,0,65.1,66,13,27,33,36,0,0,0,35,2,0,0,0,278,0,1.79,3.72,4.55,1.22,2.2,49.1,17.6,76.8,4.82,0.261,5.99,1.42,-0.76,-0.4,1.0,900000.0,900000.0
Frank Francisco,2010,Rangers,6,4,56,0,0,52.2,49,5,18,60,23,2,4,1,22,1,15,2,0,221,2,0.85,3.08,10.25,3.33,19.0,39.4,9.1,73.8,3.76,0.321,3.12,1.27,0.26,1.1,1.0,4000000.0,4000000.0
George Sherrill,2010,Dodgers,2,2,65,0,0,36.1,46,4,24,25,28,0,4,0,27,1,7,4,0,180,1,0.99,5.94,6.19,1.04,0.6,39.8,8.2,65.8,6.69,0.33299999999999996,5.2,1.93,-1.92,-0.5,1.0,1200000.0,1200000.0
Grant Balfour,2010,Rays,2,1,57,0,0,55.1,43,3,17,56,16,0,1,1,14,0,16,2,0,222,4,0.49,2.77,9.11,3.29,17.6,30.6,4.1,78.9,2.28,0.27399999999999997,2.68,1.08,1.93,1.2,2.0,8100000.0,4050000.0
Hideki Okajima,2010,Red Sox,4,4,56,0,0,46.0,59,6,20,33,24,0,4,0,23,0,11,5,0,213,2,1.17,3.91,6.46,1.65,6.1,34.9,9.4,77.9,4.5,0.344,4.64,1.72,-1.44,0.1,1.0,1750000.0,1750000.0
Hiroki Kuroda,2010,Dodgers,11,13,31,31,0,196.1,180,15,48,159,87,0,0,0,74,5,0,13,0,810,12,0.69,2.2,7.29,3.31,13.7,51.1,8.0,68.9,3.39,0.28300000000000003,3.26,1.16,0.59,4.3,1.0,12000000.0,12000000.0
J.C. Romero,2010,Phillies,1,0,60,0,0,36.2,30,3,29,28,17,3,3,1,15,5,9,7,0,171,0,0.74,7.12,6.87,0.97,-0.6,61.3,10.7,78.6,3.68,0.255,5.4,1.61,-0.26,-0.5,1.0,1350000.0,1350000.0
J.J. Putz,2010,White Sox,7,5,60,0,0,54.0,41,4,15,65,18,3,4,0,17,1,14,2,0,219,4,0.67,2.5,10.83,4.33,22.8,48.5,7.7,75.9,2.83,0.276,2.52,1.04,-0.6,1.5,2.0,10000000.0,5000000.0
Jake Westbrook,2010,Cardinals,10,11,33,33,1,202.2,203,20,68,128,99,0,0,0,95,8,0,4,0,860,8,0.89,3.02,5.68,1.88,7.0,56.4,11.7,71.7,4.22,0.28800000000000003,4.22,1.34,-0.87,1.8,2.0,16500000.0,8250000.0
Jason Frasor,2010,Blue Jays,3,4,69,0,0,63.2,61,4,27,65,30,4,4,0,26,4,14,6,0,279,5,0.57,3.82,9.19,2.41,13.6,46.4,6.3,71.8,3.68,0.318,3.31,1.38,-0.21,0.9,1.0,3500000.0,3500000.0
Javier Vazquez,2010,Yankees,10,10,31,26,0,157.1,155,32,65,121,96,0,0,0,93,7,1,4,0,683,8,1.83,3.72,6.92,1.86,8.2,35.5,14.0,71.9,5.32,0.26899999999999996,5.56,1.4,-1.64,0.0,1.0,7000000.0,7000000.0
Jeff Francis,2010,Rockies,4,6,20,19,0,104.1,119,11,23,67,61,0,0,0,58,2,0,3,0,441,1,0.95,1.98,5.78,2.91,10.0,47.0,10.1,64.5,5.0,0.32,3.88,1.36,-0.81,1.6,1.0,2000000.0,2000000.0
Jeremy Accardo,2010,Blue Jays,0,1,5,0,0,6.2,12,0,3,3,6,0,1,0,6,1,0,0,0,34,2,0.0,4.05,4.05,1.0,0.0,44.4,0.0,62.5,8.1,0.444,3.98,2.25,-0.43,0.0,1.0,1080000.0,1080000.0
Jesse Crain,2010,Twins,1,1,71,0,0,68.0,53,5,27,62,27,1,3,0,23,1,21,4,0,278,3,0.66,3.57,8.21,2.3,12.6,39.2,6.3,73.0,3.04,0.262,3.45,1.18,1.41,0.7,3.0,13000000.0,4333333.333333333
Joaquin Benoit,2010,Rays,1,2,63,0,0,60.1,30,6,11,75,10,1,3,0,9,0,25,1,0,217,1,0.9,1.64,11.19,6.82,29.5,38.9,9.4,95.1,1.34,0.192,2.43,0.68,1.87,1.6,3.0,16500000.0,5500000.0
Joel Peralta,2010,Nationals,1,0,39,0,0,49.0,30,5,9,49,12,0,2,0,11,1,9,4,0,189,0,0.92,1.65,9.0,5.44,21.2,26.2,7.1,84.9,2.02,0.2,3.02,0.8,1.45,0.8,1.0,950000.0,950000.0
Jon Garland,2010,Padres,14,12,33,33,0,200.0,176,20,87,136,86,0,0,0,77,6,0,9,0,837,6,0.9,3.92,6.12,1.56,5.9,51.9,11.0,75.9,3.47,0.265,4.41,1.32,0.4,1.1,1.0,5000000.0,5000000.0
Jon Rauch,2010,Twins,3,1,59,0,0,57.2,61,3,14,46,20,21,4,0,20,1,2,0,0,245,1,0.47,2.18,7.18,3.29,13.1,37.7,3.7,78.0,3.12,0.32,2.94,1.3,0.99,1.3,1.0,3500000.0,3500000.0
Jose Contreras,2010,Phillies,6,4,67,0,0,56.2,53,5,16,57,22,4,1,0,21,4,13,2,0,233,0,0.79,2.54,9.05,3.56,17.6,44.7,9.3,77.3,3.34,0.318,3.27,1.22,0.78,0.6,2.0,5500000.0,2750000.0
Justin Duchscherer,2010,Athletics,2,1,5,5,0,28.0,26,3,12,18,11,0,0,0,9,1,0,0,0,116,2,0.96,3.86,5.79,1.5,5.2,46.4,10.0,80.5,2.89,0.28,4.58,1.36,0.25,0.1,1.0,700000.0,700000.0
Kerry Wood,2010,Cubs,3,4,47,0,0,46.0,35,4,29,49,17,8,4,1,16,3,11,4,0,201,5,0.78,5.67,9.59,1.69,10.0,39.0,7.8,81.4,3.13,0.267,4.17,1.39,-0.54,0.1,1.0,1500000.0,1500000.0
Kevin Correia,2010,Padres,10,10,28,26,0,145.0,152,20,64,115,89,0,0,0,87,5,0,6,0,641,3,1.24,3.97,7.14,1.8,8.0,48.9,14.8,68.4,5.4,0.302,4.71,1.49,-1.18,0.2,2.0,8000000.0,4000000.0
Kevin Gregg,2010,Blue Jays,2,6,63,0,0,59.0,52,4,30,58,24,37,6,0,23,1,3,1,0,254,3,0.61,4.58,8.85,1.93,11.0,42.3,6.1,76.2,3.51,0.298,3.57,1.39,-0.96,0.8,2.0,10000000.0,5000000.0
Koji Uehara,2010,Orioles,1,2,43,0,0,44.0,37,5,5,55,15,13,2,0,14,0,6,0,0,174,1,1.02,1.02,11.25,11.0,28.7,23.6,7.8,77.1,2.86,0.294,2.4,0.95,1.29,1.4,1.0,3000000.0,3000000.0
Kyle Farnsworth,2010,Rays,3,2,60,0,0,64.2,55,4,19,61,25,0,3,0,24,4,9,1,0,267,3,0.56,2.64,8.49,3.21,15.7,41.3,6.2,73.2,3.34,0.285,3.06,1.14,-0.2,0.8,1.0,3250000.0,3250000.0
Mariano Rivera,2010,Yankees,3,3,61,0,0,60.0,39,2,11,45,14,33,5,0,12,5,0,3,0,230,0,0.3,1.65,6.75,4.09,14.8,51.2,3.6,78.5,1.8,0.222,2.81,0.83,2.01,1.7,2.0,30000000.0,15000000.0
Matt Albers,2010,Orioles,5,3,62,0,0,75.2,78,6,34,49,41,0,2,0,38,2,7,5,0,329,2,0.71,4.04,5.83,1.44,4.6,56.3,8.6,69.1,4.52,0.303,4.24,1.48,0.33,0.1,1.0,875000.0,875000.0
Matt Guerrier,2010,Twins,5,7,74,0,0,71.0,56,7,22,42,28,1,6,0,25,3,23,1,0,286,2,0.89,2.79,5.32,1.91,7.0,46.5,8.5,74.4,3.17,0.231,4.23,1.1,0.56,0.1,3.0,12000000.0,4000000.0
Octavio Dotel,2010,Blue Jays,3,4,68,0,0,64.0,52,9,32,75,32,22,6,0,29,3,4,5,0,279,8,1.27,4.5,10.55,2.34,15.4,31.7,10.1,73.9,4.08,0.26899999999999996,4.2,1.31,-0.85,0.1,1.0,3500000.0,3500000.0
Pedro Feliciano,2010,Mets,3,6,92,0,0,62.2,66,1,30,56,24,0,1,0,23,6,23,6,0,280,1,0.14,4.31,8.04,1.87,9.3,56.0,2.6,77.5,3.3,0.348,3.22,1.53,0.53,0.7,2.0,8000000.0,4000000.0
Rafael Soriano,2010,Rays,3,2,64,0,0,62.1,36,4,14,57,14,45,3,0,12,1,0,2,0,237,0,0.58,2.02,8.23,4.07,18.1,32.5,4.8,81.5,1.73,0.19899999999999998,2.81,0.8,4.09,1.8,3.0,35000000.0,11666666.666666664
Randy Choate,2010,Rays,4,3,85,0,0,44.2,41,3,17,40,23,0,2,0,21,3,18,5,0,187,4,0.6,3.43,8.06,2.35,12.3,60.2,10.0,66.9,4.23,0.306,3.5,1.3,0.11,0.4,2.0,2500000.0,1250000.0
Ryan Rowland-Smith,2010,Mariners,1,10,27,20,0,109.1,141,25,44,49,94,0,0,0,82,7,0,2,0,510,7,2.06,3.62,4.03,1.11,1.0,37.1,14.0,62.4,6.75,0.301,6.55,1.69,-4.02,-1.7,1.0,725000.0,725000.0
Scott Downs,2010,Blue Jays,5,5,67,0,0,61.1,47,3,14,48,19,0,2,0,18,4,26,3,0,241,1,0.44,2.05,7.04,3.43,14.1,57.8,6.0,75.7,2.64,0.256,3.03,0.99,1.44,1.1,3.0,15000000.0,5000000.0
Sean Green,2010,Mets,0,0,11,0,0,9.1,7,1,8,12,6,0,0,0,4,4,2,3,0,48,0,0.96,7.71,11.57,1.5,8.3,73.9,20.0,73.9,3.86,0.261,5.76,1.61,0.19,-0.2,1.0,875000.0,875000.0
Taylor Buchholz,2010,Mets,1,0,9,0,0,12.0,10,2,6,9,5,0,0,0,5,0,0,0,0,49,0,1.5,4.5,6.75,1.5,6.1,36.4,11.8,83.3,3.75,0.25,5.25,1.33,0.06,-0.1,1.0,600000.0,600000.0
Todd Coffey,2010,Brewers,2,4,69,0,0,62.1,65,8,23,56,40,0,2,0,33,3,13,5,0,274,6,1.16,3.32,8.09,2.43,12.0,47.6,11.9,63.9,4.76,0.31,4.2,1.41,-0.92,0.2,1.0,1350000.0,1350000.0
Vicente Padilla,2010,Dodgers,6,5,16,16,1,95.0,79,14,24,84,46,0,0,1,43,7,0,4,1,389,0,1.33,2.27,7.96,3.5,15.4,39.8,12.4,70.8,4.07,0.25,4.2,1.08,-0.18,0.8,1.0,2000000.0,2000000.0
Will Ohman,2010,White Sox,0,2,68,0,0,42.0,40,4,23,43,18,0,1,0,15,1,18,5,0,186,3,0.86,4.93,9.21,1.87,10.8,46.1,8.7,78.8,3.21,0.313,3.98,1.5,-0.38,0.2,2.0,4000000.0,2000000.0
