Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
George Sherrill,2011,Braves,3,1,51,0,0,36.0,33,3,12,38,12,0,1,0,12,1,7,1,0,149,1,0.75,3.0,9.5,3.17,17.5,45.2,9.7,81.3,3.0,0.316,3.08,1.25,0.5,0.4,1.0,1100000.0,1100000.0
Guillermo Mota,2011,Giants,2,2,52,0,0,80.1,71,10,30,77,34,1,1,1,34,2,4,4,0,333,1,1.12,3.36,8.63,2.57,14.1,40.8,11.8,77.5,3.81,0.285,3.92,1.26,0.08,0.1,1.0,1000000.0,1000000.0
Heath Bell,2011,Padres,3,4,64,0,0,62.2,51,4,21,51,20,43,5,0,17,0,0,2,0,256,8,0.57,3.02,7.32,2.43,11.7,43.3,6.3,78.3,2.44,0.261,3.23,1.15,1.82,0.7,3.0,27000000.0,9000000.0
Hiroki Kuroda,2011,Dodgers,13,16,32,32,0,202.0,196,24,49,161,77,0,0,1,69,5,0,6,0,838,12,1.07,2.18,7.17,3.29,13.4,43.2,11.3,79.9,3.07,0.287,3.78,1.21,0.83,2.7,1.0,10000000.0,10000000.0
J.C. Romero,2011,Cardinals,1,0,36,0,0,24.2,28,1,15,19,14,0,0,0,11,1,3,2,0,116,0,0.36,5.47,6.93,1.27,3.5,54.4,4.0,70.4,4.01,0.33799999999999997,3.96,1.74,-0.43,0.1,1.0,750000.0,750000.0
Jason Marquis,2011,Twins,8,6,23,23,1,132.0,154,11,43,76,74,0,0,0,65,5,0,1,1,587,1,0.75,2.93,5.18,1.77,5.6,55.1,9.9,68.6,4.43,0.316,4.05,1.49,-0.38,1.2,1.0,3000000.0,3000000.0
Joe Nathan,2011,Twins,2,1,48,0,0,44.2,38,7,14,43,26,14,3,0,24,3,8,2,0,191,3,1.41,2.82,8.66,3.07,15.2,34.9,11.5,64.2,4.84,0.25,4.28,1.16,0.55,-0.1,2.0,14500000.0,7250000.0
Joe Saunders,2011,Diamondbacks,12,13,33,33,1,212.0,210,29,67,108,94,0,0,0,87,3,0,4,0,874,3,1.23,2.84,4.58,1.61,4.7,44.5,12.4,77.7,3.69,0.271,4.78,1.31,1.49,0.5,1.0,6000000.0,6000000.0
Jon Rauch,2011,Blue Jays,5,4,53,0,0,52.0,56,11,14,36,28,11,5,0,28,1,4,1,0,225,2,1.9,2.42,6.23,2.57,9.8,34.5,12.9,77.3,4.85,0.276,5.26,1.35,-0.53,-0.6,1.0,3500000.0,3500000.0
Jonathan Broxton,2011,Dodgers,1,2,14,0,0,12.2,15,2,9,10,10,7,1,0,8,0,0,2,0,62,0,1.42,6.39,7.11,1.11,1.6,41.9,18.2,66.0,5.68,0.317,5.63,1.89,-0.65,-0.3,1.0,4000000.0,4000000.0
Jonathan Papelbon,2011,Red Sox,4,1,63,0,0,64.1,50,3,10,87,22,31,3,0,21,3,0,1,0,255,1,0.42,1.4,12.17,8.7,30.2,37.5,4.8,69.7,2.94,0.309,1.53,0.93,3.26,3.0,4.0,50000058.0,12500014.5
Jose Mijares,2011,Twins,0,2,58,0,0,49.0,53,4,30,30,31,0,2,0,25,3,10,2,0,228,1,0.73,5.51,5.51,1.0,0.0,31.1,5.2,68.4,4.59,0.304,4.88,1.69,-0.17,-0.3,1.0,925000.0,925000.0
Kerry Wood,2011,Cubs,3,5,55,0,0,51.0,45,5,21,57,23,1,6,0,19,5,21,2,0,224,5,0.88,3.71,10.06,2.71,16.1,35.8,8.1,75.0,3.35,0.294,3.59,1.29,-1.04,0.4,1.0,3000000.0,3000000.0
LaTroy Hawkins,2011,Brewers,3,1,52,0,0,48.1,50,1,10,28,15,0,0,0,13,0,20,1,0,204,2,0.19,1.86,5.21,2.8,8.8,61.7,2.8,76.8,2.42,0.297,2.76,1.24,1.45,0.8,1.0,3000000.0,3000000.0
Mark Buehrle,2011,White Sox,13,9,31,31,0,205.1,221,21,45,109,93,0,0,0,82,2,0,3,0,858,1,0.92,1.97,4.78,2.42,7.5,44.9,8.6,73.3,3.59,0.294,3.98,1.3,2.22,3.3,4.0,58000000.0,14500000.0
Matt Capps,2011,Twins,4,7,69,0,0,65.2,66,10,13,34,31,15,9,0,31,4,7,1,0,274,1,1.37,1.78,4.66,2.62,7.7,41.6,11.1,75.4,4.25,0.263,4.75,1.2,-1.0,-0.4,1.0,4750000.0,4750000.0
Micah Owings,2011,Diamondbacks,8,0,33,4,0,63.0,56,8,23,44,27,0,0,0,25,2,3,0,0,263,3,1.14,3.29,6.29,1.91,8.0,38.0,9.4,77.4,3.57,0.258,4.47,1.25,0.1,0.0,1.0,1000000.0,1000000.0
Mike MacDougal,2011,Dodgers,3,1,69,0,0,57.0,54,3,29,41,16,1,1,0,13,3,14,3,0,247,3,0.47,4.58,6.47,1.41,4.9,60.9,8.8,85.6,2.05,0.298,3.96,1.46,1.63,-0.1,1.0,1000000.0,1000000.0
Octavio Dotel,2011,Tigers,5,4,65,0,0,54.0,36,6,17,62,23,3,0,0,21,2,9,2,0,218,1,1.0,2.83,10.33,3.65,20.6,30.1,9.0,68.7,3.5,0.22899999999999998,3.23,0.98,1.15,0.8,1.0,3500000.0,3500000.0
Paul Maholm,2011,Pirates,6,14,26,26,1,162.1,160,11,50,97,72,0,0,0,66,8,0,6,1,687,3,0.61,2.77,5.38,1.94,6.8,49.9,7.5,72.1,3.66,0.28600000000000003,3.78,1.29,-0.02,1.9,1.0,4750000.0,4750000.0
Ryan Madson,2011,Phillies,4,2,62,0,0,60.2,54,2,16,62,16,32,2,0,16,1,3,8,0,246,0,0.3,2.37,9.2,3.88,18.7,48.8,3.7,80.7,2.37,0.315,2.25,1.15,2.61,1.7,1.0,8500000.0,8500000.0
Shawn Camp,2011,Blue Jays,6,3,67,0,0,66.1,79,3,22,32,36,1,3,0,31,6,5,9,0,292,0,0.41,2.98,4.34,1.45,3.4,53.5,5.2,69.1,4.21,0.332,3.91,1.52,0.03,0.3,1.0,750000.0,750000.0
Takashi Saito,2011,Brewers,4,2,30,0,0,26.2,21,2,9,23,6,0,2,0,6,1,10,2,0,108,2,0.68,3.04,7.76,2.56,13.0,45.9,7.1,88.7,2.03,0.26,3.4,1.13,0.48,0.3,1.0,1750000.0,1750000.0
Todd Coffey,2011,Nationals,5,1,69,0,0,59.2,55,4,20,46,25,0,2,0,24,1,10,3,0,254,1,0.6,3.02,6.94,2.3,10.2,43.6,5.6,72.4,3.62,0.27899999999999997,3.41,1.26,0.43,0.4,1.0,1300000.0,1300000.0
