"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Mike Mussina","Yankees","20","9","3.37","34","34","0","0","0","0","0","200.1","819","214","85","75","17","31","3","8","4","0","150","837"
"Joe Saunders","Angels","17","7","3.41","31","31","1","0","0","0","0","198.0","807","187","82","75","21","53","2","6","3","0","103","4366"
"Scott Baker","Twins","11","4","3.45","28","28","0","0","0","0","0","172.1","703","161","66","66","20","42","2","3","6","0","141","6176"
"Felix Hernandez","Mariners","9","11","3.45","31","31","2","0","0","0","0","200.2","857","198","85","77","17","80","7","8","8","1","175","4772"
"Zack Greinke","Royals","13","10","3.47","32","32","1","0","0","0","0","202.1","851","202","87","78","21","56","1","4","8","1","183","1943"
"Ervin Santana","Angels","16","7","3.49","32","32","2","1","0","0","0","219.0","897","198","89","85","23","47","2","8","5","1","214","3200"
"Ricky Nolasco","Marlins","15","8","3.52","34","32","1","1","0","0","0","212.1","868","192","88","83","28","42","6","6","1","3","186","3830"
"Roy Oswalt","Astros","17","10","3.54","32","32","3","2","0","0","0","208.2","862","199","89","82","23","47","2","10","1","0","165","571"
"James Shields","Rays","14","8","3.56","33","33","3","2","0","0","0","215.0","877","208","94","85","24","40","0","12","6","0","160","7059"
"Jesse Litsch","Blue Jays","13","9","3.58","29","28","2","2","0","0","0","176.0","735","178","79","70","20","39","2","8","4","0","99","3688"
"Jeremy Guthrie","Orioles","10","12","3.63","30","30","1","0","0","0","0","190.2","796","176","82","77","24","58","2","7","3","0","120","2072"
"Jair Jurrjens","Braves","13","10","3.68","31","31","0","0","0","0","0","188.1","813","188","87","77","11","70","9","4","3","0","139","5556"
"Matt Garza","Rays","11","9","3.70","30","30","3","2","0","0","0","184.2","772","170","83","76","19","59","2","6","3","2","128","3340"
"Paul Maholm","Pirates","9","9","3.71","31","31","1","0","0","0","0","206.1","853","201","89","85","21","63","2","9","2","1","139","8678"
"Todd Wellemeyer","Cardinals","13","9","3.71","32","32","0","0","0","0","0","191.2","807","178","84","79","25","62","1","7","7","1","134","1709"
"Jamie Moyer","Phillies","16","7","3.71","33","33","0","0","0","0","0","196.1","841","199","85","81","20","62","4","11","3","0","123","1091"
"Mike Pelfrey","Mets","13","11","3.72","32","32","2","0","0","0","0","200.2","851","209","86","83","12","64","1","13","2","0","110","5203"
"Armando Galarraga","Tigers","13","7","3.73","30","28","0","0","0","0","1","178.2","746","152","83","74","28","61","2","6","6","0","126","4222"
"Hiroki Kuroda","Dodgers","9","10","3.73","31","31","2","2","0","0","0","183.1","776","181","85","76","13","42","8","7","5","0","116","3283"
"John Lackey","Angels","12","5","3.75","24","24","3","0","0","0","0","163.1","675","161","71","68","26","40","1","10","5","0","130","1507"
"Matt Cain","Giants","8","14","3.76","34","34","1","1","0","0","0","217.2","933","206","95","91","19","91","9","7","7","2","186","4732"
"Kyle Lohse","Cardinals","15","6","3.78","33","33","0","0","0","0","0","200.0","839","211","88","84","18","49","3","3","5","0","119","739"
"Mark Buehrle","White Sox","15","12","3.79","34","34","1","0","0","0","0","218.2","918","240","106","92","22","52","4","5","4","0","140","225"
"Gavin Floyd","White Sox","17","8","3.84","33","33","1","0","0","0","0","206.1","878","190","107","88","30","70","6","9","9","0","145","3886"
"John Lannan","Nationals","9","15","3.91","31","31","0","0","0","0","0","182.0","779","172","89","79","23","72","1","7","6","2","117","7080"
"Carlos Zambrano","Cubs","14","6","3.91","30","30","1","1","0","0","0","188.2","796","172","85","82","18","72","1","6","4","0","130","305"
"Randy Johnson","Diamondbacks","11","10","3.91","30","30","2","0","0","0","0","184.0","778","184","92","80","24","44","6","6","2","1","173","60"
"Aaron Cook","Rockies","16","9","3.96","32","32","2","1","0","0","0","211.1","886","236","102","93","13","48","2","4","6","0","96","1571"
"Gil Meche","Royals","14","11","3.98","34","34","0","0","0","0","0","210.1","886","204","98","93","19","73","2","0","5","0","183","1089"
"Ubaldo Jimenez","Rockies","12","12","3.99","34","34","1","0","0","0","0","198.2","868","182","97","88","11","103","4","10","16","0","172","3374"
"Josh Beckett","Red Sox","12","10","4.03","27","27","1","0","0","0","0","174.1","725","173","80","78","18","34","1","9","5","0","172","510"
"Nick Blackburn","Twins","11","11","4.05","33","33","0","0","0","0","0","193.1","823","224","102","87","23","39","4","7","2","0","96","4270"
"A.J. Burnett","Blue Jays","18","10","4.07","35","34","1","0","0","0","0","221.1","957","211","109","100","19","86","2","9","11","2","231","512"
"Ted Lilly","Cubs","17","9","4.09","34","34","0","0","0","0","0","204.2","861","187","96","93","32","64","2","7","4","4","184","833"
"Tim Wakefield","Red Sox","10","11","4.13","30","30","1","0","0","0","0","181.0","754","154","89","83","25","60","0","13","12","0","117","219"
"Braden Looper","Cardinals","12","14","4.16","33","33","1","1","0","0","0","199.0","842","216","101","92","25","45","1","11","3","1","108","526"
"Greg Smith","Athletics","7","16","4.16","32","32","2","0","0","0","0","190.1","800","169","92","88","21","87","5","3","5","1","111","3455"
"Dave Bush","Brewers","9","10","4.18","31","29","0","0","0","0","0","185.0","763","163","92","86","29","48","3","10","2","1","109","4635"
"Scott Olsen","Marlins","8","11","4.20","33","33","0","0","0","0","0","201.2","855","195","106","94","30","69","13","3","5","0","113","4529"
"Greg Maddux","- - -","8","13","4.22","33","33","0","0","0","0","0","194.0","804","204","105","91","21","30","5","6","2","2","98","104"
"Oliver Perez","Mets","10","7","4.22","34","34","0","0","0","0","0","194.0","847","167","100","91","24","105","4","11","9","1","180","1514"
"Randy Wolf","- - -","12","12","4.30","33","33","1","1","0","0","0","190.1","823","191","100","91","21","71","4","12","3","0","162","976"
"Jered Weaver","Angels","11","10","4.33","30","30","0","0","0","0","0","176.2","745","173","88","85","20","54","4","6","3","0","152","4235"
"Dana Eveland","Athletics","9","9","4.34","29","29","1","0","0","0","0","168.0","737","172","82","81","10","77","2","12","6","1","118","5508"
"Andy Sonnanstine","Rays","13","9","4.38","32","32","1","1","0","0","0","193.1","819","212","105","94","21","37","2","5","6","0","124","7667"
"Manny Parra","Brewers","10","8","4.39","32","29","0","0","0","0","0","166.0","741","181","91","81","18","75","1","2","17","2","147","4279"
"Edwin Jackson","Rays","14","11","4.42","32","31","0","0","0","0","1","183.1","792","199","91","90","23","77","1","2","7","1","108","1841"
"Jason Marquis","Cubs","11","9","4.53","29","28","0","0","0","1","0","167.0","738","172","87","84","15","70","6","8","8","1","91","105"
"Andy Pettitte","Yankees","14","14","4.54","33","33","0","0","0","0","0","204.0","881","233","112","103","19","55","4","7","6","1","158","840"
"Brett Myers","Phillies","10","13","4.55","30","30","2","1","0","0","0","190.0","817","197","103","96","29","65","6","6","2","0","163","962"
"Paul Byrd","- - -","11","12","4.60","30","30","1","0","0","0","0","180.0","761","204","96","92","31","34","0","7","0","0","82","594"
"Javier Vazquez","White Sox","12","16","4.67","33","33","1","0","0","0","0","208.1","890","214","113","108","25","61","2","6","2","0","200","801"
"Joe Blanton","- - -","9","12","4.69","33","33","0","0","0","0","0","197.2","855","211","110","103","22","66","3","4","2","0","111","4849"
"Vicente Padilla","Rangers","14","8","4.74","29","29","1","1","0","0","0","171.0","757","185","100","90","26","65","4","15","12","3","127","964"
"Bronson Arroyo","Reds","15","11","4.77","34","34","1","0","0","0","0","200.0","871","219","116","106","29","68","2","6","6","0","163","978"
"Aaron Harang","Reds","6","17","4.78","30","29","1","1","0","0","0","184.1","793","205","104","98","35","50","5","2","2","0","153","1451"
"Johnny Cueto","Reds","9","14","4.81","31","31","0","0","0","0","0","174.0","769","178","101","93","29","68","1","14","6","1","158","6893"
"Zach Duke","Pirates","5","14","4.82","31","31","1","1","0","0","0","185.0","829","230","111","99","19","47","1","7","2","2","87","3840"
"Justin Verlander","Tigers","11","17","4.84","33","33","1","0","0","0","0","201.0","880","195","119","108","18","87","8","14","6","3","163","8700"
"Jon Garland","Angels","14","8","4.90","32","32","1","0","0","0","0","196.2","864","237","116","107","23","59","4","8","4","0","90","232"
"Tim Redding","Nationals","10","11","4.95","33","33","1","0","0","0","0","182.0","791","195","110","100","27","65","5","7","10","0","120","573"
"Jeff Suppan","Brewers","10","10","4.96","31","31","0","0","0","0","0","177.2","780","207","110","98","30","67","7","4","3","1","90","633"
"Kevin Millwood","Rangers","9","10","5.07","29","29","3","0","0","0","0","168.2","767","220","104","95","18","49","3","6","2","1","125","106"
"Barry Zito","Giants","10","17","5.15","32","32","0","0","0","0","0","180.0","818","186","115","103","16","102","10","4","3","0","120","944"
"Daniel Cabrera","Orioles","8","10","5.25","30","30","2","0","0","0","0","180.0","821","199","109","105","24","90","5","18","15","2","95","1931"
"Ian Snell","Pirates","7","12","5.42","31","31","0","0","0","0","0","164.1","766","201","107","99","18","89","0","2","8","1","135","2227"
"Kenny Rogers","Tigers","9","13","5.70","30","30","0","0","0","0","0","173.2","782","212","118","110","22","71","3","9","4","1","82","1277"
"Brian Bannister","Royals","9","16","5.76","32","32","1","0","0","0","0","182.2","811","215","127","117","29","58","1","7","7","1","113","5718"
"Brandon Backe","Astros","9","14","6.05","31","31","0","0","0","0","0","166.2","756","202","114","112","36","77","2","4","2","0","127","1529"
"Livan Hernandez","- - -","13","11","6.05","31","31","2","0","0","0","0","180.0","811","257","129","121","25","43","4","2","3","1","67","1116"
"Nate Robertson","Tigers","7","11","6.35","32","28","0","0","0","0","0","168.2","761","218","124","119","26","62","7","2","5","0","108","1620"
