"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jose Reyes","Mets","159","763","16","113","68","56","8.7 %","10.7 %",".179",".317",".297",".358",".475",".359","118","7.7","25.4","8.9","5.9","1736"
"Alex Rodriguez","Yankees","138","594","35","104","103","18","10.9 %","19.7 %",".271",".328",".302",".392",".573",".409","152","2.1","40.4","-2.3","5.8","1274"
"Joe Mauer","Twins","146","633","9","98","85","1","13.3 %","7.9 %",".123",".342",".328",".413",".451",".379","133","2.8","28.7","6.9","5.7","1857"
"Evan Longoria","Rays","122","508","27","67","85","7","9.1 %","24.0 %",".259",".309",".272",".343",".531",".370","128","3.3","21.1","17.9","5.6","9368"
"Alex Rios","Blue Jays","155","687","15","91","79","32","6.4 %","16.3 %",".170",".331",".291",".337",".461",".346","110","5.0","13.2","18.2","5.5","2090"
"Ryan Ludwick","Cardinals","152","617","37","104","113","4","10.0 %","23.7 %",".292",".342",".299",".375",".591",".408","151","2.6","42.2","-8.3","5.4","1260"
"Randy Winn","Giants","155","667","10","84","64","25","8.8 %","13.2 %",".120",".340",".306",".363",".426",".345","107","9.7","15.5","14.7","5.2","1235"
"Brian McCann","Braves","145","573","23","68","87","5","9.9 %","11.2 %",".222",".306",".301",".373",".523",".386","135","-4.8","20.5","12.6","5.1","4810"
"Jimmy Rollins","Phillies","137","625","11","76","59","47","9.3 %","8.8 %",".160",".290",".277",".349",".437",".342","104","8.1","11.0","18.8","5.0","971"
"Russell Martin","Dodgers","155","650","13","87","69","18","13.8 %","12.8 %",".116",".309",".280",".385",".396",".350","112","1.4","11.2","16.6","4.9","4616"
"Troy Glaus","Cardinals","151","637","27","69","99","0","13.7 %","16.3 %",".213",".288",".270",".372",".483",".373","128","-3.3","19.1","8.7","4.8","15"
"Ian Kinsler","Rangers","121","583","18","102","71","26","7.7 %","11.5 %",".199",".334",".319",".375",".517",".385","133","7.7","31.2","-3.0","4.8","6195"
"Melvin Upton Jr.","Rays","145","640","9","85","67","44","15.2 %","20.9 %",".128",".344",".273",".383",".401",".351","116","3.6","16.0","9.8","4.8","5015"
"Brian Roberts","Orioles","155","704","9","107","57","40","11.6 %","14.8 %",".154",".341",".296",".378",".450",".364","119","5.8","22.3","1.2","4.7","166"
"Carlos Quentin","White Sox","130","569","36","96","100","7","11.6 %","14.1 %",".283",".278",".288",".394",".571",".415","152","0.4","36.8","-9.0","4.7","6274"
"Ryan Braun","Brewers","151","663","37","92","106","14","6.3 %","19.5 %",".268",".305",".285",".335",".553",".376","129","4.2","28.2","-3.9","4.6","3410"
"Aramis Ramirez","Cubs","149","645","27","97","111","2","11.5 %","14.6 %",".229",".303",".289",".380",".518",".386","129","1.9","25.1","-0.5","4.5","1002"
"Shane Victorino","Phillies","146","627","14","102","58","36","7.2 %","11.0 %",".154",".314",".293",".352",".447",".351","109","8.1","15.6","7.1","4.3","1677"
"Josh Hamilton","Rangers","156","704","32","98","130","9","9.1 %","17.9 %",".226",".333",".304",".371",".530",".384","132","7.1","34.6","-16.1","4.2","1875"
"Milton Bradley","Rangers","126","510","22","78","77","5","15.7 %","22.0 %",".242",".388",".321",".436",".563",".424","159","-3.4","33.6","-8.6","4.2","369"
"Ichiro Suzuki","Mariners","162","749","6","103","42","43","6.8 %","8.7 %",".076",".334",".310",".361",".386",".328","102","10.3","11.9","4.9","4.2","1101"
"Dan Uggla","Marlins","146","619","32","97","92","5","12.4 %","27.6 %",".254",".320",".260",".360",".514",".375","126","-1.2","19.1","3.1","4.2","3442"
"Mark DeRosa","Cubs","149","593","21","103","87","6","11.6 %","17.9 %",".196",".319",".285",".376",".481",".374","121","4.5","20.2","2.5","4.2","1392"
"Jacoby Ellsbury","Red Sox","145","609","9","98","47","50","6.7 %","13.1 %",".114",".312",".280",".336",".394",".323","91","9.2","2.1","18.8","4.2","4727"
"Brian Giles","Padres","147","653","12","81","63","2","13.3 %","8.0 %",".150",".318",".306",".398",".456",".377","136","-0.1","29.6","-9.8","4.1","990"
"Curtis Granderson","Tigers","141","629","22","112","66","12","11.3 %","17.6 %",".213",".316",".280",".365",".494",".373","127","7.7","28.4","-9.0","4.1","4747"
"J.J. Hardy","Brewers","146","629","24","78","74","2","8.3 %","15.6 %",".195",".305",".283",".343",".478",".356","115","-4.7","7.2","12.9","4.0","3797"
"Mike Cameron","Brewers","120","508","25","69","70","17","10.6 %","28.0 %",".234",".296",".243",".331",".477",".351","112","2.3","9.8","13.9","4.0","1070"
"Aubrey Huff","Orioles","154","661","32","96","108","4","8.0 %","13.5 %",".247",".310",".304",".360",".552",".387","134","2.1","30.2","-13.4","3.9","1213"
"Adrian Beltre","Mariners","143","612","25","74","77","8","8.2 %","14.7 %",".191",".276",".266",".327",".457",".335","106","0.2","5.0","13.3","3.9","639"
"Alfonso Soriano","Cubs","109","503","29","76","75","19","8.5 %","20.5 %",".252",".302",".280",".344",".532",".368","117","-0.4","10.5","11.7","3.8","847"
"Nate McLouth","Pirates","152","685","26","113","94","23","9.5 %","13.6 %",".221",".287",".276",".356",".497",".364","121","9.0","26.7","-10.6","3.8","3190"
"Carlos Pena","Rays","139","607","31","76","102","1","15.8 %","27.3 %",".247",".298",".247",".377",".494",".376","132","-1.6","22.5","-5.5","3.8","934"
"Johnny Damon","Yankees","143","623","17","95","71","29","10.3 %","13.2 %",".159",".330",".303",".375",".461",".369","125","2.4","21.7","-5.7","3.7","185"
"Geovany Soto","Cubs","141","563","23","66","86","0","11.0 %","21.5 %",".219",".332",".285",".364",".504",".373","120","-2.9","11.3","7.7","3.7","3707"
"Joey Votto","Reds","151","589","24","69","84","7","10.0 %","17.3 %",".209",".328",".297",".368",".506",".375","124","-0.6","17.2","-0.1","3.6","4314"
"Cody Ross","Marlins","145","506","22","59","73","6","6.5 %","22.9 %",".228",".299",".260",".316",".488",".344","106","2.7","6.3","12.8","3.5","1760"
"Andre Ethier","Dodgers","141","596","20","90","77","6","9.9 %","14.8 %",".206",".330",".305",".375",".510",".383","134","3.3","28.8","-14.3","3.4","6265"
"Matt Kemp","Dodgers","155","657","18","93","76","35","7.0 %","23.3 %",".168",".361",".290",".340",".459",".345","109","8.0","15.5","-3.1","3.4","5631"
"Derek Jeter","Yankees","150","668","11","88","69","11","7.8 %","12.7 %",".107",".333",".300",".363",".408",".344","109","-2.4","4.6","6.1","3.3","826"
"Jhonny Peralta","Indians","154","664","23","104","89","3","7.2 %","19.0 %",".197",".312",".276",".331",".473",".347","112","-4.8","4.8","5.7","3.3","1738"
"Justin Morneau","Twins","163","712","23","97","129","0","10.7 %","11.9 %",".199",".312",".300",".374",".499",".371","128","-1.7","22.6","-13.9","3.3","1737"
"Orlando Cabrera","White Sox","161","730","8","93","57","19","7.7 %","9.7 %",".089",".301",".281",".334",".371",".314","85","-0.3","-14.2","22.1","3.3","766"
"Chone Figgins","Angels","116","520","1","72","22","34","11.9 %","15.4 %",".042",".333",".276",".367",".318",".316","91","7.5","1.4","13.3","3.2","1580"
"Kurt Suzuki","Athletics","148","588","7","54","42","2","7.5 %","11.7 %",".091",".310",".279",".346",".370",".322","97","-2.8","-5.0","17.1","3.2","8259"
"Adrian Gonzalez","Padres","162","700","36","103","119","0","10.6 %","20.3 %",".231",".308",".279",".361",".510",".369","131","-4.6","22.5","-13.7","3.1","1908"
"Xavier Nady","- - -","148","607","25","76","97","2","6.4 %","17.0 %",".205",".334",".305",".357",".510",".375","128","-4.1","17.0","-6.7","3.0","1658"
"Melvin Mora","Orioles","135","570","23","77","104","3","6.5 %","12.3 %",".199",".289",".285",".342",".483",".356","114","0.7","10.6","0.3","3.0","157"
"Ryan Theriot","Cubs","149","661","1","85","38","22","11.0 %","8.8 %",".052",".339",".307",".387",".359",".341","99","1.3","0.5","8.4","3.0","3811"
"Jason Bay","- - -","155","670","31","111","101","10","12.1 %","20.4 %",".236",".321",".286",".373",".522",".384","133","5.3","32.8","-24.8","3.0","1717"
"Akinori Iwamura","Rays","152","707","6","91","48","8","9.9 %","18.5 %",".105",".337",".274",".349",".380",".326","99","1.9","0.8","4.9","3.0","7781"
"Placido Polanco","Tigers","141","629","8","90","58","7","5.6 %","6.8 %",".110",".319",".307",".350",".417",".338","103","3.3","5.9","2.4","3.0","1176"
"Marco Scutaro","Blue Jays","145","592","7","76","60","7","9.6 %","11.0 %",".089",".290",".267",".341",".356",".315","89","-0.5","-8.4","17.9","3.0","1555"
"Hunter Pence","Astros","157","642","25","78","83","11","6.2 %","19.3 %",".197",".301",".269",".318",".466",".338","104","0.1","3.7","4.9","2.9","8252"
"Conor Jackson","Diamondbacks","144","612","12","87","75","10","9.6 %","10.0 %",".146",".319",".300",".376",".446",".363","113","3.0","13.3","-4.2","2.9","5997"
"Ryan Howard","Phillies","162","700","48","105","146","1","11.6 %","28.4 %",".292",".285",".251",".339",".543",".368","120","0.4","18.4","-12.4","2.9","2154"
"Raul Ibanez","Mariners","162","707","23","85","110","2","9.1 %","15.6 %",".186",".321",".293",".358",".479",".359","122","0.3","19.9","-15.7","2.8","607"
"Mark Ellis","Athletics","117","507","12","55","41","14","10.5 %","12.8 %",".140",".248",".233",".321",".373",".310","89","1.5","-5.5","16.4","2.8","1443"
"Cristian Guzman","Nationals","138","612","9","77","55","6","3.8 %","9.3 %",".124",".337",".316",".345",".440",".344","106","-1.6","2.9","5.5","2.8","728"
"Yunel Escobar","Braves","136","587","10","71","60","2","10.1 %","10.6 %",".113",".311",".288",".366",".401",".341","106","-4.2","0.2","8.8","2.8","4191"
"Brandon Phillips","Reds","141","609","21","80","78","23","6.4 %","15.3 %",".181",".277",".261",".312",".442",".324","90","1.1","-6.2","14.3","2.8","791"
"Kelly Johnson","Braves","150","614","12","86","69","11","8.5 %","18.4 %",".159",".340",".287",".349",".446",".347","110","4.2","11.8","-5.0","2.7","2234"
"Carlos Gomez","Twins","153","614","7","79","59","33","4.1 %","23.1 %",".102",".330",".258",".296",".360",".291","74","5.1","-14.4","20.1","2.7","4881"
"Jorge Cantu","Marlins","155","685","29","92","95","6","5.8 %","16.2 %",".204",".293",".277",".327",".481",".346","107","2.5","8.4","-4.1","2.6","2521"
"Alex Gordon","Royals","134","571","16","72","59","9","11.6 %","21.0 %",".172",".309",".260",".351",".432",".343","106","4.3","8.2","-1.6","2.6","5209"
"Miguel Cabrera","Tigers","160","684","37","85","127","1","8.2 %","18.4 %",".245",".310",".292",".349",".537",".376","129","-2.3","22.0","-19.4","2.6","1744"
"David DeJesus","Royals","135","577","12","70","73","11","8.0 %","12.3 %",".145",".335",".307",".366",".452",".358","116","-0.7","10.5","-4.7","2.5","1825"
"Miguel Tejada","Astros","158","666","13","92","66","7","3.6 %","10.8 %",".131",".302",".283",".314",".415",".317","90","-5.7","-13.7","16.9","2.5","941"
"Derrek Lee","Cubs","155","698","20","93","90","8","10.2 %","17.0 %",".172",".330",".291",".361",".462",".360","111","-2.2","7.8","-5.9","2.4","525"
"Carlos Delgado","Mets","159","686","38","96","115","1","10.5 %","18.1 %",".247",".279",".271",".353",".518",".366","123","-1.6","18.0","-15.7","2.4","1297"
"Jason Kendall","Brewers","151","587","2","46","49","8","8.5 %","7.7 %",".078",".265",".246",".327",".324",".293","74","2.3","-16.7","21.7","2.4","993"
"Jason Giambi","Yankees","145","565","32","68","96","2","13.5 %","19.6 %",".255",".250",".247",".373",".502",".378","131","-1.9","19.7","-15.1","2.4","818"
"Pat Burrell","Phillies","157","645","33","74","86","0","15.8 %","21.1 %",".257",".271",".250",".367",".507",".375","125","-2.3","18.1","-15.2","2.4","949"
"Michael Young","Rangers","155","708","12","102","82","10","7.8 %","15.4 %",".118",".323",".284",".339",".402",".328","95","2.1","-2.6","1.9","2.3","1286"
"Torii Hunter","Angels","146","608","21","85","78","19","8.2 %","17.8 %",".189",".312",".278",".344",".466",".351","114","1.5","11.8","-9.2","2.3","731"
"Fred Lewis","Giants","133","521","9","81","40","21","9.8 %","23.8 %",".158",".365",".282",".351",".440",".346","107","5.2","9.9","-3.7","2.3","4693"
"Chris Young","Diamondbacks","160","699","22","85","85","14","8.9 %","23.6 %",".195",".300",".248",".315",".443",".329","91","5.4","-2.5","2.6","2.3","3882"
"Casey Blake","- - -","152","601","21","71","81","3","8.2 %","20.0 %",".188",".316",".274",".345",".463",".347","111","-1.6","6.6","-4.0","2.3","719"
"Kevin Kouzmanoff","Padres","154","668","23","71","84","0","3.4 %","20.8 %",".173",".297",".260",".299",".433",".316","96","0.0","-3.3","4.0","2.2","5995"
"Jose Lopez","Mariners","159","687","17","80","89","6","3.9 %","9.8 %",".146",".306",".297",".322",".443",".329","102","-1.4","0.3","-1.9","2.2","3114"
"Jack Cust","Athletics","148","598","33","77","77","0","18.6 %","32.9 %",".245",".306",".231",".375",".476",".372","131","0.8","23.4","-22.6","2.1","1564"
"Luke Scott","Orioles","148","536","23","67","65","2","9.9 %","19.0 %",".215",".280",".257",".336",".472",".345","106","-0.5","3.8","-1.4","2.1","3469"
"Rickie Weeks Jr.","Brewers","129","560","14","89","46","19","11.8 %","20.5 %",".164",".277",".234",".342",".398",".331","99","4.2","3.5","-1.3","2.0","1849"
"Stephen Drew","Diamondbacks","152","663","21","91","67","3","6.2 %","16.4 %",".211",".322",".291",".333",".502",".355","109","-0.2","6.9","-9.2","1.9","4251"
"Vladimir Guerrero","Angels","143","600","27","85","91","5","8.5 %","12.8 %",".218",".311",".303",".365",".521",".374","129","-6.9","14.7","-16.6","1.9","778"
"Skip Schumaker","Cardinals","153","594","8","87","46","8","7.9 %","10.1 %",".104",".328",".302",".359",".406",".340","106","-1.3","3.2","-4.0","1.8","3704"
"Magglio Ordonez","Tigers","146","623","21","72","103","1","8.5 %","12.2 %",".176",".334",".317",".376",".494",".378","130","-10.5","12.4","-17.1","1.6","248"
"Bengie Molina","Giants","145","569","16","46","95","0","3.3 %","6.7 %",".153",".285",".292",".322",".445",".329","96","-10.8","-13.6","11.6","1.6","24"
"Jim Thome","White Sox","149","602","34","93","90","1","15.1 %","24.4 %",".258",".273",".245",".362",".503",".371","122","-5.8","10.8","-15.0","1.6","409"
"Bobby Abreu","Yankees","156","684","20","100","100","22","10.7 %","15.9 %",".176",".333",".296",".371",".471",".369","125","-0.2","21.2","-28.6","1.6","945"
"Edwin Encarnacion","Reds","146","582","26","75","68","1","10.5 %","17.5 %",".215",".264",".251",".340",".466",".352","109","1.2","7.6","-10.4","1.6","2151"
"Lyle Overbay","Blue Jays","158","630","15","74","69","1","11.7 %","18.4 %",".149",".316",".270",".358",".419",".344","108","-4.6","1.9","-7.6","1.6","1617"
"Adam Jones","Orioles","132","514","9","61","57","10","4.5 %","21.0 %",".130",".329",".270",".311",".400",".312","84","-0.6","-10.5","7.8","1.5","6368"
"Kosuke Fukudome","Cubs","150","590","10","79","58","12","13.7 %","17.6 %",".122",".304",".257",".359",".379",".328","91","3.3","-3.7","-1.1","1.4","3263"
"Garret Anderson","Angels","145","593","15","66","84","7","4.9 %","13.0 %",".140",".314",".293",".325",".433",".327","98","-2.4","-4.1","-2.5","1.4","2"
"Jermaine Dye","White Sox","154","645","34","96","96","3","6.8 %","16.1 %",".249",".302",".292",".344",".541",".377","127","-3.2","18.1","-26.6","1.4","911"
"Adam LaRoche","Pirates","136","554","25","66","85","1","9.7 %","22.0 %",".230",".308",".270",".341",".500",".358","116","-1.8","9.6","-14.1","1.3","1904"
"Prince Fielder","Brewers","159","694","34","86","102","3","12.1 %","19.3 %",".231",".298",".276",".372",".507",".371","125","-10.8","11.4","-20.7","1.3","4613"
"Bobby Crosby","Athletics","145","605","7","66","61","7","7.8 %","15.9 %",".112",".275",".237",".296",".349",".288","74","2.2","-17.1","9.4","1.3","1818"
"Jack Hannahan","Athletics","143","501","9","48","47","2","11.0 %","26.1 %",".124",".286",".218",".305",".342",".289","75","1.2","-14.5","10.2","1.3","3692"
"Mark Reynolds","Diamondbacks","152","613","28","87","97","11","10.4 %","33.3 %",".219",".323",".239",".320",".458",".338","97","3.0","1.0","-8.1","1.3","7619"
"Gregor Blanco","Braves","144","519","1","52","38","13","14.3 %","19.1 %",".058",".321",".251",".366",".309",".315","89","3.7","-3.5","-1.4","1.2","3123"
"Edgar Renteria","Tigers","138","547","10","69","55","6","6.8 %","11.7 %",".111",".290",".270",".317",".382",".309","84","-1.6","-12.6","5.1","1.1","1178"
"Nick Swisher","White Sox","153","588","24","86","69","3","13.9 %","23.0 %",".191",".249",".219",".332",".410",".327","93","-0.9","-6.0","-3.0","1.1","4599"
"A.J. Pierzynski","White Sox","134","570","13","66","60","1","3.3 %","12.5 %",".135",".300",".281",".312",".416",".315","85","-5.4","-16.0","6.5","1.0","746"
"Alexei Ramirez","White Sox","136","509","21","65","77","13","3.5 %","12.0 %",".185",".294",".290",".317",".475",".340","102","-0.7","0.3","-8.3","0.9","5133"
"Ramon Hernandez","Orioles","133","507","15","49","65","0","6.3 %","12.2 %",".149",".265",".257",".308",".406",".311","84","-3.4","-13.5","5.2","0.9","918"
"Casey Kotchman","- - -","143","573","14","65","74","2","6.3 %","6.8 %",".137",".272",".272",".328",".410",".323","95","-6.9","-10.7","0.4","0.9","1930"
"Aaron Rowand","Giants","152","611","13","57","70","2","7.2 %","20.6 %",".138",".329",".271",".339",".410",".328","96","-3.7","-7.1","-4.4","0.8","254"
"Corey Hart","Brewers","157","657","20","76","91","23","4.1 %","16.6 %",".191",".293",".268",".300",".459",".325","95","2.2","-2.1","-11.2","0.8","1945"
"Daric Barton","Athletics","140","523","9","59","47","2","12.4 %","18.9 %",".121",".270",".226",".327",".348",".303","84","4.8","-5.5","-5.9","0.6","5928"
"Adam Dunn","- - -","158","651","40","79","100","2","18.7 %","25.2 %",".277",".258",".236",".386",".513",".384","130","-1.5","22.6","-37.6","0.6","319"
"Jason Kubel","Twins","141","517","20","74","78","0","9.1 %","17.6 %",".199",".295",".272",".335",".471",".347","112","0.4","8.0","-20.4","0.5","2161"
"Freddy Sanchez","Pirates","145","608","9","75","52","0","3.5 %","10.4 %",".100",".288",".271",".298",".371",".294","74","-0.1","-19.7","5.1","0.5","1624"
"Felipe Lopez","- - -","143","532","6","64","46","8","8.1 %","15.4 %",".104",".328",".283",".343",".387",".325","94","-3.5","-7.3","-5.7","0.4","1311"
"Paul Konerko","White Sox","122","514","22","59","62","2","12.6 %","15.6 %",".199",".244",".240",".344",".438",".343","104","-7.1","-4.6","-9.3","0.4","242"
"Garrett Atkins","Rockies","155","664","21","86","99","1","6.0 %","15.1 %",".165",".308",".286",".328",".452",".338","94","0.2","-4.4","-15.8","0.1","1790"
"Yuniesky Betancourt","Mariners","153","590","7","66","51","4","2.9 %","7.1 %",".113",".289",".279",".300",".392",".302","84","-3.8","-15.4","-4.0","0.1","8585"
"Michael Bourn","Astros","138","514","5","57","29","41","7.2 %","21.6 %",".071",".290",".229",".288",".300",".267","58","6.7","-20.5","4.2","0.0","6387"
"Robinson Cano","Yankees","159","634","14","70","72","2","4.1 %","10.3 %",".139",".283",".271",".305",".410",".311","86","-1.8","-12.6","-8.8","0.0","3269"
"Jeremy Hermida","Marlins","142","559","17","74","61","6","8.6 %","24.7 %",".157",".310",".249",".323",".406",".320","90","-0.8","-8.1","-10.5","0.0","7208"
"Lastings Milledge","Nationals","138","587","14","65","61","24","6.5 %","16.4 %",".134",".300",".268",".330",".402",".323","93","0.6","-4.8","-14.7","0.0","6441"
"Kevin Millar","Orioles","145","610","20","73","72","0","11.6 %","15.2 %",".160",".245",".234",".323",".394",".317","88","-5.3","-14.5","-8.3","-0.2","529"
"Willy Taveras","Rockies","133","538","1","64","26","68","6.7 %","14.7 %",".046",".296",".251",".308",".296",".277","54","14.1","-17.2","-2.5","-0.2","1876"
"Ryan Garko","Indians","141","563","14","61","90","0","8.0 %","15.3 %",".131",".300",".273",".346",".404",".333","102","-5.6","-3.9","-17.7","-0.2","6319"
"Mark Teahen","Royals","149","623","15","66","59","4","7.4 %","21.0 %",".147",".306",".255",".313",".402",".313","86","0.2","-10.9","-13.8","-0.3","4511"
"James Loney","Dodgers","161","651","13","66","90","7","6.9 %","13.1 %",".145",".315",".289",".338",".434",".335","102","-5.0","-3.3","-22.0","-0.4","4556"
"Ken Griffey Jr.","- - -","143","575","18","67","71","0","13.6 %","15.5 %",".176",".269",".249",".353",".424",".336","99","-6.0","-6.7","-16.8","-0.5","327"
"Brad Hawpe","Rockies","138","569","25","69","85","2","13.4 %","23.6 %",".215",".341",".283",".381",".498",".381","122","0.6","16.6","-42.1","-0.7","1885"
"Jose Guillen","Royals","153","633","20","66","97","2","3.6 %","16.7 %",".174",".291",".264",".300",".438",".319","90","-6.4","-14.5","-15.8","-0.9","57"
"Delmon Young","Twins","152","623","10","80","69","14","5.6 %","16.9 %",".115",".338",".290",".336",".405",".323","96","-0.5","-3.7","-27.0","-0.9","2140"
"Mike Jacobs","Marlins","141","519","32","67","93","1","6.9 %","22.9 %",".266",".260",".247",".299",".514",".338","102","-1.6","-0.5","-26.6","-1.0","2231"
"Jeff Francoeur","Braves","155","653","11","70","71","0","6.0 %","17.0 %",".120",".274",".239",".294",".359",".288","71","-0.4","-24.5","-9.1","-1.2","4792"
